Time,NodeID,Species,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,AvailableHabitat,EggCrowdingCorrection
60,340461476,organochlorines_resistant,999,22436,362,776,21298,30202,30570,184270,1041120,520560,3690,30,3750,30,2860,0,2240,389,369,26546.5,0.0243637
61,340461476,pyrethroid_resistant,999,22589,359,719,21511,30409,30150,183929,1040800,520400,3777,37,3773,21,2901,0,2136,378,398,26898.1,0.0250571
61,340461476,carbamate_resistant,999,22627,371,725,21531,30253,30720,184150,1024720,512360,3656,26,3741,36,2969,0,2200,342,375,26677.1,0.025182
61,340461476,organochlorines_resistant,999,22495,359,788,21348,30232,30303,184561,1046360,523180,3733,31,3747,38,2932,0,2135,366,372,26266.1,0.0254981
62,340461476,pyrethroid_resistant,999,22503,370,794,21339,30437,30295,184239,1057000,528500,3695,34,3821,35,2857,0,2177,401,365,26597.5,0.0258437
62,340461476,carbamate_resistant,999,22650,362,822,21466,30506,30606,184563,1096480,548240,3951,30,3865,33,2874,0,2098,384,369,26273.5,0.0260336
62,340461476,organochlorines_resistant,999,22676,362,820,21494,30179,30045,184636,1099160,549580,3907,23,3827,30,3025,0,2091,373,380,26200.5,0.0251024
63,340461476,pyrethroid_resistant,1000,22363,378,943,21042,30299,30347,184688,1072160,536080,3913,34,3680,28,2797,0,2172,377,388,26156.8,0.0251632
63,340461476,carbamate_resistant,1000,22693,360,966,21367,30629,30427,184479,1074760,537380,3747,35,3882,25,2929,0,2079,388,419,26365.8,0.0239617
63,340461476,organochlorines_resistant,1000,22693,354,988,21351,30079,30107,184462,1048760,524380,3773,33,3835,33,2913,0,2119,356,421,26382.8,0.0238368
64,340461476,pyrethroid_resistant,1000,22434,376,1093,20965,30293,30668,183996,1055960,527980,3721,24,3735,37,2934,0,2125,387,351,26856,0.0243963
64,340461476,carbamate_resistant,1000,22673,353,1137,21183,30785,30304,184614,1039320,519660,3670,37,3799,33,2925,0,2213,369,363,26238,0.0245318
64,340461476,organochlorines_resistant,1000,22778,368,1126,21284,30227,29837,184733,1043520,521760,3788,31,3741,33,3006,0,2162,399,360,26119,0.0251561
65,340461476,pyrethroid_resistant,1000,22553,371,1354,20828,30448,30483,184623,1048560,524280,3773,39,3789,29,2941,0,2110,374,338,26235.5,0.0254328
65,340461476,carbamate_resistant,1000,22720,345,1422,20953,30909,29951,184684,1099360,549680,3912,24,3903,39,2963,0,2140,406,370,26174.5,0.0252454
65,340461476,organochlorines_resistant,1000,22814,368,1422,21024,30113,30268,184663,1096480,548240,3886,24,4002,34,2887,0,2107,356,388,26195.5,0.0250297
66,340461476,pyrethroid_resistant,1000,22556,362,1636,20558,30628,30177,184258,1060080,530040,3884,38,3745,27,2953,0,2174,401,375,26606.1,0.0250205
66,340461476,carbamate_resistant,1000,22683,335,1723,20625,31002,30108,184464,1053200,526600,3752,27,3840,41,2882,0,2147,366,406,26400.1,0.0238088
66,340461476,organochlorines_resistant,1000,22713,367,1679,20667,30158,30499,184680,1058960,529480,3774,31,3798,28,2800,0,2131,374,396,26184.1,0.0238905
67,340461476,pyrethroid_resistant,1000,22455,332,1973,20150,30664,30211,184675,1042600,521300,3788,21,3735,47,2843,0,2179,388,377,26194.1,0.0250982
67,340461476,carbamate_resistant,1000,22661,341,2054,20266,30964,29922,184964,1042760,521380,3725,29,3800,30,2921,0,2190,348,405,25905.1,0.0250666
67,340461476,organochlorines_resistant,1000,22740,366,2059,20315,30193,30242,184588,1048160,524080,3760,30,3696,36,2893,0,2137,379,350,26281.1,0.0247263
68,340461476,pyrethroid_resistant,1000,22492,341,2345,19806,30827,29911,184284,1046240,523120,3704,33,3824,19,2962,0,2133,382,410,26589.5,0.0251238
68,340461476,carbamate_resistant,1000,22539,341,2437,19761,30998,30116,184681,1074560,537280,3843,35,3873,36,2848,0,2176,407,387,26192.5,0.0248428
68,340461476,organochlorines_resistant,1000,22694,361,2465,19868,30253,30415,184311,1100120,550060,3887,35,3899,27,2914,0,2212,362,386,26562.5,0.0250736
69,340461476,pyrethroid_resistant,1000,22466,339,2769,19358,30743,30114,184582,1051480,525740,3790,30,3844,31,2923,0,2183,373,393,26295.4,0.0254144
69,340461476,carbamate_resistant,1000,22403,341,2860,19202,31048,30196,184550,1048160,524080,3753,28,3790,18,2880,0,2214,403,399,26327.4,0.0243751
69,340461476,organochlorines_resistant,1000,22736,363,2851,19522,30415,30422,184482,1044320,522160,3715,31,3848,30,2942,0,2177,372,351,26395.4,0.0241451
70,340461476,pyrethroid_resistant,1000,22390,374,3190,18826,30736,30334,184372,1044920,522460,3832,31,3759,40,2835,0,2176,350,385,26508.9,0.025008
70,340461476,carbamate_resistant,1000,22557,375,3251,18931,31015,29979,184649,1031680,515840,3818,33,3703,20,2975,0,2083,377,361,26231.9,0.0251178
70,340461476,organochlorines_resistant,1000,22851,398,3246,19207,30535,30162,184696,1031360,515680,3813,34,3774,34,2984,0,2116,395,358,26184.9,0.0252752
71,340461476,pyrethroid_resistant,1001,22319,402,3590,18327,30750,30235,184719,1017840,508920,3708,35,3679,26,2856,0,2169,373,385,26164.9,0.0253693
71,340461476,carbamate_resistant,1001,22351,412,3600,18339,30957,30252,184948,1049000,524500,3855,23,3833,47,2815,0,2229,394,398,25935.9,0.0254264
71,340461476,organochlorines_resistant,1001,22773,451,3637,18685,30519,30595,184287,1080480,540240,3943,35,3895,44,2817,0,2152,352,391,26596.9,0.0253887
72,340461476,pyrethroid_resistant,1001,22313,452,3949,17912,30681,30193,184204,1037640,518820,3671,32,3837,45,2907,0,2127,404,382,26682.6,0.0257063
72,340461476,carbamate_resistant,1001,22431,483,3813,18135,30921,30398,184358,1009520,504760,3650,33,3757,32,2931,0,2120,365,366,26528.6,0.0247244
72,340461476,organochlorines_resistant,1001,22855,513,3943,18399,30533,30505,184455,1039880,519940,3791,43,3715,36,3028,0,2162,366,418,26431.6,0.0246158
73,340461476,pyrethroid_resistant,1001,22342,568,4203,17571,30594,30453,184397,1034120,517060,3756,52,3828,41,2976,0,2166,394,387,26491.9,0.0257147
73,340461476,carbamate_resistant,1001,22373,575,4147,17651,30932,30716,184588,1037720,518860,3793,43,3813,42,2878,0,2175,406,355,26300.9,0.0262784
73,340461476,organochlorines_resistant,1001,22971,606,4193,18172,30453,30347,185199,1036400,518200,3827,49,3864,61,3043,0,2148,400,379,25689.9,0.0254179
74,340461476,pyrethroid_resistant,1001,22402,643,4460,17299,30653,30299,184636,1002840,501420,3773,50,3734,63,2986,0,2169,380,377,26255,0.0256179
74,340461476,carbamate_resistant,1001,22479,680,4456,17343,30799,30699,184635,1035000,517500,3863,61,3720,49,3013,0,2130,391,386,26256,0.0253449
74,340461476,organochlorines_resistant,1001,22978,678,4510,17790,30507,30458,184666,1085160,542580,3925,60,4031,67,2905,0,2085,416,397,26225,0.0247877
75,340461476,pyrethroid_resistant,1001,22320,715,4668,16937,30553,30314,184948,1002840,501420,3880,53,3651,69,2859,0,2174,382,385,25944.9,0.0261807
75,340461476,carbamate_resistant,1001,22598,796,4622,17180,30823,30668,184158,1000560,500280,3697,56,3799,66,2957,0,2095,364,379,26734.9,0.0253681
75,340461476,organochlorines_resistant,1001,23120,790,4724,17606,30529,30435,184219,1011000,505500,3706,64,3784,68,3065,0,2119,392,412,26673.9,0.024167
76,340461476,pyrethroid_resistant,1001,22242,872,4795,16575,30604,30501,184565,1011680,505840,3683,79,3772,61,2853,0,2140,393,398,26329.5,0.0258714
76,340461476,carbamate_resistant,1001,22695,936,4741,17018,30755,30354,184520,1028120,514060,3766,80,3851,68,3018,0,2146,379,396,26374.5,0.0267199
76,340461476,organochlorines_resistant,1001,22971,940,4914,17117,30608,30380,184558,1059320,529660,3881,101,4003,74,2928,0,2252,402,423,26336.5,0.0263837
77,340461476,pyrethroid_resistant,1001,22232,957,4964,16311,30733,30149,184798,1006760,503380,3618,77,3819,99,2986,0,2228,372,396,26097.9,0.0260255
77,340461476,carbamate_resistant,1001,22689,1059,4864,16766,30859,30196,184879,1027160,513580,3794,87,3882,91,2926,0,2171,382,379,26016.9,0.0256531
77,340461476,organochlorines_resistant,1001,22955,1070,5142,16743,30635,30369,184447,1089920,544960,3909,94,4005,114,2923,0,2136,416,387,26448.9,0.0248617
78,340461476,pyrethroid_resistant,1001,22205,1109,5011,16085,30750,30344,184578,1008080,504040,3718,92,3846,81,2895,0,2148,368,406,26319.2,0.0259227
78,340461476,carbamate_resistant,1001,22705,1180,4999,16526,30790,30341,184507,1020440,510220,3730,101,3860,72,2949,0,2156,350,427,26390.2,0.025329
78,340461476,organochlorines_resistant,1001,22966,1184,5296,16486,30498,30526,184904,993640,496820,3718,81,3737,96,2950,0,2173,388,378,25993.2,0.0242669
79,340461476,pyrethroid_resistant,1001,22259,1293,5045,15921,30619,30351,184434,997000,498500,3674,103,3727,108,2868,0,2113,353,348,26464.3,0.0261082
79,340461476,carbamate_resistant,1001,22703,1336,5092,16275,30810,30269,184893,1019720,509860,3768,104,3810,106,2899,0,2128,369,404,26005.3,0.0258616
79,340461476,organochlorines_resistant,1001,22976,1361,5370,16245,30639,30367,184797,1065160,532580,3857,100,3980,110,2940,0,2142,358,430,26101.3,0.0261596
80,340461476,pyrethroid_resistant,1001,22388,1409,5068,15911,30770,30420,184678,998920,499460,3725,124,3716,117,2991,0,2070,405,387,26221.3,0.0265439
80,340461476,carbamate_resistant,1001,22693,1456,5155,16082,30772,30324,184301,1036280,518140,3856,123,3791,150,2921,0,2165,394,372,26598.3,0.0255024
80,340461476,organochlorines_resistant,1001,22974,1480,5472,16022,30672,30471,184507,1072360,536180,3963,133,3944,154,2935,0,2137,425,375,26392.3,0.0245046
81,340461476,pyrethroid_resistant,1001,22313,1531,5179,15603,30726,30449,184754,1012000,506000,3729,126,3889,126,2859,0,2104,384,446,26146.2,0.0262496
81,340461476,carbamate_resistant,1001,22615,1577,5238,15800,30813,30117,184869,1026240,513120,3792,138,3845,127,2940,0,2229,379,410,26031.2,0.0256671
81,340461476,organochlorines_resistant,1001,22888,1632,5411,15845,30717,30471,184207,1000600,500300,3753,135,3719,118,2957,0,2212,442,389,26693.2,0.0246114
82,340461476,pyrethroid_resistant,1001,22525,1666,5263,15596,30661,30460,184293,1014040,507020,3774,139,3748,136,3039,0,2047,389,391,26607.9,0.0258361
82,340461476,carbamate_resistant,1001,22570,1675,5311,15584,30887,30213,184636,1018360,509180,3834,152,3720,139,2902,0,2168,373,406,26264.9,0.0253656
82,340461476,organochlorines_resistant,1001,22845,1711,5464,15670,30730,30408,184593,1045440,522720,3887,138,3834,155,2940,0,2188,401,394,26307.9,0.0266772
83,340461476,pyrethroid_resistant,1001,22486,1734,5324,15428,30541,30527,185004,1010000,505000,3906,146,3720,151,2886,0,2172,384,369,25897.6,0.0262395
83,340461476,carbamate_resistant,1001,22561,1742,5404,15415,30840,30181,184716,1036560,518280,3793,156,3833,141,2925,0,2138,379,417,26185.6,0.0257914
83,340461476,organochlorines_resistant,1001,22659,1753,5443,15463,30714,30576,184533,1057040,528520,3929,156,3876,170,2896,0,2289,412,381,26368.6,0.0251645
84,340461476,pyrethroid_resistant,1001,22440,1843,5372,15225,30817,30386,184525,1019800,509900,3865,146,3704,141,2919,0,2177,404,384,26377.2,0.0256412
84,340461476,carbamate_resistant,1001,22577,1826,5454,15297,30947,30264,184613,1026320,513160,3793,156,3840,151,2938,0,2165,387,370,26289.2,0.025262
84,340461476,organochlorines_resistant,1001,22775,1875,5454,15446,30793,30475,184314,990680,495340,3735,170,3648,160,2968,0,2124,363,365,26588.2,0.0249457
85,340461476,pyrethroid_resistant,1001,22441,1920,5384,15137,30784,30365,184751,1004280,502140,3764,148,3739,181,2864,0,2092,385,386,26151.7,0.0258651
85,340461476,carbamate_resistant,1001,22546,1916,5419,15211,30851,30474,184315,1010760,505380,3740,166,3829,173,2925,0,2130,410,416,26587.7,0.025615
85,340461476,organochlorines_resistant,1001,22809,2015,5402,15392,30763,30236,184678,1042000,521000,3881,167,3886,183,3006,0,2182,391,399,26224.7,0.0268383
86,340461476,pyrethroid_resistant,1001,22435,1955,5389,15091,30797,30441,184251,1023880,511940,3772,189,3793,168,2989,0,2211,387,397,26652.2,0.0260403
86,340461476,carbamate_resistant,1001,22533,1987,5434,15112,30814,30361,184815,1020200,510100,3820,173,3789,169,2980,0,2172,425,396,26088.2,0.0263047
86,340461476,organochlorines_resistant,1001,22706,2087,5369,15250,30707,30207,184656,1039560,519780,3808,189,3903,200,2909,0,2177,433,402,26247.2,0.0251677
87,340461476,pyrethroid_resistant,1001,22474,2018,5403,15053,30654,30525,184390,1004080,502040,3813,172,3811,160,2959,0,2123,400,397,26513.6,0.0260306
87,340461476,carbamate_resistant,1001,22515,2035,5456,15024,30787,30666,184249,1007840,503920,3731,157,3822,181,2943,0,2199,395,367,26654.6,0.0255717
87,340461476,organochlorines_resistant,1001,22715,2149,5343,15223,30734,30086,184176,1005640,502820,3743,174,3774,178,2992,0,2191,421,371,26727.6,0.0252484
88,340461476,pyrethroid_resistant,1001,22502,2034,5433,15035,30666,30398,184559,1009680,504840,3754,189,3808,172,2984,0,2192,385,379,26345,0.0264059
88,340461476,carbamate_resistant,1001,22512,2063,5452,14997,30822,30557,184937,1007960,503980,3753,172,3754,181,2956,0,2204,383,372,25967,0.0264473
88,340461476,organochlorines_resistant,1001,22641,2202,5420,15019,30809,29962,184801,1040280,520140,3911,196,3846,165,2932,0,2204,437,365,26103,0.0265777
89,340461476,pyrethroid_resistant,1001,22447,2109,5421,14917,30763,30225,184794,1005480,502740,3780,194,3745,158,2891,0,2125,395,426,26110.3,0.0260924
89,340461476,carbamate_resistant,1001,22644,2130,5480,15034,30781,30580,184612,1008280,504140,3835,184,3727,185,3012,0,2122,394,364,26292.3,0.0257619
89,340461476,organochlorines_resistant,1001,22526,2236,5429,14861,30753,30212,184209,1027800,513900,3825,208,3832,188,2848,0,2164,411,388,26695.3,0.0250923
90,340461476,pyrethroid_resistant,1001,22419,2146,5399,14874,30796,30020,184913,1006000,503000,3700,179,3820,184,2913,0,2143,361,437,25991.6,0.025968
90,340461476,carbamate_resistant,1001,22562,2203,5474,14885,30738,30777,184720,1007440,503720,3834,162,3739,197,2904,0,2200,396,390,26184.6,0.0260764
90,340461476,organochlorines_resistant,1001,22484,2270,5496,14718,30682,30414,184790,1003040,501520,3701,168,3741,211,2853,0,2147,382,366,26114.6,0.0259732
91,340461476,pyrethroid_resistant,1001,22474,2154,5402,14918,30722,30259,184611,1016480,508240,3779,205,3811,180,3000,0,2149,380,416,26293.8,0.0258365
91,340461476,carbamate_resistant,1001,22618,2257,5475,14886,30840,30413,184922,1011480,505740,3770,211,3738,198,2998,0,2138,412,392,25982.8,0.0259912
91,340461476,organochlorines_resistant,1001,22419,2301,5508,14610,30736,30475,184750,1039120,519560,3927,225,3709,185,2892,0,2160,440,357,26154.8,0.0260354
92,340461476,pyrethroid_resistant,1001,22488,2204,5408,14876,30738,30287,184546,1003360,501680,3800,209,3742,184,3010,0,2177,402,417,26359,0.0258675
92,340461476,carbamate_resistant,1001,22547,2272,5529,14746,30823,30533,184510,1028920,514460,3956,205,3746,196,2923,0,2165,422,407,26395,0.0256879
92,340461476,organochlorines_resistant,1001,22302,2311,5480,14511,30882,30413,184583,1018760,509380,3796,196,3769,199,2820,0,2145,400,392,26322,0.0251702
93,340461476,pyrethroid_resistant,1001,22440,2229,5453,14758,30731,30297,184499,1009360,504680,3840,176,3817,176,2885,0,2136,391,406,26406.2,0.0262708
93,340461476,carbamate_resistant,1001,22695,2316,5554,14825,30786,30432,184482,1021840,510920,3910,184,3718,186,3005,0,2042,432,383,26423.2,0.0256531
93,340461476,organochlorines_resistant,1001,22252,2321,5395,14536,30903,30431,183993,985680,492840,3691,209,3656,197,2982,0,2203,404,425,26912.2,0.0258373
94,340461476,pyrethroid_resistant,1001,22245,2227,5472,14546,30735,30787,184100,1004640,502320,3706,179,3766,192,2766,0,2174,360,427,26805.4,0.0261613
94,340461476,carbamate_resistant,1001,22677,2318,5483,14876,30818,30496,184175,996280,498140,3745,212,3749,202,2992,0,2221,412,377,26730.4,0.0258585
94,340461476,organochlorines_resistant,1001,22161,2320,5397,14444,30868,30464,184488,1015040,507520,3832,202,3792,192,2867,0,2132,441,385,26417.4,0.0273032
95,340461476,pyrethroid_resistant,1001,22339,2283,5379,14677,30790,30399,184619,1001680,500840,3723,205,3655,202,3025,0,2110,423,398,26286.5,0.0266816
95,340461476,carbamate_resistant,1001,22545,2370,5458,14717,30756,30568,184465,1036320,518160,3806,203,3901,216,2832,0,2174,390,400,26440.5,0.0268302
95,340461476,organochlorines_resistant,1001,22110,2334,5249,14527,30951,30382,184598,1001240,500620,3777,195,3687,197,2956,0,2235,388,384,26307.5,0.026026
96,340461476,pyrethroid_resistant,1001,22392,2314,5390,14688,30802,30352,184651,1023760,511880,3849,200,3830,210,2959,0,2142,363,401,26254.7,0.0262425
96,340461476,carbamate_resistant,1001,22564,2351,5354,14859,30768,30384,184670,1008320,504160,3734,208,3685,209,3040,0,2229,423,369,26235.7,0.0255139
96,340461476,organochlorines_resistant,1001,22113,2397,5180,14536,30864,30506,184283,967680,483840,3641,199,3752,204,2878,0,2085,369,421,26622.7,0.026275
97,340461476,pyrethroid_resistant,1001,22298,2323,5392,14583,30698,30274,184259,998320,499160,3816,205,3685,178,2889,0,2196,417,370,26646.8,0.0256454
97,340461476,carbamate_resistant,1001,22425,2403,5393,14629,30888,30311,184884,1012920,506460,3846,203,3795,193,2826,0,2203,405,357,26021.8,0.0260192
97,340461476,organochlorines_resistant,1001,22153,2387,5251,14515,30892,30440,184579,1010560,505280,3804,193,3685,236,2974,0,2120,408,406,26326.8,0.0275119
98,340461476,pyrethroid_resistant,1001,22419,2399,5314,14706,30882,30280,184578,976280,488140,3654,212,3696,199,3002,0,2126,401,354,26327.9,0.0266916
98,340461476,carbamate_resistant,1001,22396,2414,5408,14574,31005,30279,184664,1033200,516600,3833,215,3762,233,2916,0,2160,395,390,26241.9,0.0256899
98,340461476,organochlorines_resistant,1001,22279,2417,5246,14616,30883,30205,184687,987560,493780,3738,192,3775,218,2996,0,2134,343,393,26218.9,0.0260517
99,340461476,pyrethroid_resistant,1001,22296,2434,5287,14575,30923,30284,184060,1030240,515120,3770,209,3916,200,2878,0,2153,410,438,26846,0.0269676
99,340461476,carbamate_resistant,1001,22351,2408,5441,14502,31026,30324,184587,989680,494840,3717,230,3680,198,2872,0,2137,389,391,26319,0.0253987
99,340461476,organochlorines_resistant,1001,22408,2398,5326,14684,30831,30302,183705,996880,498440,3741,202,3759,212,3030,0,2078,408,415,27201,0.0265492
100,340461476,pyrethroid_resistant,1001,22190,2414,5220,14556,30891,30254,185074,1005240,502620,3825,205,3659,238,2896,0,2204,412,386,25832.1,0.026058
100,340461476,carbamate_resistant,1001,22309,2454,5433,14422,30971,30207,184669,1020120,510060,3810,206,3760,212,2857,0,2102,389,408,26237.1,0.0265934
100,340461476,organochlorines_resistant,1001,22429,2393,5348,14688,30835,30096,184710,996920,498460,3742,198,3784,184,3033,0,2179,417,416,26196.1,0.0272861
101,340461476,pyrethroid_resistant,1001,22194,2449,5272,14473,30796,30433,184380,982040,491020,3670,194,3710,219,2882,0,2091,401,386,26526.2,0.0256974
101,340461476,carbamate_resistant,1001,22376,2469,5389,14518,30937,30233,184774,1022520,511260,3768,203,3753,266,2916,0,2064,385,400,26132.2,0.0257196
101,340461476,organochlorines_resistant,1001,22337,2364,5391,14582,30832,30362,184551,1015720,507860,3801,224,3873,222,2893,0,2092,439,454,26355.2,0.026277
102,340461476,pyrethroid_resistant,1001,20648,2285,4576,13787,30961,30392,184644,1017840,508920,0,0,3764,212,2943,0,2173,1928,388,26262.2,0.0270113
102,340461476,carbamate_resistant,1001,20972,2352,4672,13948,30937,30225,184058,994520,497260,0,0,3804,216,2967,0,2158,1805,408,26848.2,0.0255566
102,340461476,organochlorines_resistant,1001,19777,2126,4464,13187,30676,30541,184256,1000600,500300,0,0,3732,210,2842,0,2177,2790,435,26650.2,0.0259473
103,340461476,pyrethroid_resistant,1001,18855,2101,3988,12766,30943,30401,184562,994600,497300,0,0,4518,217,2868,0,1889,2321,451,26344.3,0.0258019
103,340461476,carbamate_resistant,1001,19099,2131,3983,12985,30891,30165,184275,1021480,510740,0,0,4622,261,2948,0,1979,2361,481,26631.3,0.0269962
103,340461476,organochlorines_resistant,1001,17331,1866,3700,11765,30728,30233,184631,1012120,506060,0,0,4125,212,2976,0,1790,3187,445,26275.3,0.0266342
104,340461476,pyrethroid_resistant,1001,17266,1775,3598,11893,30987,30143,184842,988680,494340,0,0,4757,286,3000,0,1808,2278,503,26064.3,0.0264873
104,340461476,carbamate_resistant,1001,17241,1844,3528,11869,30874,30344,184293,1010520,505260,0,0,4792,277,2885,0,1867,2337,539,26613.3,0.0260713
104,340461476,organochlorines_resistant,1001,14931,1445,3120,10366,30582,30195,184576,1018120,509060,0,0,4166,218,2932,0,1677,3214,441,26330.3,0.0259606
105,340461476,pyrethroid_resistant,1001,16232,1608,3231,11393,31002,30240,184636,530200,265100,0,0,3550,173,2906,0,1681,1875,384,26270.4,0.0263627
105,340461476,carbamate_resistant,1001,16327,1671,3231,11425,30868,30273,184792,525040,262520,0,0,3556,160,2919,0,1709,1754,370,26114.4,0.0263363
105,340461476,organochlorines_resistant,1001,13955,1309,2719,9927,30729,30132,184396,514360,257180,0,0,3025,133,3012,0,1414,2238,336,26510.4,0.0258617
106,340461476,pyrethroid_resistant,1001,15514,1501,2873,11140,30888,30301,184220,638400,319200,0,0,3649,168,2978,0,1562,1754,380,26686.4,0.049548
106,340461476,carbamate_resistant,1001,15494,1529,2836,11129,30911,30183,184731,653200,326600,0,0,3672,166,2968,0,1533,1879,389,26175.4,0.0497378
106,340461476,organochlorines_resistant,1001,12872,1156,2313,9403,30873,29971,184959,577520,288760,0,0,3008,129,2899,0,1361,2308,313,25947.4,0.0515405
107,340461476,pyrethroid_resistant,1001,14560,1312,2613,10635,30963,30378,184682,661000,330500,0,0,3683,183,2851,0,1541,1898,366,26224.4,0.041802
107,340461476,carbamate_resistant,1001,14683,1323,2665,10695,30922,30371,184510,664880,332440,0,0,3793,191,2892,0,1465,1827,411,26396.4,0.0400726
107,340461476,organochlorines_resistant,1001,11955,919,2100,8936,30909,30085,184686,594200,297100,0,0,3079,131,2882,0,1236,2260,303,26220.4,0.044929
108,340461476,pyrethroid_resistant,1001,14162,1195,2457,10510,30959,30289,185092,491960,245980,0,0,3208,124,2860,0,1353,1599,306,25814.5,0.0396739
108,340461476,carbamate_resistant,1001,14326,1233,2527,10566,30894,30284,184297,501920,250960,0,0,3293,133,2945,0,1352,1619,331,26609.5,0.039701
108,340461476,organochlorines_resistant,1001,11461,828,1937,8696,30812,30250,184503,429160,214580,0,0,2646,81,2930,0,1173,1970,281,26403.5,0.0441273
109,340461476,pyrethroid_resistant,1001,13947,1154,2275,10518,30863,30382,184464,528080,264040,0,0,3222,123,3044,0,1321,1624,314,26442.5,0.0524727
109,340461476,carbamate_resistant,1001,13878,1117,2431,10330,30889,30287,184977,523040,261520,0,0,3228,124,2906,0,1377,1633,344,25929.5,0.0530153
109,340461476,organochlorines_resistant,1001,11058,723,1792,8543,30831,30159,184270,425440,212720,0,0,2535,80,2973,0,1146,1970,260,26636.5,0.0615236
110,340461476,pyrethroid_resistant,1001,13640,942,2274,10424,30862,30096,184577,529680,264840,0,0,3347,135,2990,0,1320,1619,358,26329.5,0.0500729
110,340461476,carbamate_resistant,1001,13590,910,2405,10275,30806,30353,184430,540400,270200,0,0,3273,145,2990,0,1321,1615,342,26476.5,0.0495746
110,340461476,organochlorines_resistant,1001,10651,580,1737,8334,30801,30141,184699,439280,219640,0,0,2640,85,2849,0,1025,1925,306,26207.5,0.0626093
111,340461476,pyrethroid_resistant,1001,13387,838,2204,10345,30799,30411,184265,470880,235440,0,0,3145,112,2920,0,1263,1586,324,26641.5,0.0497083
111,340461476,carbamate_resistant,1001,13386,824,2360,10202,30867,30367,184571,467600,233800,0,0,3119,83,2964,0,1270,1605,293,26335.5,0.0489943
111,340461476,organochlorines_resistant,1001,10517,495,1694,8328,30735,30572,183831,381000,190500,0,0,2415,57,2995,0,1000,1881,248,27075.5,0.0596601
112,340461476,pyrethroid_resistant,1001,13162,752,2205,10205,30721,30353,184754,468040,234020,0,0,3098,80,2884,0,1273,1508,328,26152.5,0.0565781
112,340461476,carbamate_resistant,1001,13208,762,2324,10122,30895,30328,184754,461600,230800,0,0,3082,73,2964,0,1304,1490,348,26152.5,0.0563206
112,340461476,organochlorines_resistant,1001,10407,437,1661,8309,30637,30688,184567,365520,182760,0,0,2485,52,2971,0,999,1808,274,26339.5,0.0710643
113,340461476,pyrethroid_resistant,1001,12960,661,2147,10152,30851,30253,184791,477480,238740,0,0,3175,97,2952,0,1305,1470,379,26115.5,0.0558767
113,340461476,carbamate_resistant,1001,12936,714,2293,9929,30953,30174,184693,469480,234740,0,0,3071,81,2906,0,1220,1648,310,26213.5,0.0566563
113,340461476,organochlorines_resistant,1001,10200,371,1621,8208,30628,30685,184591,373800,186900,0,0,2425,59,2932,0,991,1931,217,26315.5,0.0720604
114,340461476,pyrethroid_resistant,1001,12766,607,2165,9994,30826,30506,184716,443560,221780,0,0,3075,67,2811,0,1147,1535,323,26190.6,0.0546945
114,340461476,carbamate_resistant,1001,12668,642,2260,9766,30987,30155,184419,453400,226700,0,0,3022,74,2934,0,1287,1588,327,26487.6,0.0558353
114,340461476,organochlorines_resistant,1001,10130,314,1599,8217,30638,30892,184631,340280,170140,0,0,2340,35,2879,0,952,1768,229,26275.6,0.0704001
115,340461476,pyrethroid_resistant,1001,12772,559,2099,10114,30861,30358,184086,434800,217400,0,0,2874,70,3034,0,1253,1455,320,26820.6,0.0590463
115,340461476,carbamate_resistant,1001,12693,617,2218,9858,30826,30196,184475,428360,214180,0,0,2957,72,2955,0,1158,1462,310,26431.6,0.0584199
115,340461476,organochlorines_resistant,1001,10118,292,1593,8233,30838,30433,184601,349520,174760,0,0,2335,25,3028,0,935,1864,241,26305.6,0.0772175
116,340461476,pyrethroid_resistant,1001,12571,530,2072,9969,30812,30364,184453,443920,221960,0,0,3086,51,2880,0,1216,1552,313,26453.6,0.0616849
116,340461476,carbamate_resistant,1001,12602,553,2183,9866,30633,30422,184351,432000,216000,0,0,2999,69,2885,0,1226,1433,317,26555.6,0.0617041
116,340461476,organochlorines_resistant,1001,9943,242,1577,8124,30855,30287,185157,348160,174080,0,0,2379,36,2909,0,993,1861,230,25749.6,0.075262
117,340461476,pyrethroid_resistant,1001,12540,483,2095,9962,30933,30173,184601,427480,213740,0,0,2966,58,2964,0,1212,1496,287,26305.6,0.0595909
117,340461476,carbamate_resistant,1001,12444,532,2059,9853,30524,30308,184751,424080,212040,0,0,2936,54,2890,0,1244,1486,318,26155.6,0.0614713
117,340461476,organochlorines_resistant,1001,9950,207,1576,8167,30925,30446,184274,334320,167160,0,0,2340,31,2967,0,906,1786,268,26632.6,0.0739591
118,340461476,pyrethroid_resistant,1001,12647,453,2119,10075,30889,30127,184592,405760,202880,0,0,2885,45,2992,0,1168,1426,291,26314.6,0.0615365
118,340461476,carbamate_resistant,1001,12451,497,2042,9912,30617,30324,184254,426000,213000,0,0,2947,48,2976,0,1182,1500,287,26652.6,0.0616761
