Time, NodeID, Species, Population, VectorPopulation, STATE_INFECTIOUS-Count, STATE_INFECTED-Count, STATE_ADULT-Count, STATE_MALE-Count, STATE_IMMATURE-Count, STATE_LARVA-Count, STATE_EGG-Count, NewEggsCount, IndoorBitesCount, OutdoorBitesCount, NewAdults, DiedBeforeFeeding, DiedDuringFeedingIndoor, DiedDuringFeedingOutdoor, MigrationFromCountLocal, MigrationFromCountRegional, AvailableHabitat, EggCrowdingCorrection
522,340461476,gambiae,1006,9112,723,1785,6604,6223,2665,120138,474156,237078,1,0,666,454,185,17,0,0,6265,0.0274151
523,340461476,gambiae,1006,9091,723,1786,6582,6190,2750,119879,460204,230102,1,0,587,443,148,17,0,0,6436,0.0264259
524,340461476,gambiae,1006,9083,736,1755,6592,6173,2714,120188,462778,231389,1,0,642,443,190,17,0,0,6242,0.0279702
525,340461476,gambiae,1006,9078,736,1746,6596,6208,2614,119862,465792,232896,1,0,639,434,195,15,0,0,6431,0.0269762
526,340461476,gambiae,1006,9032,733,1760,6539,6191,2623,120056,475332,237666,1,0,581,417,179,31,0,0,6408,0.0276132
527,340461476,gambiae,1006,8963,729,1740,6494,6138,2630,119945,469918,234959,1,0,609,487,172,19,0,0,6481,0.0269622
528,340461476,gambiae,1006,9031,720,1763,6548,6086,2731,119733,474004,237002,1,0,665,412,173,12,0,0,6548,0.0275835
529,340461476,gambiae,1006,8997,713,1757,6527,6088,2783,119933,471518,235759,1,0,618,449,180,23,0,0,6481,0.0276285
530,340461476,gambiae,1006,9072,724,1733,6615,6109,2700,120050,462418,231209,1,0,679,427,170,7,0,0,6440,0.0274899
531,340461476,gambiae,1006,9057,721,1724,6612,6097,2785,119995,465008,232504,1,0,624,453,169,17,0,0,6602,0.0278536
532,340461476,gambiae,1006,9074,715,1742,6617,6148,2754,120406,468696,234348,1,0,626,410,182,17,0,0,6274,0.0283952
533,340461476,gambiae,1005,9114,727,1734,6653,6142,2701,119974,454302,227151,1,0,669,425,185,19,0,0,6404,0.0267722
534,340461476,gambiae,1005,9132,716,1723,6693,6106,2671,119886,452794,226397,1,0,638,424,178,18,0,0,6433,0.0281927
535,340461476,gambiae,1005,9166,726,1690,6750,6093,2674,119772,474402,237201,1,0,653,420,182,17,0,0,6473,0.0284147
536,340461476,gambiae,1005,9101,716,1671,6714,6110,2764,119774,481690,240845,1,0,617,475,190,17,0,0,6485,0.0272891
537,340461476,gambiae,1006,9113,719,1701,6693,6082,2732,119950,453534,226767,1,0,645,434,182,17,0,0,6347,0.026926
538,340461476,gambiae,1006,9140,709,1733,6698,6108,2706,119799,458490,229245,1,0,643,410,182,24,0,0,6471,0.0279891
539,340461476,gambiae,1006,9106,719,1741,6646,6146,2720,119714,487732,243866,1,0,605,453,173,13,0,0,6393,0.0282274
540,340461476,gambiae,1006,9099,713,1732,6654,6157,2747,119679,477702,238851,1,0,623,458,157,15,0,0,6327,0.0262152
541,340461476,gambiae,1006,9069,726,1707,6636,6114,2867,119313,471856,235928,1,0,643,477,174,22,0,0,6587,0.0264893
542,340461476,gambiae,1007,9144,725,1692,6727,6146,2775,119818,463104,231552,1,0,642,385,169,13,0,0,6326,0.0279195
543,340461476,gambiae,1008,9133,713,1695,6725,6164,2735,119629,463740,231870,1,0,658,476,174,19,0,0,6513,0.02732
544,340461476,gambiae,1008,9110,700,1713,6697,6160,2737,119865,460270,230135,1,0,632,448,185,22,0,0,6326,0.028089
545,340461476,gambiae,1008,9132,705,1687,6740,6104,2714,119694,463084,231542,1,0,681,442,193,24,0,0,6457,0.0274882
546,340461476,gambiae,1009,9089,697,1689,6703,6114,2702,119891,475128,237564,1,0,638,479,179,23,0,0,6298,0.0278869
547,340461476,gambiae,1009,9103,707,1703,6693,6062,2712,119556,452266,226133,1,0,636,446,163,13,0,0,6465,0.0265108
548,340461476,gambiae,1009,9147,702,1730,6715,6097,2701,119584,461366,230683,1,0,657,422,180,11,0,0,6390,0.0285894
549,340461476,gambiae,1009,9063,695,1727,6641,6087,2722,119574,468434,234217,1,0,600,479,190,15,0,0,6349,0.0277004
550,340461476,gambiae,1008,8995,673,1720,6602,6112,2687,119469,463416,231708,1,0,619,483,178,26,0,0,6234,0.0271073
551,340461476,gambiae,1008,8987,691,1717,6579,6115,2770,119157,478170,239085,1,0,619,431,179,17,0,0,6364,0.0269046
552,340461476,gambiae,1008,8973,669,1759,6545,6090,2785,119111,466860,233430,1,0,632,459,170,17,0,0,6309,0.0266181
553,340461476,gambiae,1008,9034,671,1781,6582,6156,2796,119068,466508,233254,1,0,648,409,163,15,0,0,6407,0.0270274
554,340461476,gambiae,1008,9027,667,1790,6570,6173,2835,119066,456414,228207,1,0,634,437,178,26,0,0,6294,0.0274679
555,340461476,gambiae,1008,9059,675,1767,6617,6197,2770,118906,470638,235319,1,0,664,448,164,20,0,0,6424,0.0275802
556,340461476,gambiae,1008,9086,663,1771,6652,6245,2669,119071,478676,239338,1,0,660,426,188,19,0,0,6342,0.0272991
557,340461476,gambiae,1008,9039,663,1761,6615,6172,2700,118891,474738,237369,1,0,644,478,192,21,0,0,6457,0.0264981
558,340461476,gambiae,1008,8996,657,1742,6597,6178,2783,119000,463798,231899,1,0,605,441,188,19,0,0,6329,0.0272024
559,340461476,gambiae,1008,8992,662,1741,6589,6181,2785,118692,463556,231778,1,0,650,445,185,24,0,0,6411,0.0272921
560,340461476,gambiae,1008,9021,681,1724,6616,6186,2734,118547,463384,231692,1,0,681,451,170,31,0,0,6513,0.0276601
561,340461476,gambiae,1008,9036,682,1735,6619,6161,2786,118921,458526,229263,1,0,648,415,193,25,0,0,6386,0.0281106
562,340461476,gambiae,1007,9060,668,1751,6641,6134,2812,119020,462784,231392,1,0,648,426,178,20,0,0,6325,0.0278545
563,340461476,gambiae,1007,9078,677,1746,6655,6204,2754,118841,459058,229529,1,0,655,463,153,21,0,0,6407,0.0273346
564,340461476,gambiae,1007,9064,674,1701,6689,6144,2815,118869,462436,231218,1,0,668,472,185,25,0,0,6295,0.0279137
565,340461476,gambiae,1007,9066,673,1722,6671,6197,2802,118788,455050,227525,1,0,659,449,184,24,0,0,6216,0.0272254
566,340461476,gambiae,1007,9113,681,1729,6703,6223,2760,118183,466210,233105,1,0,675,428,184,16,0,0,6464,0.0273201
567,340461476,gambiae,1007,9110,693,1697,6720,6201,2786,118570,464820,232410,1,0,620,441,163,19,0,0,6428,0.02773
568,340461476,gambiae,1008,9115,699,1697,6719,6217,2785,118661,473800,236900,1,0,655,456,168,26,0,0,6386,0.027658
569,340461476,gambiae,1007,9114,708,1700,6706,6186,2817,118647,480684,240342,1,0,661,469,170,23,0,0,6359,0.0269565
570,340461476,gambiae,1007,9134,718,1702,6714,6215,2749,118826,479288,239644,1,0,656,423,193,20,0,0,6370,0.0264581
571,340461476,gambiae,1006,9170,703,1723,6744,6220,2709,119015,469192,234596,1,0,667,433,181,17,0,0,6148,0.0265811
572,340461476,gambiae,1007,9100,706,1666,6728,6210,2691,118479,470670,235335,1,0,631,484,199,18,0,0,6453,0.0262068
573,340461476,gambiae,1007,9091,702,1692,6697,6184,2675,118565,467022,233511,1,0,610,423,169,27,0,0,6382,0.0274205
574,340461476,gambiae,1007,9057,685,1702,6670,6138,2612,118836,469162,234581,1,0,656,484,191,15,0,0,6313,0.0273306
575,340461476,gambiae,1007,9001,671,1717,6613,6156,2643,118575,462822,231411,1,0,614,460,189,21,0,0,6397,0.0269118
576,340461476,gambiae,1007,9006,657,1725,6624,6115,2743,118540,467206,233603,1,0,624,429,174,16,0,0,6584,0.0276435
577,340461476,gambiae,1007,8962,667,1709,6586,6117,2713,118842,459106,229553,1,0,642,484,178,24,0,0,6411,0.0281846
578,340461476,gambiae,1008,9034,679,1712,6643,6091,2695,118924,455876,227938,1,0,690,432,175,11,0,0,6466,0.0279282
579,340461476,gambiae,1008,8996,676,1747,6573,6029,2664,119403,462164,231082,1,0,627,456,196,13,0,0,6256,0.0283674
580,340461476,gambiae,1008,9005,675,1775,6555,6031,2713,119048,445420,222710,1,0,629,429,170,21,0,0,6510,0.0270726
581,340461476,gambiae,1009,9012,685,1773,6554,5974,2727,119425,466054,233027,1,0,631,416,190,18,0,0,6282,0.0292308
582,340461476,gambiae,1009,9088,700,1772,6616,5969,2659,119300,480892,240446,1,0,712,429,190,17,0,0,6385,0.0269582
583,340461476,gambiae,1009,9091,687,1768,6636,5975,2776,119269,464418,232209,1,0,630,434,168,25,0,0,6592,0.0265548
584,340461476,gambiae,1008,9094,691,1768,6635,5955,2788,119691,463632,231816,1,0,645,451,170,21,0,0,6393,0.0283882
585,340461476,gambiae,1008,9121,708,1754,6659,5966,2665,119781,455666,227833,1,0,684,469,173,15,0,0,6372,0.0275779
586,340461476,gambiae,1007,9088,719,1723,6646,5956,2628,119964,461338,230669,1,0,636,471,178,20,0,0,6387,0.0279679
587,340461476,gambiae,1007,9083,715,1718,6650,5893,2687,119795,480254,240127,1,0,654,460,180,19,0,0,6480,0.027689
588,340461476,gambiae,1007,9076,703,1729,6644,5886,2704,119971,457292,228646,1,0,624,435,181,15,0,0,6276,0.0269857
589,340461476,gambiae,1007,9086,700,1720,6666,5867,2669,119798,485204,242602,1,0,649,463,153,23,0,0,6290,0.0274485
590,340461476,gambiae,1007,9025,708,1734,6583,5889,2744,119292,463004,231502,1,0,600,451,194,16,0,0,6440,0.0259272
591,340461476,gambiae,1007,9006,713,1705,6588,5944,2781,119501,461656,230828,1,0,603,433,162,27,0,0,6406,0.0278183
592,340461476,gambiae,1009,9014,694,1701,6619,5915,2707,119499,477362,238681,1,0,653,447,178,20,0,0,6257,0.0277523
593,340461476,gambiae,1010,8972,689,1688,6595,5912,2697,119341,465684,232842,1,0,629,461,190,20,0,0,6399,0.0262149
594,340461476,gambiae,1010,8941,701,1682,6558,5955,2693,119317,458194,229097,1,0,609,466,153,21,0,0,6340,0.0274822
595,340461476,gambiae,1010,8979,704,1682,6593,5924,2616,119275,451792,225896,1,0,663,457,151,17,0,0,6366,0.0276739
596,340461476,gambiae,1010,8901,713,1646,6542,5907,2691,119293,472168,236084,1,0,573,466,165,20,0,0,6289,0.0281811
597,340461476,gambiae,1010,8907,722,1659,6526,5907,2713,118894,449170,224585,1,0,622,417,183,16,0,0,6534,0.0266388
598,340461476,gambiae,1010,8941,730,1684,6527,5921,2742,119091,467800,233900,1,0,621,395,178,14,0,0,6530,0.0290937
599,340461476,gambiae,1010,8984,722,1694,6568,5964,2762,119484,462588,231294,1,0,661,436,167,15,0,0,6195,0.0279179
600,340461476,gambiae,1010,8950,704,1697,6549,5987,2680,119362,465958,232979,1,0,617,458,169,24,0,0,6355,0.0267841
601,340461476,gambiae,1010,8983,704,1685,6594,5995,2676,119642,451898,225949,1,0,660,449,157,21,0,0,6051,0.0272771
602,340461476,gambiae,1010,8991,715,1673,6603,5971,2647,118971,453162,226581,1,0,622,431,164,19,0,0,6530,0.0267804
603,340461476,gambiae,1010,9004,708,1684,6612,5957,2683,119115,461830,230915,1,0,652,446,165,28,0,0,6609,0.0288197
604,340461476,gambiae,1010,8950,700,1693,6557,5956,2753,119611,461980,230990,1,0,610,456,186,22,0,0,6550,0.0286209
605,340461476,gambiae,1010,8970,695,1716,6559,5964,2816,120070,462594,231297,1,0,648,460,155,13,0,0,6315,0.0283562
606,340461476,gambiae,1009,9002,700,1722,6580,5978,2831,120134,459052,229526,1,0,654,435,163,24,0,0,6281,0.0273026
607,340461476,gambiae,1009,9048,690,1697,6661,5989,2720,119863,462010,231005,1,0,691,448,181,16,0,0,6410,0.0273651
608,340461476,gambiae,1009,9094,685,1705,6704,6005,2653,119980,457292,228646,1,0,666,418,177,25,0,0,6397,0.0277483
609,340461476,gambiae,1009,9021,671,1703,6647,6008,2769,119809,465712,232856,1,0,592,458,191,16,0,0,6420,0.0279777
610,340461476,gambiae,1009,9063,670,1705,6688,6022,2814,119916,473640,236820,1,0,661,436,169,14,0,0,6385,0.0275707
611,340461476,gambiae,1009,9036,664,1720,6652,6099,2726,119958,473468,236734,1,0,644,461,188,22,0,0,6380,0.0269614
612,340461476,gambiae,1009,9060,655,1740,6665,6092,2681,119985,475564,237782,1,0,679,447,195,13,0,0,6333,0.0269501
613,340461476,gambiae,1008,8998,645,1736,6617,6045,2699,119994,456346,228173,1,0,605,458,193,16,0,0,6354,0.0266336
614,340461476,gambiae,1008,8968,670,1709,6589,6016,2669,119895,467172,233586,1,0,632,467,171,24,0,0,6413,0.0278473
615,340461476,gambiae,1010,8920,666,1706,6548,6030,2637,120087,478878,239439,1,0,629,477,179,21,0,0,6327,0.0274546
616,340461476,gambiae,1011,8901,674,1684,6543,6038,2637,120035,462162,231081,1,0,626,449,175,21,0,0,6186,0.0264243
617,340461476,gambiae,1011,8916,661,1714,6541,5994,2728,119300,451254,225627,1,0,626,425,169,17,0,0,6585,0.0267698
618,340461476,gambiae,1011,8865,656,1714,6495,6014,2807,119742,454808,227404,1,0,596,446,182,19,0,0,6495,0.0291853
619,340461476,gambiae,1011,8910,657,1688,6565,6038,2774,120119,455346,227673,1,0,621,378,183,15,0,0,6303,0.0285615
620,340461476,gambiae,1010,8934,660,1718,6556,6027,2805,119908,459418,229709,1,0,668,461,171,12,0,0,6275,0.0276844
621,340461476,gambiae,1011,8945,652,1721,6572,5965,2891,119370,452638,226319,1,0,678,474,175,18,0,0,6481,0.0273172
622,340461476,gambiae,1011,8980,660,1690,6630,5989,2732,119427,460484,230242,1,0,647,426,164,22,0,0,6407,0.0286366
623,340461476,gambiae,1011,9088,647,1699,6742,6026,2678,119302,466370,233185,1,0,695,409,162,16,0,0,6599,0.0278272
624,340461476,gambiae,1010,9034,654,1715,6665,5938,2757,119570,464260,232130,1,0,608,470,169,23,0,0,6416,0.0282994
625,340461476,gambiae,1010,9108,652,1725,6731,5984,2759,119472,472458,236229,1,0,671,410,164,23,0,0,6384,0.0276397
626,340461476,gambiae,1010,9096,673,1713,6710,5988,2793,119283,451956,225978,1,0,622,439,183,12,0,0,6395,0.0270246
627,340461476,gambiae,1010,9108,668,1704,6736,5997,2859,119135,480310,240155,1,0,664,431,194,27,0,0,6442,0.0282992
628,340461476,gambiae,1010,9171,672,1699,6800,6055,2831,119234,460050,230025,1,0,668,409,170,26,0,0,6514,0.0268243
629,340461476,gambiae,1010,9220,679,1692,6849,6067,2694,119307,470776,235388,1,0,694,463,164,18,0,0,6496,0.0283187
630,340461476,gambiae,1011,9233,682,1678,6873,6100,2715,119664,469618,234809,1,0,655,444,180,18,0,0,6407,0.027597
631,340461476,gambiae,1011,9206,673,1690,6843,6076,2705,119786,466464,233232,1,0,640,458,188,21,0,0,6410,0.027286
632,340461476,gambiae,1011,9203,667,1682,6854,6132,2689,119827,479126,239563,1,0,633,424,189,23,0,0,6377,0.0274834
633,340461476,gambiae,1011,9239,680,1710,6849,6063,2703,119856,473372,236686,1,0,633,424,157,16,0,0,6186,0.0266193
634,340461476,gambiae,1011,9197,687,1682,6828,6093,2689,119439,480862,240431,1,0,651,487,180,26,0,0,6367,0.0261359
635,340461476,gambiae,1011,9191,666,1707,6818,6105,2821,119490,471902,235951,1,0,605,467,129,15,0,0,6349,0.0264816
636,340461476,gambiae,1011,9179,670,1701,6808,6126,2749,119664,470094,235047,1,0,628,446,173,21,0,0,6375,0.0269081
637,340461476,gambiae,1011,9183,667,1696,6820,6186,2676,119554,464708,232354,1,0,657,470,168,15,0,0,6340,0.0271222
638,340461476,gambiae,1011,9180,659,1739,6782,6157,2731,119234,469840,234920,1,0,626,420,186,23,0,0,6494,0.027286
639,340461476,gambiae,1010,9182,642,1736,6804,6097,2749,119394,464700,232350,1,0,677,469,178,28,0,0,6312,0.0276435
640,340461476,gambiae,1009,9142,646,1746,6750,6103,2824,118972,469010,234505,1,0,627,472,178,17,0,0,6597,0.0271659
641,340461476,gambiae,1009,9102,650,1738,6714,6101,2810,119752,484034,242017,1,0,622,485,151,26,0,0,6169,0.0281316
642,340461476,gambiae,1009,9144,653,1734,6757,6135,2730,119333,474082,237041,1,0,691,448,178,23,0,0,6327,0.0254899
643,340461476,gambiae,1009,9146,652,1738,6756,6127,2673,119335,468222,234111,1,0,639,438,182,17,0,0,6316,0.0266916
644,340461476,gambiae,1009,9166,651,1736,6779,6156,2680,119260,465052,232526,1,0,656,423,193,20,0,0,6279,0.0269787
645,340461476,gambiae,1009,9133,663,1735,6735,6122,2717,119157,472818,236409,1,0,615,435,193,20,0,0,6262,0.0270034
646,340461476,gambiae,1009,9150,669,1742,6739,6140,2798,119006,460574,230287,1,0,655,449,165,24,0,0,6315,0.026488
647,340461476,gambiae,1010,9108,681,1716,6711,6107,2914,118989,468990,234495,1,0,605,449,179,19,0,0,6225,0.0274223
648,340461476,gambiae,1011,9178,687,1695,6796,6192,2752,118627,452052,226026,1,0,697,454,158,15,0,0,6421,0.0265464
649,340461476,gambiae,1011,9225,690,1717,6818,6197,2696,118740,479212,239606,1,0,668,437,176,8,0,0,6474,0.0284082
650,340461476,gambiae,1011,9230,685,1724,6821,6191,2700,119190,471384,235692,1,0,636,450,164,17,0,0,6191,0.0270194
651,340461476,gambiae,1011,9230,699,1700,6831,6151,2680,118918,467484,233742,1,0,649,457,181,11,0,0,6300,0.0262673
652,340461476,gambiae,1010,9242,706,1698,6838,6153,2730,118680,472480,236240,1,0,631,442,152,25,0,0,6492,0.0269528
653,340461476,gambiae,1010,9201,691,1709,6801,6124,2800,118978,477322,238661,1,0,625,458,193,15,0,0,6389,0.0274805
654,340461476,gambiae,1009,9215,700,1719,6796,6099,2750,118938,483018,241509,1,0,694,447,222,11,0,0,6338,0.0267702
655,340461476,gambiae,1009,9223,707,1730,6786,6142,2752,118860,475200,237600,1,0,645,438,170,29,0,0,6350,0.0262433
656,340461476,gambiae,1009,9147,717,1734,6696,6135,2747,118824,482254,241127,1,0,609,478,190,17,0,0,6486,0.0267256
657,340461476,gambiae,1009,9181,730,1725,6726,6170,2749,118893,467576,233788,1,0,655,432,169,20,0,0,6522,0.0268987
658,340461476,gambiae,1009,9189,740,1729,6720,6104,2753,119279,478398,239199,1,0,620,438,157,17,0,0,6386,0.0278971
659,340461476,gambiae,1008,9145,714,1715,6716,6134,2707,119418,479910,239955,1,0,645,492,181,16,0,0,6329,0.0266974
660,340461476,gambiae,1008,9149,711,1679,6759,6093,2704,119501,480584,240292,1,0,653,458,167,24,0,0,6315,0.0263758
661,340461476,gambiae,1007,9113,710,1676,6727,6072,2755,119147,454998,227499,1,0,621,453,185,19,0,0,6539,0.0262805
662,340461476,gambiae,1008,9146,720,1660,6766,6038,2755,119419,477524,238762,1,0,637,418,168,18,0,0,6480,0.028743
663,340461476,gambiae,1008,9255,711,1678,6866,6075,2699,119401,470652,235326,1,0,709,377,201,22,0,0,6481,0.02714
664,340461476,gambiae,1008,9242,707,1685,6850,6057,2776,119515,468314,234157,1,0,606,424,175,20,0,0,6430,0.0275405
665,340461476,gambiae,1008,9236,703,1695,6838,6063,2730,119678,478158,239079,1,0,634,463,156,21,0,0,6421,0.0274602
666,340461476,gambiae,1008,9228,697,1703,6828,6070,2700,119878,477768,238884,1,0,640,460,164,24,0,0,6267,0.0268572
667,340461476,gambiae,1008,9242,696,1720,6826,6030,2685,119888,463182,231591,1,0,636,438,157,27,0,0,6276,0.0262345
668,340461476,gambiae,1008,9253,690,1741,6822,6058,2634,119747,476776,238388,1,0,635,456,154,14,0,0,6430,0.0270995
669,340461476,gambiae,1008,9241,697,1736,6808,6022,2663,119844,473090,236545,1,0,642,450,176,28,0,0,6406,0.0269728
670,340461476,gambiae,1009,9179,697,1732,6750,6014,2701,120001,469364,234682,1,0,614,465,187,24,0,0,6389,0.0270815
671,340461476,gambiae,1009,9171,717,1728,6726,6023,2711,119705,473830,236915,1,0,635,444,178,21,0,0,6380,0.0272241
672,340461476,gambiae,1009,9181,724,1736,6721,6031,2733,119592,485830,242915,1,0,628,440,165,13,0,0,6405,0.0269295
673,340461476,gambiae,1009,9140,730,1738,6672,6066,2671,119790,475104,237552,1,0,632,467,180,26,0,0,6190,0.0263672
674,340461476,gambiae,1010,9196,733,1749,6714,6019,2640,119352,471016,235508,1,0,658,415,164,23,0,0,6468,0.0260575
675,340461476,gambiae,1010,9177,725,1741,6711,5977,2720,119368,466316,233158,1,0,635,448,182,24,0,0,6506,0.027464
676,340461476,gambiae,1010,9112,724,1726,6662,5955,2728,119419,468376,234188,1,0,622,488,179,20,0,0,6470,0.0279038
677,340461476,gambiae,1010,9121,734,1734,6653,6013,2667,119716,457030,228515,1,0,638,426,182,21,0,0,6351,0.0276274
678,340461476,gambiae,1010,9154,733,1755,6666,5987,2681,119689,478648,239324,1,0,648,432,168,15,0,0,6408,0.0277925
679,340461476,gambiae,1010,9185,725,1765,6695,5969,2760,119580,463632,231816,1,0,606,377,184,14,0,0,6433,0.0267754
680,340461476,gambiae,1010,9179,705,1731,6743,5967,2786,119552,466452,233226,1,0,646,461,168,23,0,0,6526,0.0277505
681,340461476,gambiae,1010,9170,706,1729,6735,6035,2785,119697,473980,236990,1,0,629,443,175,20,0,0,6516,0.0279814
682,340461476,gambiae,1009,9140,700,1756,6684,6072,2708,120104,479604,239802,1,0,629,467,176,16,0,0,6244,0.0274948
683,340461476,gambiae,1009,9136,703,1740,6693,6080,2673,119941,470306,235153,1,0,662,465,179,22,0,0,6405,0.0260381
684,340461476,gambiae,1009,9106,699,1740,6667,6064,2731,119726,476502,238251,1,0,625,450,182,23,0,0,6577,0.0272376
685,340461476,gambiae,1009,9109,698,1762,6649,6081,2765,120183,484688,242344,1,0,609,440,143,23,0,0,6381,0.0276053
686,340461476,gambiae,1008,9139,701,1758,6680,6147,2765,119997,457840,228920,1,0,637,434,161,12,0,0,6434,0.0263303
687,340461476,gambiae,1008,9172,708,1764,6700,6143,2825,120061,473220,236610,1,0,649,418,176,22,0,0,6378,0.0281059
688,340461476,gambiae,1008,9173,690,1744,6739,6145,2789,120092,477062,238531,1,0,651,434,191,25,0,0,6325,0.0269557
689,340461476,gambiae,1008,9161,682,1714,6765,6226,2705,120125,471166,235583,1,0,640,466,158,28,0,0,6186,0.0265165
690,340461476,gambiae,1008,9138,678,1701,6759,6218,2646,119916,462740,231370,1,0,627,448,184,18,0,0,6248,0.0262583
691,340461476,gambiae,1009,9074,688,1686,6700,6259,2740,119357,477216,238608,1,0,602,456,195,15,0,0,6449,0.0270044
692,340461476,gambiae,1009,9082,702,1718,6662,6179,2783,119396,472070,236035,1,0,625,438,153,26,0,0,6334,0.0270276
693,340461476,gambiae,1009,9158,694,1707,6757,6193,2731,119312,452172,226086,1,0,703,439,164,24,0,0,6431,0.026835
694,340461476,gambiae,1009,9086,691,1720,6675,6189,2728,119410,469448,234724,1,0,595,466,182,19,0,0,6459,0.0284449
695,340461476,gambiae,1010,9107,687,1728,6692,6154,2725,119334,465774,232887,1,0,660,428,191,20,0,0,6559,0.0275174
696,340461476,gambiae,1009,9151,674,1753,6724,6161,2684,119689,468426,234213,1,0,633,424,152,13,0,0,6501,0.0281639
697,340461476,gambiae,1009,9166,685,1752,6729,6189,2636,120224,477940,238970,1,0,643,442,171,15,0,0,6275,0.0277568
698,340461476,gambiae,1009,9135,709,1722,6704,6140,2670,119992,468676,234338,1,0,611,440,177,25,0,0,6458,0.0262585
699,340461476,gambiae,1009,9097,701,1718,6678,6103,2766,120005,487864,243932,1,0,637,451,207,17,0,0,6310,0.0275585
700,340461476,gambiae,1009,9071,691,1720,6660,6064,2837,119938,458342,229171,1,0,625,445,184,22,0,0,6359,0.0258679
701,340461476,gambiae,1010,9039,675,1740,6624,6101,2807,119688,468480,234240,1,0,642,472,184,18,0,0,6404,0.0277478
702,340461476,gambiae,1010,9103,690,1737,6676,6079,2774,119975,471150,235575,1,0,674,420,172,18,0,0,6193,0.0273395
703,340461476,gambiae,1010,9103,671,1754,6678,6088,2717,119586,466302,233151,1,0,641,472,144,25,0,0,6413,0.0262889
704,340461476,gambiae,1011,9112,677,1752,6683,6086,2683,119471,471844,235922,1,0,646,451,171,15,0,0,6500,0.0275058
705,340461476,gambiae,1011,9102,679,1740,6683,6073,2698,119368,456070,228035,1,0,627,434,188,15,0,0,6509,0.0275515
706,340461476,gambiae,1011,9083,679,1755,6649,6073,2741,119493,459876,229938,1,0,634,451,188,14,0,0,6274,0.0285439
707,340461476,gambiae,1011,9076,676,1750,6650,6044,2742,119122,465390,232695,1,0,641,450,178,20,0,0,6609,0.0272856
708,340461476,gambiae,1010,9040,662,1733,6645,6011,2745,119446,458588,229294,1,0,610,456,169,21,0,0,6342,0.028402
709,340461476,gambiae,1010,9075,661,1757,6657,6048,2725,119498,475420,237710,1,0,654,412,186,21,0,0,6316,0.0276588
710,340461476,gambiae,1010,9068,672,1756,6640,6064,2701,119568,459928,229964,1,0,627,438,177,19,0,0,6368,0.0265702
711,340461476,gambiae,1010,9005,681,1702,6622,6133,2713,119453,472614,236307,1,0,601,477,168,19,0,0,6403,0.0276913
712,340461476,gambiae,1010,9007,684,1700,6623,6130,2754,119521,478866,239433,1,0,655,444,190,19,0,0,6414,0.0270961
713,340461476,gambiae,1010,9012,694,1672,6646,6155,2748,119575,473474,236737,1,0,641,419,194,23,0,0,6417,0.0267883
714,340461476,gambiae,1010,9000,693,1711,6596,6185,2773,119561,453300,226650,1,0,640,449,175,28,0,0,6400,0.027106
715,340461476,gambiae,1009,9032,688,1699,6645,6160,2794,119738,463840,231920,1,0,653,418,177,26,0,0,6245,0.0282374
716,340461476,gambiae,1009,9053,690,1703,6660,6166,2818,119428,484040,242020,1,0,671,447,187,16,0,0,6228,0.0269274
717,340461476,gambiae,1009,9075,699,1692,6684,6140,2777,118999,464142,232071,1,0,650,445,164,19,0,0,6427,0.0257334
718,340461476,gambiae,1009,9093,681,1674,6738,6164,2743,118956,464560,232280,1,0,648,454,158,18,0,0,6573,0.0276941
719,340461476,gambiae,1009,9050,672,1691,6687,6180,2761,119190,469914,234957,1,0,610,454,180,19,0,0,6383,0.0282977
720,340461476,gambiae,1009,9027,667,1682,6678,6176,2704,119246,452304,226152,1,0,640,450,190,23,0,0,6244,0.0271667
721,340461476,gambiae,1009,9015,664,1693,6658,6155,2719,119009,461774,230887,1,0,618,408,206,16,0,0,6310,0.0276097
722,340461476,gambiae,1009,8922,652,1749,6521,6176,2732,118812,465746,232873,1,0,606,482,196,21,0,0,6510,0.0273294
723,340461476,gambiae,1008,8981,658,1734,6589,6146,2723,119173,450124,225062,1,0,674,438,158,19,0,0,6425,0.0279552
724,340461476,gambiae,1008,8966,664,1729,6573,6169,2806,119196,473262,236631,1,0,611,440,166,20,0,0,6444,0.0285477
725,340461476,gambiae,1008,8965,668,1723,6574,6184,2758,119371,462914,231457,1,0,622,453,152,18,0,0,6365,0.0272323
726,340461476,gambiae,1008,9047,660,1714,6673,6211,2681,119473,452656,226328,1,0,673,412,161,18,0,0,6280,0.0274997
727,340461476,gambiae,1008,9064,663,1744,6657,6185,2706,119380,468920,234460,1,0,629,412,184,16,0,0,6198,0.0277473
728,340461476,gambiae,1008,9032,665,1752,6615,6177,2703,118803,462452,231226,1,0,635,459,188,20,0,0,6540,0.0264352
729,340461476,gambiae,1008,8983,672,1722,6589,6202,2696,119193,463602,231801,1,0,596,463,156,26,0,0,6347,0.028284
730,340461476,gambiae,1008,9007,706,1727,6574,6148,2780,119189,466270,233135,1,0,635,407,180,24,0,0,6339,0.0273812
731,340461476,gambiae,1008,8986,703,1708,6575,6138,2840,119203,472120,236060,1,0,624,449,178,18,0,0,6427,0.0271903
732,340461476,gambiae,1008,9001,707,1669,6625,6183,2717,119329,460312,230156,1,0,663,462,162,24,0,0,6379,0.0272261
733,340461476,gambiae,1007,9015,698,1638,6679,6133,2678,119222,465036,232518,1,0,687,471,182,20,0,0,6308,0.027716
