
Time,NodeID,TRANSITORY_M_Before_20,TRANSITORY_M_Before_30,TRANSITORY_M_Before_40,TRANSITORY_M_Before_50,TRANSITORY_M_After_20,TRANSITORY_M_After_30,TRANSITORY_M_After_40,TRANSITORY_M_After_50,TRANSITORY_F_Before_20,TRANSITORY_F_Before_40,TRANSITORY_F_After_20,TRANSITORY_F_After_40,INFORMAL_M_Before_20,INFORMAL_M_Before_40,INFORMAL_M_After_20,INFORMAL_M_After_40,INFORMAL_F_Before_20,INFORMAL_F_Before_30,INFORMAL_F_Before_40,INFORMAL_F_Before_50,INFORMAL_F_After_20,INFORMAL_F_After_30,INFORMAL_F_After_40,INFORMAL_F_After_50,MARITAL_M_Before_20,MARITAL_M_After_20,MARITAL_F_Before_10,MARITAL_F_Before_20,MARITAL_F_Before_30,MARITAL_F_Before_40,MARITAL_F_Before_50,MARITAL_F_After_10,MARITAL_F_After_20,MARITAL_F_After_30,MARITAL_F_After_40,MARITAL_F_After_50,COMMERCIAL_M_Before_50,COMMERCIAL_M_Before_85,COMMERCIAL_M_After_50,COMMERCIAL_M_After_85,COMMERCIAL_F_Before_50,COMMERCIAL_F_Before_85,COMMERCIAL_F_After_50,COMMERCIAL_F_After_85,TRANSITORY_LOW_M_20,TRANSITORY_LOW_M_30,TRANSITORY_LOW_M_40,TRANSITORY_LOW_M_50,TRANSITORY_LOW_F_20,TRANSITORY_LOW_F_40,TRANSITORY_HIGH_M_20,TRANSITORY_HIGH_M_30,TRANSITORY_HIGH_M_40,TRANSITORY_HIGH_M_50,TRANSITORY_HIGH_F_20,TRANSITORY_HIGH_F_40,INFORMAL_LOW_M_20,INFORMAL_LOW_M_40,INFORMAL_LOW_F_20,INFORMAL_LOW_F_30,INFORMAL_LOW_F_40,INFORMAL_LOW_F_50,INFORMAL_HIGH_M_20,INFORMAL_HIGH_M_40,INFORMAL_HIGH_F_20,INFORMAL_HIGH_F_30,INFORMAL_HIGH_F_40,INFORMAL_HIGH_F_50,MARITAL_LOW_M_20,MARITAL_LOW_F_10,MARITAL_LOW_F_20,MARITAL_LOW_F_30,MARITAL_LOW_F_40,MARITAL_LOW_F_50,MARITAL_HIGH_M_20,MARITAL_HIGH_F_10,MARITAL_HIGH_F_20,MARITAL_HIGH_F_30,MARITAL_HIGH_F_40,MARITAL_HIGH_F_50,COMMERCIAL_LOW_M_50,COMMERCIAL_LOW_M_85,COMMERCIAL_LOW_F_50,COMMERCIAL_LOW_F_85,COMMERCIAL_HIGH_M_50,COMMERCIAL_HIGH_M_85,COMMERCIAL_HIGH_F_50,COMMERCIAL_HIGH_F_85,desired_flow_TRANSITORY_M_20,desired_flow_TRANSITORY_M_30,desired_flow_TRANSITORY_M_40,desired_flow_TRANSITORY_M_50,desired_flow_TRANSITORY_F_20,desired_flow_TRANSITORY_F_40,desired_flow_INFORMAL_M_20,desired_flow_INFORMAL_M_40,desired_flow_INFORMAL_F_20,desired_flow_INFORMAL_F_30,desired_flow_INFORMAL_F_40,desired_flow_INFORMAL_F_50,desired_flow_MARITAL_M_20,desired_flow_MARITAL_F_10,desired_flow_MARITAL_F_20,desired_flow_MARITAL_F_30,desired_flow_MARITAL_F_40,desired_flow_MARITAL_F_50,desired_flow_COMMERCIAL_M_50,desired_flow_COMMERCIAL_M_85,desired_flow_COMMERCIAL_F_50,desired_flow_COMMERCIAL_F_85
175,1,5,8,15,18,3,0,0,0,9,66,0,32,3,19,0,2,4,5,11,2,2,0,0,0,34,22,0,0,7,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1.92676,1.92676,1.92676,1.92676,0.963382,0.963382,1.92676,1.92676,1.92676,1.92676,0.963382,0.963382,2.00789,2.00789,0.250986,0.250986,0.250986,0.250986,2.00789,2.00789,0.250986,0.250986,0.250986,0.250986,9.43424e-05,0,0,0,0,0,9.43424e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92676,1.92676,1.92676,1.92676,3.85353,3.85353,2.00789,2.00789,1.00395,1.00395,1.00395,1.00395,0.256894,0.0770683,0.0513789,0.0256894,0.0256894,0.0770683,0,0,0,0
176,1,5,8,15,18,3,0,0,0,9,66,0,32,3,19,0,2,4,5,11,2,2,0,0,0,34,22,0,0,7,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960642,0.960642,0,0,0,0,0.960642,0.960642,0,0,0.250273,0.250273,0.250273,0.250273,0,0,0.250273,0.250273,0.250273,0.250273,9.43861e-05,0,0,0,0,0,9.43861e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92128,1.92128,1.92128,1.92128,3.84257,3.84257,2.00218,2.00218,1.00109,1.00109,1.00109,1.00109,0.256164,0.0768491,0.0512328,0.0256164,0.0256164,0.0768491,0,0,0,0
177,1,5,8,15,18,3,0,0,0,9,66,0,32,3,19,0,2,4,5,11,2,2,0,0,0,34,22,0,0,7,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0.959957,0.959957,0.959957,0.959957,0.767966,0.767966,0.959957,0.959957,0.959957,0.959957,0.767966,0.767966,1.00038,1.00038,0.200075,0.200075,0.200075,0.200075,1.00038,1.00038,0.200075,0.200075,0.200075,0.200075,9.43883e-05,0,0,0,0,0,9.43883e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91991,1.91991,1.91991,1.91991,3.83983,3.83983,2.00075,2.00075,1.00038,1.00038,1.00038,1.00038,0.255981,0.0767944,0.0511962,0.0255981,0.0255981,0.0767944,0,0,0,0
178,1,5,8,15,18,3,0,0,0,9,66,0,32,3,19,0,2,4,5,11,2,2,0,0,0,34,22,0,0,7,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1.91717,1.91717,1.91717,1.91717,0.76687,0.76687,1.91717,1.91717,1.91717,1.91717,0.76687,0.76687,1.9979,1.9979,0.19979,0.19979,0.19979,0.19979,1.9979,1.9979,0.19979,0.19979,0.19979,0.19979,9.44277e-05,0,0,0,0,0,9.44277e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91717,1.91717,1.91717,1.91717,3.83435,3.83435,1.9979,1.9979,0.998949,0.998949,0.998949,0.998949,0.255616,0.0766848,0.0511232,0.0255616,0.0255616,0.0766848,0,0,0,0
179,1,5,8,15,18,3,0,0,0,9,66,0,32,3,19,0,2,4,5,11,2,2,0,0,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766185,0.766185,0,0,0,0,0.766185,0.766185,0,0,0.199611,0.199611,0.199611,0.199611,0,0,0.199611,0.199611,0.199611,0.199611,9.43783e-05,0,0,0,0,0,9.43783e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91546,1.91546,1.91546,1.91546,3.83093,3.83093,1.99611,1.99611,0.998057,0.998057,0.998057,0.998057,0.255388,0.0766163,0.0510775,0.0255388,0.0255388,0.0766163,0,0,0,0
180,1,5,8,15,18,3,0,0,0,9,66,0,32,3,19,0,2,4,5,11,2,2,0,0,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1.91204,1.91204,1.91204,1.91204,0.637346,0.637346,1.91204,1.91204,1.91204,1.91204,0.637346,0.637346,1.99254,1.99254,0.166045,0.166045,0.166045,0.166045,1.99254,1.99254,0.166045,0.166045,0.166045,0.166045,9.43141e-05,0,0,0,0,0,9.43141e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91204,1.91204,1.91204,1.91204,3.82408,3.82408,1.99254,1.99254,0.996272,0.996272,0.996272,0.996272,0.254931,0.0764793,0.0509862,0.0254931,0.0254931,0.0764793,0,0,0,0
181,1,6,14,14,10,2,0,0,0,10,58,0,26,4,21,0,0,13,6,10,8,9,3,0,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.953793,0.953793,0.953793,0.953793,1.27172,1.27172,0.953793,0.953793,0.953793,0.953793,1.27172,1.27172,0.993953,0.993953,0.331318,0.331318,0.331318,0.331318,0.993953,0.993953,0.331318,0.331318,0.331318,0.331318,9.4199e-05,0,0,0,0,0,9.4199e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90759,1.90759,1.90759,1.90759,3.81517,3.81517,1.98791,1.98791,0.993953,0.993953,0.993953,0.993953,0.254337,0.0763012,0.0508675,0.0254337,0.0254337,0.0763012,0,0,0,0
182,1,6,14,14,10,2,0,0,0,10,58,0,26,4,21,0,0,13,6,10,8,9,3,0,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1.90485,1.90485,1.90485,1.90485,0.952423,0.952423,1.90485,1.90485,1.90485,1.90485,0.952423,0.952423,1.98505,1.98505,0.248131,0.248131,0.248131,0.248131,1.98505,1.98505,0.248131,0.248131,0.248131,0.248131,9.42732e-05,0,0,0,0,0,9.42732e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90485,1.90485,1.90485,1.90485,3.80969,3.80969,1.98505,1.98505,0.992525,0.992525,0.992525,0.992525,0.253972,0.0761916,0.0507944,0.0253972,0.0253972,0.0761916,0,0,0,0
183,1,6,14,14,10,2,0,0,0,10,58,0,26,4,21,0,0,13,6,10,8,9,3,0,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760294,0.760294,0,0,0,0,0.760294,0.760294,0,0,0.198077,0.198077,0.198077,0.198077,0,0,0.198077,0.198077,0.198077,0.198077,9.42097e-05,0,0,0,0,0,9.42097e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90074,1.90074,1.90074,1.90074,3.80147,3.80147,1.98077,1.98077,0.990384,0.990384,0.990384,0.990384,0.253424,0.0760272,0.0506848,0.0253424,0.0253424,0.0760272,0,0,0,0
184,1,6,14,14,10,2,0,0,0,10,58,0,26,4,21,0,0,13,6,10,8,9,3,0,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89423,1.89423,0,0,0,0,1.89423,1.89423,0,0,0.493497,0.493497,0.493497,0.493497,0,0,0.493497,0.493497,0.493497,0.493497,9.42727e-05,0,0,0,0,0,9.42727e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89423,1.89423,1.89423,1.89423,3.78846,3.78846,1.97399,1.97399,0.986993,0.986993,0.986993,0.986993,0.252557,0.075767,0.0505113,0.0252557,0.0252557,0.075767,0,0,0,0
185,1,6,14,14,10,2,0,0,0,10,58,0,26,4,21,0,0,13,6,10,8,9,3,0,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89252,1.89252,0,0,0,0,1.89252,1.89252,0,0,0.49305,0.49305,0.49305,0.49305,0,0,0.49305,0.49305,0.49305,0.49305,9.42226e-05,0,0,0,0,0,9.42226e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89252,1.89252,1.89252,1.89252,3.78503,3.78503,1.9722,1.9722,0.986101,0.986101,0.986101,0.986101,0.252328,0.0756985,0.0504656,0.0252328,0.0252328,0.0756985,0,0,0,0
186,1,6,14,14,10,2,0,0,0,10,58,0,26,4,21,0,0,13,6,10,8,9,3,0,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945402,0.945402,0,0,0,0,0.945402,0.945402,0,0,0.246302,0.246302,0.246302,0.246302,0,0,0.246302,0.246302,0.246302,0.246302,9.42782e-05,0,0,0,0,0,9.42782e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8908,1.8908,1.8908,1.8908,3.78161,3.78161,1.97042,1.97042,0.985209,0.985209,0.985209,0.985209,0.2521,0.07563,0.05042,0.02521,0.02521,0.07563,0,0,0,0
187,1,6,14,14,10,2,0,0,0,10,58,0,26,4,21,0,0,13,6,10,8,9,3,0,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8843,1.8843,0,0,0,0,1.8843,1.8843,0,0,0.490909,0.490909,0.490909,0.490909,0,0,0.490909,0.490909,0.490909,0.490909,9.43064e-05,0,0,0,0,0,9.43064e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8843,1.8843,1.8843,1.8843,3.76859,3.76859,1.96364,1.96364,0.981818,0.981818,0.981818,0.981818,0.251232,0.0753697,0.0502465,0.0251232,0.0251232,0.0753697,0,0,0,0
188,1,4,14,13,15,1,0,0,0,13,54,0,22,1,8,0,0,11,11,10,4,9,10,6,2,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.627985,0.627985,0.627985,0.627985,1.25597,1.25597,0.627985,0.627985,0.627985,0.627985,1.25597,1.25597,0.654426,0.654426,0.327213,0.327213,0.327213,0.327213,0.654426,0.654426,0.327213,0.327213,0.327213,0.327213,9.42186e-05,0,0,0,0,0,9.42186e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88395,1.88395,1.88395,1.88395,3.76791,3.76791,1.96328,1.96328,0.98164,0.98164,0.98164,0.98164,0.251187,0.075356,0.0502373,0.0251187,0.0251187,0.075356,0,0,0,0
189,1,4,14,13,15,1,0,0,0,13,54,0,22,1,8,0,0,11,11,10,4,9,10,6,2,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1.87882,1.87882,1.87882,1.87882,3.75764,3.75764,1.87882,1.87882,1.87882,1.87882,3.75764,3.75764,1.95793,1.95793,0.978963,0.978963,0.978963,0.978963,1.95793,1.95793,0.978963,0.978963,0.978963,0.978963,9.4209e-05,0,0,0,0,0,9.4209e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87882,1.87882,1.87882,1.87882,3.75764,3.75764,1.95793,1.95793,0.978963,0.978963,0.978963,0.978963,0.250502,0.0751505,0.0501003,0.0250502,0.0250502,0.0751505,0,0,0,0
190,1,4,14,13,15,1,0,0,0,13,54,0,22,1,8,0,0,11,11,10,4,9,10,6,2,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1.87574,1.87574,1.87574,1.87574,1.87574,1.87574,1.87574,1.87574,1.87574,1.87574,1.87574,1.87574,1.95471,1.95471,0.488678,0.488678,0.488678,0.488678,1.95471,1.95471,0.488678,0.488678,0.488678,0.488678,9.41607e-05,0,0,0,0,0,9.41607e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87574,1.87574,1.87574,1.87574,3.75147,3.75147,1.95471,1.95471,0.977357,0.977357,0.977357,0.977357,0.250091,0.0750272,0.0500182,0.0250091,0.0250091,0.0750272,0,0,0,0
191,1,4,14,13,15,1,0,0,0,13,54,0,22,1,8,0,0,11,11,10,4,9,10,6,2,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1.86923,1.86923,1.86923,1.86923,3.73846,3.73846,1.86923,1.86923,1.86923,1.86923,3.73846,3.73846,1.94793,1.94793,0.973966,0.973966,0.973966,0.973966,1.94793,1.94793,0.973966,0.973966,0.973966,0.973966,9.42956e-05,0,0,0,0,0,9.42956e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86923,1.86923,1.86923,1.86923,3.73846,3.73846,1.94793,1.94793,0.973966,0.973966,0.973966,0.973966,0.249223,0.074767,0.0498446,0.0249223,0.0249223,0.074767,0,0,0,0
192,1,4,14,13,15,1,0,0,0,13,54,0,22,1,8,0,0,11,11,10,4,9,10,6,2,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24318,1.24318,0,0,0,0,1.24318,1.24318,0,0,0.323882,0.323882,0.323882,0.323882,0,0,0.323882,0.323882,0.323882,0.323882,9.4285e-05,0,0,0,0,0,9.4285e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86478,1.86478,1.86478,1.86478,3.72955,3.72955,1.94329,1.94329,0.971647,0.971647,0.971647,0.971647,0.24863,0.0745889,0.0497259,0.024863,0.024863,0.0745889,0,0,0,0
193,1,4,14,13,15,1,0,0,0,13,54,0,22,1,8,0,0,11,11,10,4,9,10,6,2,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1.85964,1.85964,1.85964,1.85964,1.23976,1.23976,1.85964,1.85964,1.85964,1.85964,1.23976,1.23976,1.93794,1.93794,0.32299,0.32299,0.32299,0.32299,1.93794,1.93794,0.32299,0.32299,0.32299,0.32299,9.43114e-05,0,0,0,0,0,9.43114e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85964,1.85964,1.85964,1.85964,3.71928,3.71928,1.93794,1.93794,0.96897,0.96897,0.96897,0.96897,0.247945,0.0743834,0.0495889,0.0247945,0.0247945,0.0743834,0,0,0,0
194,1,4,14,13,15,1,0,0,0,13,54,0,22,1,8,0,0,11,11,10,4,9,10,6,2,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70832,3.70832,0,0,0,0,3.70832,3.70832,0,0,0.966115,0.966115,0.966115,0.966115,0,0,0.966115,0.966115,0.966115,0.966115,9.43205e-05,0,0,0,0,0,9.43205e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85416,1.85416,1.85416,1.85416,3.70832,3.70832,1.93223,1.93223,0.966115,0.966115,0.966115,0.966115,0.247214,0.0741642,0.0494428,0.0247214,0.0247214,0.0741642,0,0,0,0
195,1,2,15,13,10,1,0,0,0,10,52,0,23,3,19,0,0,12,18,17,8,10,13,10,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85347,1.85347,0,0,0,0,1.85347,1.85347,0,0,0.482879,0.482879,0.482879,0.482879,0,0,0.482879,0.482879,0.482879,0.482879,9.42497e-05,0,0,0,0,0,9.42497e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85347,1.85347,1.85347,1.85347,3.70695,3.70695,1.93152,1.93152,0.965758,0.965758,0.965758,0.965758,0.247123,0.0741368,0.0494246,0.0247123,0.0247123,0.0741368,0,0,0,0
196,1,2,15,13,10,1,0,0,0,10,52,0,23,3,19,0,0,12,18,17,8,10,13,10,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.926395,0.926395,0.926395,0.926395,0.741116,0.741116,0.926395,0.926395,0.926395,0.926395,0.741116,0.741116,0.965401,0.965401,0.19308,0.19308,0.19308,0.19308,0.965401,0.965401,0.19308,0.19308,0.19308,0.19308,9.4179e-05,0,0,0,0,0,9.4179e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85279,1.85279,1.85279,1.85279,3.70558,3.70558,1.9308,1.9308,0.965401,0.965401,0.965401,0.965401,0.247031,0.0741094,0.0494063,0.0247031,0.0247031,0.0741094,0,0,0,0
197,1,2,15,13,10,1,0,0,0,10,52,0,23,3,19,0,0,12,18,17,8,10,13,10,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923998,0.923998,0,0,0,0,0.923998,0.923998,0,0,0.240726,0.240726,0.240726,0.240726,0,0,0.240726,0.240726,0.240726,0.240726,9.42226e-05,0,0,0,0,0,9.42226e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.848,1.848,1.848,1.848,3.69599,3.69599,1.92581,1.92581,0.962903,0.962903,0.962903,0.962903,0.246392,0.0739176,0.0492784,0.0246392,0.0246392,0.0739176,0,0,0,0
198,1,2,15,13,10,1,0,0,0,10,52,0,23,3,19,0,0,12,18,17,8,10,13,10,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1.848,1.848,1.848,1.848,0.739198,0.739198,1.848,1.848,1.848,1.848,0.739198,0.739198,1.92581,1.92581,0.192581,0.192581,0.192581,0.192581,1.92581,1.92581,0.192581,0.192581,0.192581,0.192581,9.41866e-05,0,0,0,0,0,9.41866e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.848,1.848,1.848,1.848,3.69599,3.69599,1.92581,1.92581,0.962903,0.962903,0.962903,0.962903,0.246392,0.0739176,0.0492784,0.0246392,0.0246392,0.0739176,0,0,0,0
199,1,2,15,13,10,1,0,0,0,10,52,0,23,3,19,0,0,12,18,17,8,10,13,10,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.368914,0.368914,0.368914,0.368914,0.614857,0.614857,0.368914,0.368914,0.368914,0.368914,0.614857,0.614857,0.384447,0.384447,0.160186,0.160186,0.160186,0.160186,0.384447,0.384447,0.160186,0.160186,0.160186,0.160186,9.42282e-05,0,0,0,0,0,9.42282e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84457,1.84457,1.84457,1.84457,3.68914,3.68914,1.92224,1.92224,0.961118,0.961118,0.961118,0.961118,0.245936,0.0737807,0.0491871,0.0245936,0.0245936,0.0737807,0,0,0,0
200,1,2,15,13,10,1,0,0,0,10,52,0,23,3,19,0,0,12,18,17,8,10,13,10,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.459601,0.459601,0.459601,0.459601,0.919203,0.919203,0.459601,0.459601,0.459601,0.459601,0.919203,0.919203,0.478953,0.478953,0.239477,0.239477,0.239477,0.239477,0.478953,0.478953,0.239477,0.239477,0.239477,0.239477,9.4347e-05,0,0,0,0,0,9.4347e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83841,1.83841,1.83841,1.83841,3.67681,3.67681,1.91581,1.91581,0.957906,0.957906,0.957906,0.957906,0.245114,0.0735341,0.0490227,0.0245114,0.0245114,0.0735341,0,0,0,0
201,1,2,15,13,10,1,0,0,0,10,52,0,23,3,19,0,0,12,18,17,8,10,13,10,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.459345,0.459345,0.459345,0.459345,0.734951,0.734951,0.459345,0.459345,0.459345,0.459345,0.734951,0.734951,0.478685,0.478685,0.191474,0.191474,0.191474,0.191474,0.478685,0.478685,0.191474,0.191474,0.191474,0.191474,9.42943e-05,0,0,0,0,0,9.42943e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83738,1.83738,1.83738,1.83738,3.67476,3.67476,1.91474,1.91474,0.957371,0.957371,0.957371,0.957371,0.244977,0.073493,0.0489953,0.0244977,0.0244977,0.073493,0,0,0,0
202,1,9,7,11,17,2,0,0,0,16,50,0,24,5,11,0,0,16,21,15,6,13,16,13,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.459088,0.459088,0.459088,0.459088,0.918175,0.918175,0.459088,0.459088,0.459088,0.459088,0.918175,0.918175,0.478418,0.478418,0.239209,0.239209,0.239209,0.239209,0.478418,0.478418,0.239209,0.239209,0.239209,0.239209,9.42053e-05,0,0,0,0,0,9.42053e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83635,1.83635,1.83635,1.83635,3.6727,3.6727,1.91367,1.91367,0.956836,0.956836,0.956836,0.956836,0.24484,0.0734519,0.0489679,0.024484,0.024484,0.0734519,0,0,0,0
203,1,9,7,11,17,2,0,0,0,16,50,0,24,5,11,0,0,16,21,15,6,13,16,13,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.366448,0.366448,0.366448,0.366448,1.83224,1.83224,0.366448,0.366448,0.366448,0.366448,1.83224,1.83224,0.381878,0.381878,0.477347,0.477347,0.477347,0.477347,0.381878,0.381878,0.477347,0.477347,0.477347,0.477347,9.40307e-05,0,0,0,0,0,9.40307e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83224,1.83224,1.83224,1.83224,3.66448,3.66448,1.90939,1.90939,0.954694,0.954694,0.954694,0.954694,0.244292,0.0732875,0.0488583,0.0244292,0.0244292,0.0732875,0,0,0,0
204,1,9,7,11,17,2,0,0,0,16,50,0,24,5,11,0,0,16,21,15,6,13,16,13,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.609035,0.609035,0.609035,0.609035,1.8271,1.8271,0.609035,0.609035,0.609035,0.609035,1.8271,1.8271,0.634678,0.634678,0.476009,0.476009,0.476009,0.476009,0.634678,0.634678,0.476009,0.476009,0.476009,0.476009,9.40204e-05,0,0,0,0,0,9.40204e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8271,1.8271,1.8271,1.8271,3.65421,3.65421,1.90403,1.90403,0.952017,0.952017,0.952017,0.952017,0.243607,0.073082,0.0487214,0.0243607,0.0243607,0.073082,0,0,0,0
205,1,9,7,11,17,2,0,0,0,16,50,0,24,5,11,0,0,16,21,15,6,13,16,13,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.909956,0.909956,0.909956,0.909956,1.21327,1.21327,0.909956,0.909956,0.909956,0.909956,1.21327,1.21327,0.94827,0.94827,0.31609,0.31609,0.31609,0.31609,0.94827,0.94827,0.31609,0.31609,0.31609,0.31609,9.40496e-05,0,0,0,0,0,9.40496e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81991,1.81991,1.81991,1.81991,3.63982,3.63982,1.89654,1.89654,0.94827,0.94827,0.94827,0.94827,0.242648,0.0727944,0.0485296,0.0242648,0.0242648,0.0727944,0,0,0,0
206,1,9,7,11,17,2,0,0,0,16,50,0,24,5,11,0,0,16,21,15,6,13,16,13,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81717,1.81717,0,0,0,0,1.81717,1.81717,0,0,0.473421,0.473421,0.473421,0.473421,0,0,0.473421,0.473421,0.473421,0.473421,9.40538e-05,0,0,0,0,0,9.40538e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81717,1.81717,1.81717,1.81717,3.63434,3.63434,1.89368,1.89368,0.946842,0.946842,0.946842,0.946842,0.242283,0.0726848,0.0484565,0.0242283,0.0242283,0.0726848,0,0,0,0
207,1,9,7,11,17,2,0,0,0,16,50,0,24,5,11,0,0,16,21,15,6,13,16,13,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63229,3.63229,0,0,0,0,3.63229,3.63229,0,0,0.946307,0.946307,0.946307,0.946307,0,0,0.946307,0.946307,0.946307,0.946307,9.39641e-05,0,0,0,0,0,9.39641e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81614,1.81614,1.81614,1.81614,3.63229,3.63229,1.89261,1.89261,0.946307,0.946307,0.946307,0.946307,0.242146,0.0726437,0.0484291,0.0242146,0.0242146,0.0726437,0,0,0,0
208,1,9,7,11,17,2,0,0,0,16,50,0,24,5,11,0,0,16,21,15,6,13,16,13,0,26,24,0,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1.81169,1.81169,1.81169,1.81169,3.62339,3.62339,1.81169,1.81169,1.81169,1.81169,3.62339,3.62339,1.88797,1.88797,0.943987,0.943987,0.943987,0.943987,1.88797,1.88797,0.943987,0.943987,0.943987,0.943987,9.39525e-05,0,0,0,0,0,9.39525e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81169,1.81169,1.81169,1.81169,3.62339,3.62339,1.88797,1.88797,0.943987,0.943987,0.943987,0.943987,0.241552,0.0724656,0.0483104,0.0241552,0.0241552,0.0724656,0,0,0,0
