Time, NodeID, NumIndividuals, NumInfected,AvgParasiteDensity,AvgGametocyteDensity,NumInfections,NoMarkers,gm1,gm2,gm3,gm4,gm1-gm2,gm1-gm3,gm1-gm4,gm2-gm3,gm2-gm4,gm3-gm4,gm1-gm2-gm3,gm1-gm2-gm4,gm1-gm3-gm4,gm2-gm3-gm4,gm1-gm2-gm3-gm4
247,340461476,1000,999,10812.7,965.196,4272,200,669,1347,1024,785,43,32,22,49,50,45,3,0,2,1,0
248,340461476,1000,999,10487.7,959.266,4298,206,673,1353,1019,793,44,35,24,50,50,45,3,0,2,1,0
249,340461476,1000,998,11684.9,925.718,4272,208,665,1340,1012,788,43,37,24,50,51,46,3,0,2,3,0
250,340461476,1000,999,10767.1,911.771,4249,205,661,1345,1005,775,41,40,24,50,50,45,3,0,2,3,0
251,340461476,1000,999,12249.9,867.467,4259,212,667,1338,1008,769,40,40,28,52,51,46,3,0,2,3,0
252,340461476,1000,999,11192.6,854.083,4220,214,670,1334,982,761,40,40,28,51,49,43,3,0,2,3,0
253,340461476,1000,998,11983.6,803.088,4199,214,661,1341,977,751,37,39,29,52,48,42,3,0,2,3,0
254,340461476,1000,998,10835.2,799.321,4186,222,660,1326,975,740,37,41,31,53,49,44,3,0,2,3,0
255,340461476,1000,999,11057,756.24,4158,224,651,1309,968,738,39,42,32,55,48,44,3,0,2,3,0
256,340461476,1000,999,10015.4,752.042,4130,224,652,1310,944,728,39,45,32,55,49,44,3,0,2,3,0
257,340461476,1000,997,10022.5,730.717,4096,230,639,1301,939,716,39,44,34,56,49,41,3,0,2,3,0
258,340461476,1000,997,8837.25,731.26,4059,229,635,1278,934,711,40,42,35,55,51,41,3,0,2,3,0
259,340461476,1000,997,9062.76,720.031,4041,238,630,1269,928,700,39,42,35,56,54,42,3,0,2,3,0
260,340461476,1000,998,7816.24,740.486,4008,239,632,1248,920,687,39,42,36,55,60,41,3,1,2,3,0
261,340461476,1000,999,8187.89,727.938,4016,246,630,1261,917,675,40,41,36,57,59,43,5,1,2,3,0
262,340461476,1000,999,7690.66,756.748,4003,245,623,1255,910,682,42,41,35,58,58,43,5,1,2,3,0
263,340461476,1000,999,7601.06,748.352,3987,245,617,1254,901,676,42,43,35,58,60,45,5,1,2,3,0
264,340461476,1000,998,7794.04,765.807,3973,244,615,1253,904,665,41,43,36,57,60,44,5,1,2,3,0
265,340461476,1000,998,7548.5,751.362,3953,244,608,1244,904,658,42,42,36,58,59,47,5,1,2,3,0
266,340461476,1000,998,7609.62,751.117,3930,242,602,1238,899,651,42,40,35,59,63,48,5,1,2,3,0
267,340461476,1000,998,8220.55,728.031,3902,243,604,1219,895,644,42,40,35,58,62,48,6,1,2,3,0
268,340461476,1000,998,7368.35,716.568,3887,245,610,1205,887,645,43,40,35,57,62,46,6,1,2,3,0
269,340461476,1000,997,8767.1,682.045,3877,245,602,1202,878,644,45,40,37,59,65,48,6,1,2,3,0
270,340461476,1000,997,7330.35,667.265,3847,244,604,1191,868,633,45,40,37,59,64,50,6,1,2,3,0
271,340461476,1000,997,8413.66,627.219,3869,251,600,1202,866,637,45,41,40,60,63,51,6,2,2,3,0
272,340461476,1000,996,7679.46,610.426,3857,253,587,1195,873,629,47,43,40,64,62,51,6,2,2,3,0
273,340461476,1000,996,7526.52,585.782,3831,251,584,1186,862,630,45,43,39,65,62,51,6,2,2,3,0
274,340461476,1000,994,7952.33,565.695,3843,253,577,1198,869,626,45,42,39,66,64,51,6,2,2,3,0
275,340461476,1000,994,6838.05,555.945,3837,256,569,1197,867,621,43,43,43,69,65,51,6,2,2,3,0
276,340461476,1000,994,7528.23,542.168,3816,261,567,1184,856,618,42,44,43,70,67,51,6,2,2,3,0
277,340461476,1000,995,6352.62,532.257,3829,269,565,1189,852,619,45,47,42,70,68,50,6,2,2,3,0
278,340461476,1000,995,6592.38,540.183,3844,277,562,1199,849,620,44,45,44,73,67,51,6,2,2,3,0
279,340461476,1000,995,6330.85,521.118,3800,278,549,1181,845,612,44,44,44,72,65,53,6,2,2,3,0
280,340461476,1000,994,6168.44,544.419,3800,283,547,1179,839,612,49,44,43,73,66,52,6,2,2,3,0
281,340461476,1000,994,6401.18,522.893,3824,283,547,1188,848,611,49,44,45,76,68,52,6,2,2,3,0
282,340461476,1000,993,6531.42,537.385,3809,288,549,1173,842,610,47,46,45,77,68,51,6,2,2,3,0
283,340461476,1000,993,6148.26,529.146,3813,291,554,1172,843,601,49,49,45,76,67,52,6,3,2,3,0
284,340461476,1000,995,6636.57,520.707,3823,292,555,1178,837,603,50,50,46,78,67,53,6,3,2,3,0
285,340461476,1000,995,6028.08,527.199,3801,291,552,1169,839,593,49,51,46,78,66,52,6,3,3,3,0
286,340461476,1000,995,6169.91,504.263,3785,292,546,1160,839,593,49,50,46,76,66,51,6,5,3,3,0
287,340461476,1000,995,5952.08,508.832,3788,290,540,1159,846,599,49,50,46,77,66,49,6,5,3,3,0
288,340461476,1000,995,5522.7,484.088,3757,292,536,1146,838,589,48,50,46,77,67,51,6,5,3,3,0
289,340461476,1000,994,5712.09,474.67,3745,290,540,1134,839,586,49,50,45,76,68,51,6,5,3,3,0
290,340461476,1000,996,5286.28,462.05,3735,290,541,1128,833,585,49,51,45,77,67,52,6,5,3,3,0
291,340461476,1000,996,5410.42,448.249,3697,288,536,1114,827,577,49,51,45,76,63,54,6,5,3,3,0
292,340461476,1000,997,5603.54,443.402,3694,289,537,1112,824,576,49,50,45,74,66,55,6,5,3,3,0
293,340461476,1000,994,5253.05,442.23,3686,292,531,1111,817,574,49,49,45,78,67,56,6,5,3,3,0
294,340461476,1000,995,5608.19,431.519,3673,290,535,1109,805,570,50,49,45,76,67,61,6,5,3,2,0
295,340461476,1000,995,5014.93,437.229,3654,289,535,1098,805,564,50,48,45,76,66,62,6,5,3,2,0
296,340461476,1000,995,5700.58,426.029,3644,292,531,1093,803,554,50,51,46,77,67,64,6,5,3,2,0
297,340461476,1000,994,4765.95,423.156,3598,290,530,1083,787,539,51,49,45,77,66,65,6,5,3,2,0
298,340461476,1000,993,5800.5,417.227,3617,293,530,1095,789,539,50,49,44,77,70,65,6,5,3,2,0
299,340461476,1000,992,4657.78,403.468,3609,298,542,1082,777,534,50,51,44,78,71,66,6,5,3,2,0
300,340461476,1000,993,5490.15,399.826,3609,302,547,1079,773,532,50,51,44,76,72,67,6,5,2,3,0
301,340461476,1000,993,4441.54,386.838,3646,319,547,1079,778,535,52,53,44,80,75,68,6,5,2,3,0
302,340461476,1000,992,5402.53,380.206,3635,319,540,1077,774,532,52,53,44,80,77,71,6,5,2,3,0
303,340461476,1000,991,4599.76,379.793,3620,321,533,1074,773,524,53,53,45,79,77,71,6,5,2,4,0
304,340461476,1000,991,5421.62,369.913,3642,323,535,1076,780,528,55,53,45,80,76,74,6,5,2,4,0
305,340461476,1000,991,4937.43,373.362,3632,324,541,1074,775,519,55,53,45,81,76,75,3,5,2,4,0
306,340461476,1000,992,5243.84,359.838,3627,320,540,1080,774,516,55,52,44,82,76,75,3,7,1,2,0
307,340461476,1000,990,4891.29,368.939,3617,315,540,1079,770,515,55,52,46,82,74,76,3,7,1,2,0
308,340461476,1000,987,4870.7,350.586,3617,317,541,1089,760,509,55,53,44,82,76,78,3,7,1,2,0
309,340461476,1000,987,4612.36,365.151,3607,320,536,1086,753,502,55,53,46,84,77,80,3,9,1,2,0
310,340461476,1000,987,4266.02,345.672,3609,324,538,1081,755,503,53,55,47,79,79,80,3,9,1,2,0
311,340461476,1000,988,4160.66,355.643,3617,329,537,1089,756,500,52,56,48,79,77,79,3,9,1,2,0
312,340461476,1000,989,3569.58,335.667,3608,330,536,1087,757,495,51,57,45,78,77,79,3,9,1,3,0
313,340461476,1000,990,3884.88,346.412,3612,330,532,1088,758,498,54,57,45,78,76,78,5,9,1,3,0
314,340461476,1000,987,3165.24,331.813,3589,328,524,1082,755,495,54,53,47,80,76,77,5,9,1,3,0
315,340461476,1000,986,3741.62,342.447,3587,322,519,1086,760,492,55,53,48,80,76,78,5,9,1,3,0
316,340461476,1000,987,3015.38,336.333,3599,320,520,1096,759,498,53,53,46,80,76,77,8,9,1,3,0
317,340461476,1000,989,3730.34,341.175,3572,323,509,1098,745,495,53,54,46,76,73,79,8,8,1,4,0
318,340461476,1000,990,3045.32,335.996,3572,320,515,1087,743,494,55,59,44,76,76,79,8,10,1,5,0
319,340461476,1000,989,3904.87,333.814,3600,328,516,1092,743,490,56,61,47,82,76,80,10,12,1,6,0
320,340461476,1000,989,3465.23,326.952,3572,322,510,1088,726,490,54,62,47,82,78,81,11,14,1,6,0
321,340461476,1000,990,4136.24,315.883,3588,324,511,1088,731,492,54,62,50,84,79,79,11,16,1,6,0
322,340461476,1000,992,4237.84,307.521,3602,328,516,1088,726,498,54,68,48,84,77,79,11,18,1,6,0
323,340461476,1000,993,4292.02,288.405,3590,325,510,1087,718,499,52,68,49,89,76,81,11,18,1,6,0
324,340461476,1000,993,4519.98,283.982,3597,326,510,1095,714,500,52,67,48,88,79,82,11,18,1,6,0
325,340461476,1000,990,4411.84,262.731,3629,333,512,1107,719,503,53,67,49,85,81,83,11,19,1,6,0
326,340461476,1000,991,4333.01,262.801,3610,334,507,1106,717,494,52,66,47,86,81,83,11,19,1,6,0
327,340461476,1000,991,4370.67,243.637,3611,339,499,1104,726,488,52,68,49,87,80,82,11,19,1,6,0
328,340461476,1000,993,3852.61,248.664,3619,341,504,1108,727,486,52,68,51,86,78,80,11,20,1,6,0
329,340461476,1000,993,4094.18,233.002,3615,339,502,1105,726,488,52,68,50,87,79,81,11,20,1,6,0
330,340461476,1000,992,3419.87,243.342,3631,349,497,1113,728,488,51,69,52,85,82,79,11,20,1,6,0
331,340461476,1000,992,3590.3,236.616,3624,348,493,1111,729,485,50,69,55,87,80,79,11,20,1,6,0
332,340461476,1000,993,3375.86,247.599,3618,346,490,1104,732,486,49,70,53,91,79,81,9,21,1,6,0
333,340461476,1000,992,3352.38,255.402,3621,348,489,1106,735,485,46,71,54,90,79,80,9,22,1,6,0
334,340461476,1000,991,3506.19,261.673,3606,348,487,1103,741,482,46,70,52,84,78,77,9,22,1,6,0
335,340461476,1000,991,3196.66,271.715,3594,344,484,1093,738,483,45,72,52,87,77,79,9,22,1,8,0
336,340461476,1000,992,3467.8,276.487,3600,349,490,1090,743,475,42,69,52,89,78,82,9,23,1,8,0
337,340461476,1000,987,3168.75,278.418,3599,346,489,1090,749,474,40,68,54,89,78,81,9,23,1,8,0
338,340461476,1000,988,3574.17,282.813,3595,345,486,1098,743,470,38,69,54,89,80,82,9,23,1,8,0
339,340461476,1000,989,3165.2,273.677,3588,352,484,1087,746,468,39,65,54,88,81,82,9,24,1,8,0
340,340461476,1000,987,3714.93,275.94,3579,353,480,1094,739,461,38,64,54,87,83,84,9,25,0,8,0
341,340461476,1000,987,2996.26,261.445,3600,356,479,1102,747,465,36,65,53,86,82,85,9,27,0,8,0
342,340461476,1000,987,3792.68,257.226,3586,360,480,1089,746,461,36,64,53,86,83,84,9,27,0,8,0
343,340461476,1000,988,2896.29,248.633,3597,360,487,1091,754,457,36,65,52,84,83,84,9,27,0,8,0
344,340461476,1000,987,3598.08,241.471,3588,359,477,1102,746,453,38,65,52,86,82,83,9,28,0,8,0
345,340461476,1000,987,2858.69,240.58,3587,360,473,1103,738,458,40,66,52,88,79,83,9,30,0,8,0
346,340461476,1000,991,3311.66,231.889,3602,366,469,1104,741,457,39,69,52,90,85,83,9,30,0,8,0
347,340461476,1000,993,2640.59,233.112,3607,366,463,1109,742,460,39,69,52,90,87,83,9,30,0,8,0
348,340461476,1000,993,2928.87,225.457,3581,366,451,1109,735,452,39,69,52,90,87,83,9,31,0,8,0
349,340461476,1000,993,2319.34,230.464,3590,372,445,1114,735,449,39,72,52,94,88,82,9,30,1,8,0
350,340461476,1000,992,2548.43,222.61,3594,372,444,1113,734,453,40,72,51,95,90,82,9,30,1,8,0
351,340461476,1000,991,2080.44,231.9,3558,370,441,1099,728,442,40,72,51,94,89,84,9,30,1,8,0
352,340461476,1000,991,2140.44,219.455,3599,384,440,1106,738,449,40,73,52,92,90,87,9,30,1,8,0
353,340461476,1000,991,1915.64,232.046,3607,387,443,1110,742,443,40,73,52,92,92,86,9,30,1,7,0
354,340461476,1000,990,1983.5,217.451,3607,389,439,1110,738,445,40,71,51,96,94,87,9,30,1,7,0
355,340461476,1000,992,1946.95,226.608,3626,389,439,1108,749,449,41,72,52,93,97,89,9,30,1,8,0
356,340461476,1000,992,2173.1,214.079,3622,384,436,1110,743,453,41,71,51,93,97,88,9,30,5,11,0
357,340461476,1000,990,2225.66,218.263,3608,377,437,1101,744,450,42,70,52,95,97,87,9,31,5,11,0
358,340461476,1000,992,2474.11,204.729,3630,376,450,1103,753,450,44,69,52,93,96,87,9,31,5,12,0
359,340461476,1000,992,2434.79,204.592,3627,381,447,1097,745,451,48,70,52,94,99,86,9,31,5,12,0
360,340461476,1000,990,2591.02,189.584,3616,376,445,1095,741,444,50,69,52,95,103,88,9,32,5,12,0
361,340461476,1000,990,2478.72,186.447,3619,378,448,1100,737,437,55,68,54,94,103,87,9,32,5,12,0
362,340461476,1000,991,2576.14,173.001,3607,380,447,1082,738,444,54,69,53,92,104,86,9,32,5,12,0
363,340461476,1000,989,2281.29,166.121,3607,386,443,1084,736,440,54,68,56,94,103,85,9,32,5,12,0
364,340461476,1000,990,2460.3,155.723,3620,387,437,1096,738,441,54,69,59,95,103,84,9,31,5,12,0
365,340461476,1000,991,1919.3,150.121,3613,392,436,1078,747,438,54,69,59,97,102,85,9,30,5,12,0
366,340461476,1000,991,2137.5,144.356,3596,393,441,1064,744,434,55,69,58,95,100,86,9,31,5,12,0
367,340461476,1000,990,1640.34,144.683,3593,395,442,1059,745,433,55,68,57,96,102,84,9,31,5,12,0
368,340461476,1000,990,1886.27,144.801,3576,390,441,1058,741,427,54,69,54,97,104,84,9,31,5,12,0
369,340461476,1000,989,1629.98,150.069,3590,385,440,1057,747,437,55,69,55,97,106,84,9,32,5,12,0
370,340461476,1000,990,1910.67,152.026,3602,387,441,1069,741,442,54,66,54,97,106,86,10,32,5,12,0
371,340461476,1000,991,1941.2,157.383,3608,387,439,1070,732,442,56,70,59,98,108,87,11,33,5,11,0
372,340461476,1000,989,2169.13,158.381,3603,381,438,1066,732,442,54,72,59,99,110,88,12,35,5,10,0
373,340461476,1000,990,2499.74,162.128,3580,384,432,1065,723,429,55,71,62,98,109,92,11,35,5,9,0
374,340461476,1000,992,2442.51,157.906,3568,389,432,1057,716,430,54,71,59,96,114,90,10,36,5,9,0
375,340461476,1000,989,2948.2,160.89,3576,393,427,1060,722,426,52,69,60,98,116,92,12,35,5,9,0
376,340461476,1000,989,2589.89,150.215,3565,390,423,1048,725,427,52,67,63,100,117,93,11,35,5,9,0
377,340461476,1000,992,2841.43,150.128,3596,391,424,1055,724,439,53,69,62,105,118,91,14,37,5,9,0
378,340461476,1000,992,2365.83,137.878,3600,395,429,1046,727,439,57,70,61,104,116,91,16,36,5,8,0
379,340461476,1000,992,2499.41,136.202,3594,396,422,1041,724,439,60,71,63,107,115,90,17,36,5,8,0
380,340461476,1000,992,1957.46,127.844,3581,398,419,1044,717,434,60,71,61,105,119,87,17,36,5,8,0
381,340461476,1000,994,2305.67,128.468,3594,402,422,1047,726,436,62,68,62,103,118,84,15,36,5,8,0
382,340461476,1000,994,1664.69,127.806,3584,412,415,1038,727,434,61,68,62,100,119,82,16,38,5,7,0
383,340461476,1000,995,2299.3,131.345,3564,417,412,1028,719,429,63,70,60,98,118,84,15,39,5,7,0
384,340461476,1000,996,1632.73,140.635,3581,413,419,1032,722,438,63,71,58,98,115,84,16,40,5,7,0
385,340461476,1000,995,2095.98,143.658,3587,416,414,1025,729,442,63,73,59,102,114,84,16,38,5,7,0
386,340461476,1000,994,1848.57,158.501,3577,408,409,1027,733,438,65,73,57,100,114,86,16,39,5,7,0
387,340461476,1000,995,1846.67,159.32,3572,400,404,1027,732,440,66,74,56,102,114,85,19,39,5,9,0
388,340461476,1000,996,2060.85,168.117,3579,400,408,1026,731,435,66,78,58,104,115,84,20,38,5,11,0
389,340461476,1000,995,1736.93,163.453,3592,407,409,1027,730,431,69,80,58,108,114,84,20,39,5,11,0
390,340461476,1000,993,2071.32,165.702,3571,407,408,1020,721,429,71,83,55,105,113,84,19,39,5,12,0
391,340461476,1000,992,1769.5,154.472,3582,405,405,1019,724,428,75,84,58,103,117,85,19,39,6,13,2
392,340461476,1000,993,1927.26,156.794,3604,413,405,1020,722,434,75,84,57,113,116,85,19,40,6,13,2
393,340461476,1000,993,1777.87,141.737,3608,417,406,1018,718,440,76,81,56,114,117,84,19,40,6,14,2
394,340461476,1000,993,1790,148.003,3624,419,406,1032,719,433,78,81,54,116,115,85,19,39,8,15,5
395,340461476,1000,991,1673.12,134.819,3652,424,403,1041,721,436,79,84,58,118,117,87,19,37,8,15,5
396,340461476,1000,993,1649.32,137.646,3643,421,401,1041,713,435,79,82,61,120,118,87,20,37,8,15,5
397,340461476,1000,994,1644.29,133.087,3663,427,402,1042,717,434,80,85,61,123,115,89,20,37,8,18,5
398,340461476,1000,994,1613.87,129.657,3667,428,402,1038,717,436,81,83,63,123,117,92,20,36,8,18,5
399,340461476,1000,994,1691.08,132.789,3657,423,400,1026,720,439,81,85,62,125,118,91,20,35,8,19,5
400,340461476,1000,993,1611.11,126.172,3644,422,393,1022,720,434,81,86,62,128,117,93,20,35,8,18,5
401,340461476,1000,994,1649.79,130.481,3675,421,397,1032,732,437,81,86,65,128,117,93,20,35,8,18,5
402,340461476,1000,993,1775.34,125.694,3689,428,402,1041,727,429,83,85,66,128,117,97,20,35,8,18,5
403,340461476,1000,992,1601.81,126.766,3677,432,402,1030,726,425,83,85,66,130,115,97,20,35,8,18,5
404,340461476,1000,992,1962.48,123.991,3674,433,400,1021,734,424,83,84,68,131,112,97,20,36,8,18,5
405,340461476,1000,993,1604.52,122.73,3656,422,401,1016,734,417,84,84,68,129,110,100,20,35,8,23,5
406,340461476,1000,992,1942.27,119.489,3655,418,406,1015,729,420,84,85,69,125,111,103,20,34,8,23,5
407,340461476,1000,992,1583.55,116.863,3650,425,398,1013,724,425,82,85,71,126,109,103,20,34,7,23,5
408,340461476,1000,992,1888.95,114.899,3683,433,404,1028,721,433,82,85,72,124,108,102,20,35,6,25,5
409,340461476,1000,992,1663.1,112.382,3699,441,403,1029,717,439,84,85,73,124,110,100,20,38,6,25,5
410,340461476,1000,993,1967.07,112.656,3715,449,408,1022,717,439,82,85,74,129,114,102,20,38,6,25,5
411,340461476,1000,994,1800.25,110.591,3728,451,413,1027,719,437,82,85,73,127,118,102,20,38,6,25,5
412,340461476,1000,994,1859.41,109.92,3716,452,413,1023,710,437,81,85,75,125,115,106,20,37,7,25,5
413,340461476,1000,994,1827.46,112.42,3730,453,423,1016,712,444,79,89,76,124,114,108,20,37,7,23,5
414,340461476,1000,995,1551.74,109.077,3758,450,420,1032,715,446,81,93,78,127,118,107,20,36,7,23,5
415,340461476,1000,994,1708.61,115.982,3753,451,416,1031,714,442,81,93,78,126,121,106,20,38,9,22,5
416,340461476,1000,995,1294.79,111.41,3762,450,416,1029,714,450,82,94,80,130,119,104,20,38,9,22,5
417,340461476,1000,995,1634.9,117.377,3764,456,410,1032,717,447,82,94,81,130,119,104,20,37,9,21,5
418,340461476,1000,994,1218.85,112.405,3755,453,405,1038,711,452,78,95,78,131,117,104,20,37,10,21,5
419,340461476,1000,994,1499.59,116.983,3761,451,406,1039,711,455,77,94,77,133,116,110,20,37,9,21,5
420,340461476,1000,995,1215.84,113.672,3769,450,411,1038,712,455,78,95,75,134,117,113,20,36,9,21,5
421,340461476,1000,995,1354.46,118.818,3782,454,411,1046,710,457,76,95,76,136,120,112,20,36,7,21,5
422,340461476,1000,995,1287.01,117.924,3782,457,408,1055,707,453,76,94,75,138,118,110,20,36,9,21,5
423,340461476,1000,996,1312.21,119.223,3794,456,402,1068,705,459,79,93,76,136,121,108,20,36,9,21,5
424,340461476,1000,995,1379.36,119.988,3798,461,405,1071,695,463,80,94,75,134,120,109,21,35,9,21,5
425,340461476,1000,994,1385.55,114.205,3784,457,401,1073,692,459,79,93,74,137,120,109,20,35,9,21,5
426,340461476,1000,994,1382.34,115.468,3778,458,398,1075,689,458,79,93,74,136,117,112,20,34,9,21,5
427,340461476,1000,994,1359.24,105.768,3767,462,398,1065,682,455,78,94,76,137,118,113,20,34,9,21,5
428,340461476,1000,994,1312.55,108.407,3769,464,403,1071,674,452,79,93,73,140,116,113,22,34,9,21,5
429,340461476,1000,997,1460.81,99.2976,3774,466,397,1074,678,450,82,94,72,142,115,114,22,33,9,21,5
430,340461476,1000,998,1320.75,100.693,3764,465,396,1078,675,446,84,95,70,139,116,113,21,31,9,21,5
431,340461476,1000,998,1560.3,94.3044,3759,466,395,1073,674,443,86,96,68,139,118,116,20,30,9,21,5
432,340461476,1000,995,1377.89,93.6032,3759,466,396,1070,674,444,85,96,69,139,120,116,18,31,9,21,5
433,340461476,1000,994,1502.61,91.1187,3745,469,396,1061,671,444,87,98,67,138,120,113,16,30,9,21,5
434,340461476,1000,995,1304.97,89.7928,3733,476,389,1057,667,442,91,99,66,136,118,114,14,29,9,21,5
435,340461476,1000,995,1347.64,90.0885,3761,481,392,1058,670,450,90,98,67,142,120,114,15,29,9,21,5
436,340461476,1000,995,1210.52,90.1921,3743,477,392,1053,666,448,88,101,65,138,117,118,14,31,9,21,5
437,340461476,1000,997,1305.57,90.2622,3750,479,394,1049,664,450,88,104,65,140,114,122,15,31,9,21,5
438,340461476,1000,996,1207.21,90.0714,3772,482,397,1041,671,453,90,103,65,142,115,124,21,33,9,21,5
439,340461476,1000,996,1344.74,88.5723,3774,480,400,1033,677,452,92,103,65,141,117,127,20,32,9,21,5
440,340461476,1000,996,1237.57,91.2281,3760,478,401,1024,677,446,92,103,64,140,118,128,22,32,9,21,5
441,340461476,1000,997,1366.6,88.9496,3781,477,406,1036,681,441,93,102,68,140,116,130,22,36,9,19,5
442,340461476,1000,997,1246.55,93.4401,3759,477,405,1027,684,433,91,100,68,136,117,126,24,37,9,20,5
443,340461476,1000,998,1236.43,91.6608,3742,475,392,1027,679,429,89,104,70,132,117,128,26,38,11,20,5
444,340461476,1000,996,1212.34,94.1438,3755,484,394,1022,685,425,87,105,71,132,117,130,26,41,12,19,5
445,340461476,1000,996,1054.23,91.4031,3747,485,395,1011,686,427,86,105,70,128,117,130,27,44,12,19,5
446,340461476,1000,996,1137.08,91.1298,3732,490,390,1002,685,421,86,106,67,128,120,130,26,45,12,19,5
447,340461476,1000,995,937.713,87.718,3762,500,393,1022,685,424,84,104,69,128,120,126,26,46,11,19,5
448,340461476,1000,995,1065.28,87.7506,3737,494,386,1021,686,416,83,103,66,126,121,128,27,44,11,21,4
449,340461476,1000,996,888.88,85.0257,3723,499,381,1013,680,414,83,105,66,124,123,127,27,46,10,22,3
450,340461476,1000,995,1072.93,86.4953,3763,507,382,1030,685,421,85,103,65,128,120,129,25,47,11,21,4
451,340461476,1000,993,895.305,84.4921,3768,506,380,1025,688,425,84,104,63,128,120,131,28,49,11,22,4
452,340461476,1000,991,1101.36,86.3623,3757,502,384,1010,687,428,82,105,61,130,119,132,28,49,11,23,6
453,340461476,1000,991,902.357,84.8732,3778,505,379,1016,692,435,80,107,59,135,120,132,30,49,11,22,6
454,340461476,1000,992,1079.03,83.9262,3774,507,381,1012,689,433,82,108,60,133,120,129,30,51,11,22,6
455,340461476,1000,991,911.601,83.2771,3813,507,376,1025,708,436,81,111,60,132,119,134,30,52,11,23,8
456,340461476,1000,993,1107.79,78.9396,3818,511,378,1023,708,435,82,110,59,134,117,137,30,52,11,23,8
457,340461476,1000,993,882.303,78.7539,3837,512,385,1024,712,442,81,111,59,138,119,135,29,50,11,23,6
458,340461476,1000,993,1058.12,73.4974,3863,511,390,1030,715,448,79,113,64,142,116,136,29,50,11,23,6
459,340461476,1000,992,822.674,73.4935,3855,510,388,1020,718,450,79,114,61,142,115,135,29,52,11,25,6
460,340461476,1000,991,956.724,68.6958,3887,521,389,1035,721,447,81,113,60,140,118,135,29,52,11,28,7
461,340461476,1000,991,769.381,70.1347,3914,526,394,1042,725,449,79,116,59,140,120,136,29,52,11,29,7
462,340461476,1000,990,949.356,66.1842,3885,525,393,1042,713,439,81,115,60,138,118,135,28,53,11,27,7
463,340461476,1000,990,794.525,68.7497,3914,526,391,1059,711,444,82,116,62,140,119,137,28,54,11,26,8
464,340461476,1000,991,949.924,65.4228,3932,519,396,1060,709,454,82,120,61,145,121,139,28,54,11,25,8
465,340461476,1000,991,853.43,67.645,3918,520,394,1055,703,455,83,119,60,143,122,135,29,55,11,26,8
466,340461476,1000,993,917.304,64.7519,3936,531,391,1063,700,456,83,122,57,145,123,136,29,54,12,26,8
467,340461476,1000,993,834.755,67.782,3943,530,399,1059,702,456,81,126,57,147,122,137,29,52,12,26,8
468,340461476,1000,993,919.133,64.1108,3946,532,400,1057,701,462,81,125,58,146,121,137,29,52,12,25,8
469,340461476,1000,995,790.117,66.5022,3965,538,399,1057,701,465,81,123,61,146,122,141,29,54,12,27,9
470,340461476,1000,996,955.427,62.3255,3974,544,402,1052,703,458,84,125,61,151,125,140,29,53,12,27,8
471,340461476,1000,996,773.02,63.31,4001,554,404,1058,703,459,82,127,62,150,130,141,29,53,12,29,8
472,340461476,1000,996,990.078,59.191,3986,552,404,1055,692,458,83,126,65,149,129,139,29,53,12,32,8
473,340461476,1000,996,794.067,60.8882,3988,548,408,1050,693,464,84,122,65,146,130,141,29,54,13,33,8
474,340461476,1000,995,1141.4,57.7906,3991,544,410,1049,694,466,82,122,65,146,133,140,29,54,13,36,8
475,340461476,1000,996,917.143,59.5399,3951,537,405,1045,691,455,82,121,65,143,130,137,29,55,12,36,8
476,340461476,1000,996,1369.32,58.1965,3969,538,411,1052,696,456,81,124,66,148,125,134,29,52,12,36,9
477,340461476,1000,994,1098.6,58.9791,3971,540,411,1049,700,454,79,122,68,148,127,135,30,52,11,36,9
478,340461476,1000,994,1440.16,57.5082,3914,535,404,1028,687,449,78,121,68,148,124,134,30,52,11,36,9
479,340461476,1000,994,1128.67,58.7068,3937,547,404,1031,685,450,77,124,68,152,127,134,29,52,11,37,9
480,340461476,1000,994,1251.1,56.1109,3945,557,407,1028,686,445,81,126,69,150,123,135,29,52,11,37,9
481,340461476,1000,995,1009.37,58.6426,3926,545,406,1022,684,443,81,127,70,151,124,135,29,53,10,37,9
482,340461476,1000,997,1045.06,55.4014,3933,552,408,1021,679,447,82,126,69,149,126,136,29,53,10,37,9
483,340461476,1000,996,905.124,58.8656,3929,553,402,1030,677,444,81,125,69,149,127,135,28,53,10,37,9
484,340461476,1000,996,956.701,55.6187,3894,538,397,1025,673,438,81,125,69,149,128,133,28,54,10,37,9
485,340461476,1000,996,937.711,61.9812,3920,546,390,1035,671,442,89,125,69,147,137,132,27,54,10,37,9
486,340461476,1000,994,983.131,59.3615,3929,546,390,1044,670,449,85,126,69,148,134,131,27,54,10,37,9
487,340461476,1000,995,1079.89,68.8564,3887,535,388,1032,661,446,84,126,69,145,133,132,27,53,10,37,9
488,340461476,1000,995,1000.21,67.4688,3902,534,390,1042,661,449,85,126,68,143,134,134,27,53,10,37,9
489,340461476,1000,995,1089.37,75.7827,3901,535,390,1036,659,454,84,124,68,143,136,134,29,53,10,37,9
490,340461476,1000,995,1089.47,73.9578,3870,529,385,1035,651,452,82,125,67,142,133,133,29,51,10,37,9
491,340461476,1000,995,991.559,76.7889,3872,527,384,1034,651,453,82,125,65,139,141,133,29,54,10,36,9
492,340461476,1000,994,1153.34,73.3967,3877,528,389,1037,645,454,82,124,65,137,144,133,28,55,10,37,9
