
Time,NodeID,TRANSITORY_M_Before_50,TRANSITORY_M_Before_85,TRANSITORY_M_After_50,TRANSITORY_M_After_85,TRANSITORY_F_Before_50,TRANSITORY_F_Before_85,TRANSITORY_F_After_50,TRANSITORY_F_After_85,INFORMAL_M_Before_40,INFORMAL_M_Before_65,INFORMAL_M_Before_90,INFORMAL_M_After_40,INFORMAL_M_After_65,INFORMAL_M_After_90,INFORMAL_F_Before_40,INFORMAL_F_Before_65,INFORMAL_F_Before_90,INFORMAL_F_After_40,INFORMAL_F_After_65,INFORMAL_F_After_90,MARITAL_M_Before_100,MARITAL_M_After_100,MARITAL_F_Before_100,MARITAL_F_After_100,COMMERCIAL_M_Before_50,COMMERCIAL_M_Before_85,COMMERCIAL_M_After_50,COMMERCIAL_M_After_85,COMMERCIAL_F_Before_50,COMMERCIAL_F_Before_85,COMMERCIAL_F_After_50,COMMERCIAL_F_After_85,TRANSITORY_LOW_M_50,TRANSITORY_LOW_M_85,TRANSITORY_LOW_F_50,TRANSITORY_LOW_F_85,TRANSITORY_HIGH_M_50,TRANSITORY_HIGH_M_85,TRANSITORY_HIGH_F_50,TRANSITORY_HIGH_F_85,INFORMAL_LOW_M_40,INFORMAL_LOW_M_65,INFORMAL_LOW_M_90,INFORMAL_LOW_F_40,INFORMAL_LOW_F_65,INFORMAL_LOW_F_90,INFORMAL_HIGH_M_40,INFORMAL_HIGH_M_65,INFORMAL_HIGH_M_90,INFORMAL_HIGH_F_40,INFORMAL_HIGH_F_65,INFORMAL_HIGH_F_90,MARITAL_LOW_M_100,MARITAL_LOW_F_100,MARITAL_HIGH_M_100,MARITAL_HIGH_F_100,COMMERCIAL_LOW_M_50,COMMERCIAL_LOW_M_85,COMMERCIAL_LOW_F_50,COMMERCIAL_LOW_F_85,COMMERCIAL_HIGH_M_50,COMMERCIAL_HIGH_M_85,COMMERCIAL_HIGH_F_50,COMMERCIAL_HIGH_F_85,desired_flow_TRANSITORY_M_50,desired_flow_TRANSITORY_M_85,desired_flow_TRANSITORY_F_50,desired_flow_TRANSITORY_F_85,desired_flow_INFORMAL_M_40,desired_flow_INFORMAL_M_65,desired_flow_INFORMAL_M_90,desired_flow_INFORMAL_F_40,desired_flow_INFORMAL_F_65,desired_flow_INFORMAL_F_90,desired_flow_MARITAL_M_100,desired_flow_MARITAL_F_100,desired_flow_COMMERCIAL_M_50,desired_flow_COMMERCIAL_M_85,desired_flow_COMMERCIAL_F_50,desired_flow_COMMERCIAL_F_85
1244,1,448,10,433,0,452,15,442,0,44,530,3,37,522,0,521,7,8,518,0,0,25,19,6,0,0,0,0,0,0,0,0,0,0.00150919,0.00150919,0.00131811,0.00131811,0.00150919,0.00150919,0.00131811,0.00131811,0.000553596,0.000553596,0.000553596,0.000522491,0.000522491,0.000522491,0.000553596,0.000553596,0.000553596,0.000522491,0.000522491,0.000522491,9.90148e-05,8.47419e-05,9.90148e-05,8.47419e-05,0,0,0,0,0,0,0,0,2.24869,2.24869,2.24869,2.24869,0.781124,0.781124,0.781124,0.781124,0.781124,0.781124,0.149908,0.149908,0,0,0,0
1245,1,444,18,429,0,454,15,436,0,40,524,3,32,520,0,525,8,4,522,0,0,25,19,6,0,0,0,0,0,0,0,0,0,0.00150826,0.00150826,0.00132017,0.00132017,0.00150826,0.00150826,0.00132017,0.00132017,0.000553154,0.000553154,0.000553154,0.000523573,0.000523573,0.000523573,0.000553154,0.000553154,0.000553154,0.000523573,0.000523573,0.000523573,9.89594e-05,8.47825e-05,9.89594e-05,8.47825e-05,0,0,0,0,0,0,0,0,2.25486,2.25486,2.25486,2.25486,0.783266,0.783266,0.783266,0.783266,0.783266,0.783266,0.150319,0.150319,0,0,0,0
1246,1,444,18,429,0,454,15,436,0,40,524,3,32,520,0,525,8,4,522,0,0,25,19,6,0,0,0,0,0,0,0,0,0,0.00151229,0.00151229,0.00132072,0.00132072,0.00151229,0.00151229,0.00132072,0.00132072,0.00055461,0.00055461,0.00055461,0.000524271,0.000524271,0.000524271,0.00055461,0.00055461,0.00055461,0.000524271,0.000524271,0.000524271,9.90943e-05,8.46836e-05,9.90943e-05,8.46836e-05,0,0,0,0,0,0,0,0,2.26239,2.26239,2.26239,2.26239,0.785883,0.785883,0.785883,0.785883,0.785883,0.785883,0.150822,0.150822,0,0,0,0
1247,1,444,18,429,0,454,15,436,0,40,524,3,32,520,0,525,8,4,522,0,0,25,19,6,0,0,0,0,0,0,0,0,0,0.00151727,0.00151727,0.00131921,0.00131921,0.00151727,0.00151727,0.00131921,0.00131921,0.000557701,0.000557701,0.000557701,0.00052389,0.00052389,0.00052389,0.000557701,0.000557701,0.000557701,0.00052389,0.00052389,0.00052389,9.93502e-05,8.44977e-05,9.93502e-05,8.44977e-05,0,0,0,0,0,0,0,0,2.26376,2.26376,2.26376,2.26376,0.786359,0.786359,0.786359,0.786359,0.786359,0.786359,0.150913,0.150913,0,0,0,0
1248,1,444,18,429,0,454,15,436,0,40,524,3,32,520,0,525,8,4,522,0,0,25,19,6,0,0,0,0,0,0,0,0,0,0.00151562,0.00151562,0.00131755,0.00131755,0.00151562,0.00151562,0.00131755,0.00131755,0.000557141,0.000557141,0.000557141,0.00052297,0.00052297,0.00052297,0.000557141,0.000557141,0.000557141,0.00052297,0.00052297,0.00052297,9.9437e-05,8.4435e-05,9.9437e-05,8.4435e-05,0,0,0,0,0,0,0,0,2.25828,2.25828,2.25828,2.25828,0.784455,0.784455,0.784455,0.784455,0.784455,0.784455,0.150548,0.150548,0,0,0,0
1249,1,444,18,429,0,454,15,436,0,40,524,3,32,520,0,525,8,4,522,0,0,25,19,6,0,0,0,0,0,0,0,0,0,0.00151796,0.00151796,0.00131669,0.00131669,0.00151796,0.00151796,0.00131669,0.00131669,0.000558109,0.000558109,0.000558109,0.000522367,0.000522367,0.000522367,0.000558109,0.000558109,0.000558109,0.000522367,0.000522367,0.000522367,9.93873e-05,8.44708e-05,9.93873e-05,8.44708e-05,0,0,0,0,0,0,0,0,2.25417,2.25417,2.25417,2.25417,0.783028,0.783028,0.783028,0.783028,0.783028,0.783028,0.150274,0.150274,0,0,0,0
1250,1,444,18,429,0,454,15,436,0,40,524,3,32,520,0,525,8,4,522,0,0,25,19,6,0,0,0,0,0,0,0,0,0,0.00151483,0.00151483,0.00131616,0.00131616,0.00151483,0.00151483,0.00131616,0.00131616,0.000556583,0.000556583,0.000556583,0.000521983,0.000521983,0.000521983,0.000556583,0.000556583,0.000556583,0.000521983,0.000521983,0.000521983,9.93784e-05,8.44773e-05,9.93784e-05,8.44773e-05,0,0,0,0,0,0,0,0,2.24801,2.24801,2.24801,2.24801,0.780886,0.780886,0.780886,0.780886,0.780886,0.780886,0.149863,0.149863,0,0,0,0
1251,1,444,18,429,0,454,15,436,0,40,524,3,32,520,0,525,8,4,522,0,0,25,19,6,0,0,0,0,0,0,0,0,0,0.00151298,0.00151298,0.00131456,0.00131456,0.00151298,0.00151298,0.00131456,0.00131456,0.000555509,0.000555509,0.000555509,0.000520998,0.000520998,0.000520998,0.000555509,0.000555509,0.000555509,0.000520998,0.000520998,0.000520998,9.95213e-05,8.43743e-05,9.95213e-05,8.43743e-05,0,0,0,0,0,0,0,0,2.24527,2.24527,2.24527,2.24527,0.779935,0.779935,0.779935,0.779935,0.779935,0.779935,0.14968,0.14968,0,0,0,0
1252,1,446,18,430,0,450,16,432,0,43,522,3,40,518,0,531,3,4,528,0,0,25,19,6,0,0,0,0,0,0,0,0,0,0.00151493,0.00151493,0.00131459,0.00131459,0.00151493,0.00151493,0.00131459,0.00131459,0.000556244,0.000556244,0.000556244,0.000521665,0.000521665,0.000521665,0.000556244,0.000556244,0.000556244,0.000521665,0.000521665,0.000521665,9.94498e-05,8.44258e-05,9.94498e-05,8.44258e-05,0,0,0,0,0,0,0,0,2.24664,2.24664,2.24664,2.24664,0.78041,0.78041,0.78041,0.78041,0.78041,0.78041,0.149771,0.149771,0,0,0,0
1253,1,446,18,430,0,450,16,432,0,43,522,3,40,518,0,531,3,4,528,0,0,25,19,6,0,0,0,0,0,0,0,0,0,0.00151454,0.00151454,0.00131626,0.00131626,0.00151454,0.00151454,0.00131626,0.00131626,0.000556016,0.000556016,0.000556016,0.000522588,0.000522588,0.000522588,0.000556016,0.000556016,0.000556016,0.000522588,0.000522588,0.000522588,9.93624e-05,8.44888e-05,9.93624e-05,8.44888e-05,0,0,0,0,0,0,0,0,2.25212,2.25212,2.25212,2.25212,0.782314,0.782314,0.782314,0.782314,0.782314,0.782314,0.150137,0.150137,0,0,0,0
1254,1,446,18,430,0,450,16,432,0,43,522,3,40,518,0,531,3,4,528,0,0,25,19,6,0,0,0,0,0,0,0,0,0,0.00151441,0.00151441,0.00131915,0.00131915,0.00151441,0.00151441,0.00131915,0.00131915,0.000556237,0.000556237,0.000556237,0.000524304,0.000524304,0.000524304,0.000556237,0.000556237,0.000556237,0.000524304,0.000524304,0.000524304,9.94263e-05,8.44427e-05,9.94263e-05,8.44427e-05,0,0,0,0,0,0,0,0,2.26102,2.26102,2.26102,2.26102,0.785407,0.785407,0.785407,0.785407,0.785407,0.785407,0.15073,0.15073,0,0,0,0
1255,1,446,18,430,0,450,16,432,0,43,522,3,40,518,0,531,3,4,528,0,0,25,19,6,0,0,0,0,0,0,0,0,0,0.00151109,0.00151109,0.00132852,0.00132852,0.00151109,0.00151109,0.00132852,0.00132852,0.000554499,0.000554499,0.000554499,0.000527369,0.000527369,0.000527369,0.000554499,0.000554499,0.000554499,0.000527369,0.000527369,0.000527369,9.91492e-05,8.46436e-05,9.91492e-05,8.46436e-05,0,0,0,0,0,0,0,0,2.26513,2.26513,2.26513,2.26513,0.786835,0.786835,0.786835,0.786835,0.786835,0.786835,0.151004,0.151004,0,0,0,0
1256,1,446,18,430,0,450,16,432,0,43,522,3,40,518,0,531,3,4,528,0,0,25,19,6,0,0,0,0,0,0,0,0,0,0.0015089,0.0015089,0.00132961,0.00132961,0.0015089,0.0015089,0.00132961,0.00132961,0.000554107,0.000554107,0.000554107,0.000527667,0.000527667,0.000527667,0.000554107,0.000554107,0.000554107,0.000527667,0.000527667,0.000527667,9.90043e-05,8.47495e-05,9.90043e-05,8.47495e-05,0,0,0,0,0,0,0,0,2.26033,2.26033,2.26033,2.26033,0.785169,0.785169,0.785169,0.785169,0.785169,0.785169,0.150685,0.150685,0,0,0,0
1257,1,446,18,430,0,450,16,432,0,43,522,3,40,518,0,531,3,4,528,0,0,25,19,6,0,0,0,0,0,0,0,0,0,0.0015068,0.0015068,0.00132676,0.00132676,0.0015068,0.0015068,0.00132676,0.00132676,0.000552986,0.000552986,0.000552986,0.000526582,0.000526582,0.000526582,0.000552986,0.000552986,0.000552986,0.000526582,0.000526582,0.000526582,9.88642e-05,8.48524e-05,9.88642e-05,8.48524e-05,0,0,0,0,0,0,0,0,2.25417,2.25417,2.25417,2.25417,0.783028,0.783028,0.783028,0.783028,0.783028,0.783028,0.150274,0.150274,0,0,0,0
1258,1,446,18,430,0,450,16,432,0,43,522,3,40,518,0,531,3,4,528,0,0,25,19,6,0,0,0,0,0,0,0,0,0,0.00151092,0.00151092,0.00132727,0.00132727,0.00151092,0.00151092,0.00132727,0.00132727,0.00055489,0.00055489,0.00055489,0.000526606,0.000526606,0.000526606,0.00055489,0.00055489,0.00055489,0.000526606,0.000526606,0.000526606,9.90043e-05,8.47495e-05,9.90043e-05,8.47495e-05,0,0,0,0,0,0,0,0,2.26033,2.26033,2.26033,2.26033,0.785169,0.785169,0.785169,0.785169,0.785169,0.785169,0.150685,0.150685,0,0,0,0
1259,1,444,10,429,0,449,15,439,0,46,525,2,43,520,0,533,3,4,530,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00151212,0.00151212,0.00132644,0.00132644,0.00151212,0.00151212,0.00132644,0.00132644,0.000555788,0.000555788,0.000555788,0.00052632,0.00052632,0.00052632,0.000555788,0.000555788,0.000555788,0.00052632,0.00052632,0.00052632,9.90144e-05,8.47421e-05,9.90144e-05,8.47421e-05,0,0,0,0,0,0,0,0,2.2576,2.2576,2.2576,2.2576,0.784217,0.784217,0.784217,0.784217,0.784217,0.784217,0.150502,0.150502,0,0,0,0
1260,1,444,10,429,0,449,15,439,0,46,525,2,43,520,0,533,3,4,530,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00151763,0.00151763,0.00132659,0.00132659,0.00151763,0.00151763,0.00132659,0.00132659,0.000557417,0.000557417,0.000557417,0.000526822,0.000526822,0.000526822,0.000557417,0.000557417,0.000557417,0.000526822,0.000526822,0.000526822,9.90491e-05,8.47167e-05,9.90491e-05,8.47167e-05,0,0,0,0,0,0,0,0,2.26581,2.26581,2.26581,2.26581,0.787072,0.787072,0.787072,0.787072,0.787072,0.787072,0.15105,0.15105,0,0,0,0
1261,1,444,10,429,0,449,15,439,0,46,525,2,43,520,0,533,3,4,530,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00151422,0.00151422,0.00132694,0.00132694,0.00151422,0.00151422,0.00132694,0.00132694,0.000556517,0.000556517,0.000556517,0.000526345,0.000526345,0.000526345,0.000556517,0.000556517,0.000556517,0.000526345,0.000526345,0.000526345,9.91543e-05,8.46399e-05,9.91543e-05,8.46399e-05,0,0,0,0,0,0,0,0,2.26376,2.26376,2.26376,2.26376,0.786359,0.786359,0.786359,0.786359,0.786359,0.786359,0.150913,0.150913,0,0,0,0
1262,1,444,10,429,0,449,15,439,0,46,525,2,43,520,0,533,3,4,530,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00151439,0.00151439,0.00132897,0.00132897,0.00151439,0.00151439,0.00132897,0.00132897,0.000556908,0.000556908,0.000556908,0.000527106,0.000527106,0.000527106,0.000556908,0.000556908,0.000556908,0.000527106,0.000527106,0.000527106,9.91039e-05,8.46767e-05,9.91039e-05,8.46767e-05,0,0,0,0,0,0,0,0,2.26855,2.26855,2.26855,2.26855,0.788024,0.788024,0.788024,0.788024,0.788024,0.788024,0.151233,0.151233,0,0,0,0
1263,1,444,10,429,0,449,15,439,0,46,525,2,43,520,0,533,3,4,530,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00151779,0.00151779,0.00132862,0.00132862,0.00151779,0.00151779,0.00132862,0.00132862,0.000557412,0.000557412,0.000557412,0.000526879,0.000526879,0.000526879,0.000557412,0.000557412,0.000557412,0.000526879,0.000526879,0.000526879,9.91937e-05,8.46113e-05,9.91937e-05,8.46113e-05,0,0,0,0,0,0,0,0,2.27061,2.27061,2.27061,2.27061,0.788738,0.788738,0.788738,0.788738,0.788738,0.788738,0.15137,0.15137,0,0,0,0
1264,1,444,10,429,0,449,15,439,0,46,525,2,43,520,0,533,3,4,530,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00151596,0.00151596,0.00132546,0.00132546,0.00151596,0.00151596,0.00132546,0.00132546,0.000557133,0.000557133,0.000557133,0.000525541,0.000525541,0.000525541,0.000557133,0.000557133,0.000557133,0.000525541,0.000525541,0.000525541,9.92691e-05,8.45564e-05,9.92691e-05,8.45564e-05,0,0,0,0,0,0,0,0,2.26787,2.26787,2.26787,2.26787,0.787786,0.787786,0.787786,0.787786,0.787786,0.787786,0.151187,0.151187,0,0,0,0
1265,1,444,10,429,0,449,15,439,0,46,525,2,43,520,0,533,3,4,530,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00151749,0.00151749,0.00132792,0.00132792,0.00151749,0.00151749,0.00132792,0.00132792,0.000558027,0.000558027,0.000558027,0.000526076,0.000526076,0.000526076,0.000558027,0.000558027,0.000558027,0.000526076,0.000526076,0.000526076,9.91134e-05,8.46697e-05,9.91134e-05,8.46697e-05,0,0,0,0,0,0,0,0,2.27472,2.27472,2.27472,2.27472,0.790166,0.790166,0.790166,0.790166,0.790166,0.790166,0.151643,0.151643,0,0,0,0
1266,1,442,20,432,0,462,10,442,0,47,527,7,41,520,0,531,6,7,524,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.0015187,0.0015187,0.00132709,0.00132709,0.0015187,0.0015187,0.00132709,0.00132709,0.000558143,0.000558143,0.000558143,0.000525792,0.000525792,0.000525792,0.000558143,0.000558143,0.000558143,0.000525792,0.000525792,0.000525792,9.91236e-05,8.46623e-05,9.91236e-05,8.46623e-05,0,0,0,0,0,0,0,0,2.27198,2.27198,2.27198,2.27198,0.789214,0.789214,0.789214,0.789214,0.789214,0.789214,0.151461,0.151461,0,0,0,0
1267,1,442,20,432,0,462,10,442,0,47,527,7,41,520,0,531,6,7,524,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00151687,0.00151687,0.00132704,0.00132704,0.00151687,0.00151687,0.00132704,0.00132704,0.000557076,0.000557076,0.000557076,0.000525158,0.000525158,0.000525158,0.000557076,0.000557076,0.000557076,0.000525158,0.000525158,0.000525158,9.91338e-05,8.46549e-05,9.91338e-05,8.46549e-05,0,0,0,0,0,0,0,0,2.26924,2.26924,2.26924,2.26924,0.788262,0.788262,0.788262,0.788262,0.788262,0.788262,0.151278,0.151278,0,0,0,0
1268,1,442,20,432,0,462,10,442,0,47,527,7,41,520,0,531,6,7,524,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00151687,0.00151687,0.00132704,0.00132704,0.00151687,0.00151687,0.00132704,0.00132704,0.000557076,0.000557076,0.000557076,0.000525158,0.000525158,0.000525158,0.000557076,0.000557076,0.000557076,0.000525158,0.000525158,0.000525158,9.93291e-05,8.4513e-05,9.93291e-05,8.4513e-05,0,0,0,0,0,0,0,0,2.26924,2.26924,2.26924,2.26924,0.788262,0.788262,0.788262,0.788262,0.788262,0.788262,0.151278,0.151278,0,0,0,0
1269,1,442,20,432,0,462,10,442,0,47,527,7,41,520,0,531,6,7,524,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00151769,0.00151769,0.0013302,0.0013302,0.00151769,0.00151769,0.0013302,0.0013302,0.000557748,0.000557748,0.000557748,0.000527197,0.000527197,0.000527197,0.000557748,0.000557748,0.000557748,0.000527197,0.000527197,0.000527197,9.93186e-05,8.45206e-05,9.93186e-05,8.45206e-05,0,0,0,0,0,0,0,0,2.27198,2.27198,2.27198,2.27198,0.789214,0.789214,0.789214,0.789214,0.789214,0.789214,0.151461,0.151461,0,0,0,0
1270,1,442,20,432,0,462,10,442,0,47,527,7,41,520,0,531,6,7,524,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.0015153,0.0015153,0.00133055,0.00133055,0.0015153,0.0015153,0.00133055,0.00133055,0.000557244,0.000557244,0.000557244,0.000527425,0.000527425,0.000527425,0.000557244,0.000557244,0.000557244,0.000527425,0.000527425,0.000527425,9.92288e-05,8.45857e-05,9.92288e-05,8.45857e-05,0,0,0,0,0,0,0,0,2.26992,2.26992,2.26992,2.26992,0.7885,0.7885,0.7885,0.7885,0.7885,0.7885,0.151324,0.151324,0,0,0,0
1271,1,442,20,432,0,462,10,442,0,47,527,7,41,520,0,531,6,7,524,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00151703,0.00151703,0.0013314,0.0013314,0.00151703,0.00151703,0.0013314,0.0013314,0.000557858,0.000557858,0.000557858,0.00052838,0.00052838,0.00052838,0.000557858,0.000557858,0.000557858,0.00052838,0.00052838,0.00052838,9.92782e-05,8.45498e-05,9.92782e-05,8.45498e-05,0,0,0,0,0,0,0,0,2.27403,2.27403,2.27403,2.27403,0.789928,0.789928,0.789928,0.789928,0.789928,0.789928,0.151598,0.151598,0,0,0,0
1272,1,442,20,432,0,462,10,442,0,47,527,7,41,520,0,531,6,7,524,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00151912,0.00151912,0.00133579,0.00133579,0.00151912,0.00151912,0.00133579,0.00133579,0.000558976,0.000558976,0.000558976,0.000529458,0.000529458,0.000529458,0.000558976,0.000558976,0.000558976,0.000529458,0.000529458,0.000529458,9.92225e-05,8.45903e-05,9.92225e-05,8.45903e-05,0,0,0,0,0,0,0,0,2.2802,2.2802,2.2802,2.2802,0.792069,0.792069,0.792069,0.792069,0.792069,0.792069,0.152009,0.152009,0,0,0,0
1273,1,453,11,439,0,456,14,445,0,50,523,6,47,520,0,529,3,3,523,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00151872,0.00151872,0.00133587,0.00133587,0.00151872,0.00151872,0.00133587,0.00133587,0.000558349,0.000558349,0.000558349,0.000530376,0.000530376,0.000530376,0.000558349,0.000558349,0.000558349,0.000530376,0.000530376,0.000530376,9.93312e-05,8.45114e-05,9.93312e-05,8.45114e-05,0,0,0,0,0,0,0,0,2.28568,2.28568,2.28568,2.28568,0.793972,0.793972,0.793972,0.793972,0.793972,0.793972,0.152374,0.152374,0,0,0,0
1274,1,453,11,439,0,456,14,445,0,50,523,6,47,520,0,529,3,3,523,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.0015157,0.0015157,0.00133744,0.00133744,0.0015157,0.0015157,0.00133744,0.00133744,0.000557565,0.000557565,0.000557565,0.00053073,0.00053073,0.00053073,0.000557565,0.000557565,0.000557565,0.00053073,0.00053073,0.00053073,9.92665e-05,8.45583e-05,9.92665e-05,8.45583e-05,0,0,0,0,0,0,0,0,2.28568,2.28568,2.28568,2.28568,0.793972,0.793972,0.793972,0.793972,0.793972,0.793972,0.152374,0.152374,0,0,0,0
1275,1,453,11,439,0,456,14,445,0,50,523,6,47,520,0,529,3,3,523,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00151107,0.00151107,0.00133658,0.00133658,0.00151107,0.00151107,0.00133658,0.00133658,0.000555838,0.000555838,0.000555838,0.000530522,0.000530522,0.000530522,0.000555838,0.000555838,0.000555838,0.000530522,0.000530522,0.000530522,9.91577e-05,8.46374e-05,9.91577e-05,8.46374e-05,0,0,0,0,0,0,0,0,2.2802,2.2802,2.2802,2.2802,0.792069,0.792069,0.792069,0.792069,0.792069,0.792069,0.152009,0.152009,0,0,0,0
1276,1,453,11,439,0,456,14,445,0,50,523,6,47,520,0,529,3,3,523,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00150816,0.00150816,0.00133734,0.00133734,0.00150816,0.00150816,0.00133734,0.00133734,0.000554725,0.000554725,0.000554725,0.000530914,0.000530914,0.000530914,0.000554725,0.000554725,0.000554725,0.000530914,0.000530914,0.000530914,9.8969e-05,8.47754e-05,9.8969e-05,8.47754e-05,0,0,0,0,0,0,0,0,2.27883,2.27883,2.27883,2.27883,0.791593,0.791593,0.791593,0.791593,0.791593,0.791593,0.151917,0.151917,0,0,0,0
1277,1,453,11,439,0,456,14,445,0,50,523,6,47,520,0,529,3,3,523,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00150897,0.00150897,0.00133738,0.00133738,0.00150897,0.00150897,0.00133738,0.00133738,0.000555003,0.000555003,0.000555003,0.00053084,0.00053084,0.00053084,0.000555003,0.000555003,0.000555003,0.00053084,0.00053084,0.00053084,9.90235e-05,8.47354e-05,9.90235e-05,8.47354e-05,0,0,0,0,0,0,0,0,2.28157,2.28157,2.28157,2.28157,0.792545,0.792545,0.792545,0.792545,0.792545,0.792545,0.1521,0.1521,0,0,0,0
1278,1,453,11,439,0,456,14,445,0,50,523,6,47,520,0,529,3,3,523,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00150897,0.00150897,0.00133738,0.00133738,0.00150897,0.00150897,0.00133738,0.00133738,0.000555392,0.000555392,0.000555392,0.00053084,0.00053084,0.00053084,0.000555392,0.000555392,0.000555392,0.00053084,0.00053084,0.00053084,9.88947e-05,8.483e-05,9.88947e-05,8.483e-05,0,0,0,0,0,0,0,0,2.28157,2.28157,2.28157,2.28157,0.792545,0.792545,0.792545,0.792545,0.792545,0.792545,0.1521,0.1521,0,0,0,0
1279,1,453,11,439,0,456,14,445,0,50,523,6,47,520,0,529,3,3,523,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00150662,0.00150662,0.00133853,0.00133853,0.00150662,0.00150662,0.00133853,0.00133853,0.000554504,0.000554504,0.000554504,0.00053143,0.00053143,0.00053143,0.000554504,0.000554504,0.000554504,0.00053143,0.00053143,0.00053143,9.88057e-05,8.48956e-05,9.88057e-05,8.48956e-05,0,0,0,0,0,0,0,0,2.27951,2.27951,2.27951,2.27951,0.791831,0.791831,0.791831,0.791831,0.791831,0.791831,0.151963,0.151963,0,0,0,0
1280,1,452,12,438,0,465,14,453,0,50,523,3,45,516,0,527,4,8,524,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00150779,0.00150779,0.00134134,0.00134134,0.00150779,0.00150779,0.00134134,0.00134134,0.000554893,0.000554893,0.000554893,0.000532906,0.000532906,0.000532906,0.000554893,0.000554893,0.000554893,0.000532906,0.000532906,0.000532906,9.87567e-05,8.49318e-05,9.87567e-05,8.49318e-05,0,0,0,0,0,0,0,0,2.28431,2.28431,2.28431,2.28431,0.793497,0.793497,0.793497,0.793497,0.793497,0.793497,0.152283,0.152283,0,0,0,0
1281,1,452,12,438,0,465,14,453,0,50,523,3,45,516,0,527,4,8,524,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00150707,0.00150707,0.00134208,0.00134208,0.00150707,0.00150707,0.00134208,0.00134208,0.00055467,0.00055467,0.00055467,0.000533021,0.000533021,0.000533021,0.00055467,0.00055467,0.00055467,0.000533021,0.000533021,0.000533021,9.8707e-05,8.49686e-05,9.8707e-05,8.49686e-05,0,0,0,0,0,0,0,0,2.2802,2.2802,2.2802,2.2802,0.792069,0.792069,0.792069,0.792069,0.792069,0.792069,0.152009,0.152009,0,0,0,0
1282,1,452,12,438,0,465,14,453,0,50,523,3,45,516,0,527,4,8,524,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00150716,0.00150716,0.00134286,0.00134286,0.00150716,0.00150716,0.00134286,0.00134286,0.000555114,0.000555114,0.000555114,0.000533059,0.000533059,0.000533059,0.000555114,0.000555114,0.000555114,0.000533059,0.000533059,0.000533059,9.85198e-05,8.51078e-05,9.85198e-05,8.51078e-05,0,0,0,0,0,0,0,0,2.27883,2.27883,2.27883,2.27883,0.791593,0.791593,0.791593,0.791593,0.791593,0.791593,0.151917,0.151917,0,0,0,0
1283,1,452,12,438,0,465,14,453,0,50,523,3,45,516,0,527,4,8,524,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.0015049,0.0015049,0.00134401,0.00134401,0.0015049,0.0015049,0.00134401,0.00134401,0.000553892,0.000553892,0.000553892,0.000532617,0.000532617,0.000532617,0.000553892,0.000553892,0.000553892,0.000532617,0.000532617,0.000532617,9.84355e-05,8.51708e-05,9.84355e-05,8.51708e-05,0,0,0,0,0,0,0,0,2.2754,2.2754,2.2754,2.2754,0.790403,0.790403,0.790403,0.790403,0.790403,0.790403,0.151689,0.151689,0,0,0,0
1284,1,452,12,438,0,465,14,453,0,50,523,3,45,516,0,527,4,8,524,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00150671,0.00150671,0.00134404,0.00134404,0.00150671,0.00150671,0.00134404,0.00134404,0.00055417,0.00055417,0.00055417,0.000532899,0.000532899,0.000532899,0.00055417,0.00055417,0.00055417,0.000532899,0.000532899,0.000532899,9.85541e-05,8.50822e-05,9.85541e-05,8.50822e-05,0,0,0,0,0,0,0,0,2.27814,2.27814,2.27814,2.27814,0.791355,0.791355,0.791355,0.791355,0.791355,0.791355,0.151872,0.151872,0,0,0,0
