
Time,NodeID,TRANSITORY_M_Before_50,TRANSITORY_M_Before_85,TRANSITORY_M_After_50,TRANSITORY_M_After_85,TRANSITORY_F_Before_50,TRANSITORY_F_Before_85,TRANSITORY_F_After_50,TRANSITORY_F_After_85,INFORMAL_M_Before_40,INFORMAL_M_Before_65,INFORMAL_M_Before_90,INFORMAL_M_After_40,INFORMAL_M_After_65,INFORMAL_M_After_90,INFORMAL_F_Before_40,INFORMAL_F_Before_65,INFORMAL_F_Before_90,INFORMAL_F_After_40,INFORMAL_F_After_65,INFORMAL_F_After_90,MARITAL_M_Before_100,MARITAL_M_After_100,MARITAL_F_Before_100,MARITAL_F_After_100,COMMERCIAL_M_Before_50,COMMERCIAL_M_Before_85,COMMERCIAL_M_After_50,COMMERCIAL_M_After_85,COMMERCIAL_F_Before_50,COMMERCIAL_F_Before_85,COMMERCIAL_F_After_50,COMMERCIAL_F_After_85,TRANSITORY_LOW_M_50,TRANSITORY_LOW_M_85,TRANSITORY_LOW_F_50,TRANSITORY_LOW_F_85,TRANSITORY_HIGH_M_50,TRANSITORY_HIGH_M_85,TRANSITORY_HIGH_F_50,TRANSITORY_HIGH_F_85,INFORMAL_LOW_M_40,INFORMAL_LOW_M_65,INFORMAL_LOW_M_90,INFORMAL_LOW_F_40,INFORMAL_LOW_F_65,INFORMAL_LOW_F_90,INFORMAL_HIGH_M_40,INFORMAL_HIGH_M_65,INFORMAL_HIGH_M_90,INFORMAL_HIGH_F_40,INFORMAL_HIGH_F_65,INFORMAL_HIGH_F_90,MARITAL_LOW_M_100,MARITAL_LOW_F_100,MARITAL_HIGH_M_100,MARITAL_HIGH_F_100,COMMERCIAL_LOW_M_50,COMMERCIAL_LOW_M_85,COMMERCIAL_LOW_F_50,COMMERCIAL_LOW_F_85,COMMERCIAL_HIGH_M_50,COMMERCIAL_HIGH_M_85,COMMERCIAL_HIGH_F_50,COMMERCIAL_HIGH_F_85,desired_flow_TRANSITORY_M_50,desired_flow_TRANSITORY_M_85,desired_flow_TRANSITORY_F_50,desired_flow_TRANSITORY_F_85,desired_flow_INFORMAL_M_40,desired_flow_INFORMAL_M_65,desired_flow_INFORMAL_M_90,desired_flow_INFORMAL_F_40,desired_flow_INFORMAL_F_65,desired_flow_INFORMAL_F_90,desired_flow_MARITAL_M_100,desired_flow_MARITAL_F_100,desired_flow_COMMERCIAL_M_50,desired_flow_COMMERCIAL_M_85,desired_flow_COMMERCIAL_F_50,desired_flow_COMMERCIAL_F_85
30,1,67,49,23,0,53,44,4,0,14,13,15,0,0,0,21,15,34,6,1,21,16,1,15,0,0,0,0,0,0,0,0,0,0.00170875,0.00170875,0.00163439,0.00163439,0.00170875,0.00170875,0.00163439,0.00163439,0.000758505,0.000758505,0.000758505,0.000703224,0.000703224,0.000703224,0.000758505,0.000758505,0.000758505,0.000703224,0.000703224,0.000703224,9.30856e-05,8.96279e-05,9.30856e-05,8.96279e-05,0,0,0,0,0,0,0,0,5.97208,5.97208,5.97208,5.97208,2.07451,2.07451,2.07451,2.07451,2.07451,2.07451,0.398127,0.398127,0,0,0,0
31,1,67,49,23,0,53,44,4,0,14,13,15,0,0,0,21,15,34,6,1,21,16,1,15,0,0,0,0,0,0,0,0,0,0.0017054,0.0017054,0.00163188,0.00163188,0.0017054,0.0017054,0.00163188,0.00163188,0.000757344,0.000757344,0.000757344,0.00070174,0.00070174,0.00070174,0.000757344,0.000757344,0.000757344,0.00070174,0.00070174,0.00070174,9.30505e-05,8.96604e-05,9.30505e-05,8.96604e-05,0,0,0,0,0,0,0,0,5.94331,5.94331,5.94331,5.94331,2.06452,2.06452,2.06452,2.06452,2.06452,2.06452,0.396209,0.396209,0,0,0,0
32,1,67,49,23,0,53,44,4,0,14,13,15,0,0,0,21,15,34,6,1,21,16,1,15,0,0,0,0,0,0,0,0,0,0.0017036,0.0017036,0.00162862,0.00162862,0.0017036,0.0017036,0.00162862,0.00162862,0.000755485,0.000755485,0.000755485,0.000700419,0.000700419,0.000700419,0.000755485,0.000755485,0.000755485,0.000700419,0.000700419,0.000700419,9.30136e-05,8.96947e-05,9.30136e-05,8.96947e-05,0,0,0,0,0,0,0,0,5.92002,5.92002,5.92002,5.92002,2.05643,2.05643,2.05643,2.05643,2.05643,2.05643,0.394657,0.394657,0,0,0,0
33,1,67,49,23,0,53,44,4,0,14,13,15,0,0,0,21,15,34,6,1,21,16,1,15,0,0,0,0,0,0,0,0,0,0.00170249,0.00170249,0.00162598,0.00162598,0.00170249,0.00170249,0.00162598,0.00162598,0.000755097,0.000755097,0.000755097,0.00069989,0.00069989,0.00069989,0.000755097,0.000755097,0.000755097,0.00069989,0.00069989,0.00069989,9.29872e-05,8.97193e-05,9.29872e-05,8.97193e-05,0,0,0,0,0,0,0,0,5.89742,5.89742,5.89742,5.89742,2.04858,2.04858,2.04858,2.04858,2.04858,2.04858,0.39315,0.39315,0,0,0,0
34,1,67,34,24,0,46,43,12,0,11,26,13,0,0,0,21,12,33,8,1,7,16,1,15,0,0,0,0,0,0,0,0,0,0.00170244,0.00170244,0.001622,0.001622,0.00170244,0.00170244,0.001622,0.001622,0.000754928,0.000754928,0.000754928,0.000698069,0.000698069,0.000698069,0.000754928,0.000754928,0.000754928,0.000698069,0.000698069,0.000698069,9.315e-05,8.95682e-05,9.315e-05,8.95682e-05,0,0,0,0,0,0,0,0,5.87002,5.87002,5.87002,5.87002,2.03906,2.03906,2.03906,2.03906,2.03906,2.03906,0.391323,0.391323,0,0,0,0
35,1,67,34,24,0,46,43,12,0,11,26,13,0,0,0,21,12,33,8,1,7,16,1,15,0,0,0,0,0,0,0,0,0,0.00170053,0.00170053,0.00162002,0.00162002,0.00170053,0.00170053,0.00162002,0.00162002,0.000752828,0.000752828,0.000752828,0.000697302,0.000697302,0.000697302,0.000752828,0.000752828,0.000752828,0.000697302,0.000697302,0.000697302,9.32116e-05,8.95113e-05,9.32116e-05,8.95113e-05,0,0,0,0,0,0,0,0,5.85153,5.85153,5.85153,5.85153,2.03264,2.03264,2.03264,2.03264,2.03264,2.03264,0.39009,0.39009,0,0,0,0
36,1,67,34,24,0,46,43,12,0,11,26,13,0,0,0,21,12,33,8,1,7,16,1,15,0,0,0,0,0,0,0,0,0,0.0016984,0.0016984,0.0016187,0.0016187,0.0016984,0.0016984,0.0016187,0.0016187,0.000751312,0.000751312,0.000751312,0.000696281,0.000696281,0.000696281,0.000751312,0.000751312,0.000751312,0.000696281,0.000696281,0.000696281,9.31855e-05,8.95354e-05,9.31855e-05,8.95354e-05,0,0,0,0,0,0,0,0,5.82892,5.82892,5.82892,5.82892,2.02478,2.02478,2.02478,2.02478,2.02478,2.02478,0.388584,0.388584,0,0,0,0
37,1,67,34,24,0,46,43,12,0,11,26,13,0,0,0,21,12,33,8,1,7,16,1,15,0,0,0,0,0,0,0,0,0,0.00169678,0.00169678,0.00161702,0.00161702,0.00169678,0.00169678,0.00161702,0.00161702,0.000751512,0.000751512,0.000751512,0.000695595,0.000695595,0.000695595,0.000751512,0.000751512,0.000751512,0.000695595,0.000695595,0.000695595,9.32019e-05,8.95203e-05,9.32019e-05,8.95203e-05,0,0,0,0,0,0,0,0,5.81317,5.81317,5.81317,5.81317,2.01931,2.01931,2.01931,2.01931,2.01931,2.01931,0.387533,0.387533,0,0,0,0
38,1,67,34,24,0,46,43,12,0,11,26,13,0,0,0,21,12,33,8,1,7,16,1,15,0,0,0,0,0,0,0,0,0,0.00169525,0.00169525,0.00161585,0.00161585,0.00169525,0.00169525,0.00161585,0.00161585,0.000750975,0.000750975,0.000750975,0.000695222,0.000695222,0.000695222,0.000750975,0.000750975,0.000750975,0.000695222,0.000695222,0.000695222,9.33088e-05,8.94219e-05,9.33088e-05,8.94219e-05,0,0,0,0,0,0,0,0,5.79605,5.79605,5.79605,5.79605,2.01336,2.01336,2.01336,2.01336,2.01336,2.01336,0.386392,0.386392,0,0,0,0
39,1,67,34,24,0,46,43,12,0,11,26,13,0,0,0,21,12,33,8,1,7,16,1,15,0,0,0,0,0,0,0,0,0,0.0016919,0.0016919,0.0016134,0.0016134,0.0016919,0.0016919,0.0016134,0.0016134,0.000749635,0.000749635,0.000749635,0.000693867,0.000693867,0.000693867,0.000749635,0.000749635,0.000749635,0.000693867,0.000693867,0.000693867,9.33623e-05,8.93728e-05,9.33623e-05,8.93728e-05,0,0,0,0,0,0,0,0,5.77276,5.77276,5.77276,5.77276,2.00527,2.00527,2.00527,2.00527,2.00527,2.00527,0.384839,0.384839,0,0,0,0
40,1,67,34,24,0,46,43,12,0,11,26,13,0,0,0,21,12,33,8,1,7,16,1,15,0,0,0,0,0,0,0,0,0,0.00168864,0.00168864,0.00161288,0.00161288,0.00168864,0.00168864,0.00161288,0.00161288,0.000747996,0.000747996,0.000747996,0.000693474,0.000693474,0.000693474,0.000747996,0.000747996,0.000747996,0.000693474,0.000693474,0.000693474,9.32905e-05,8.94387e-05,9.32905e-05,8.94387e-05,0,0,0,0,0,0,0,0,5.75152,5.75152,5.75152,5.75152,1.9979,1.9979,1.9979,1.9979,1.9979,1.9979,0.383424,0.383424,0,0,0,0
41,1,56,36,25,0,51,31,15,0,19,16,16,5,0,0,30,14,18,14,0,2,16,1,15,0,0,0,0,0,0,0,0,0,0.00168937,0.00168937,0.00161059,0.00161059,0.00168937,0.00168937,0.00161059,0.00161059,0.00074764,0.00074764,0.00074764,0.000692529,0.000692529,0.000692529,0.00074764,0.00074764,0.00074764,0.000692529,0.000692529,0.000692529,9.33651e-05,8.93703e-05,9.33651e-05,8.93703e-05,0,0,0,0,0,0,0,0,5.73372,5.73372,5.73372,5.73372,1.99171,1.99171,1.99171,1.99171,1.99171,1.99171,0.382237,0.382237,0,0,0,0
42,1,56,36,25,0,51,31,15,0,19,16,16,5,0,0,30,14,18,14,0,2,16,1,15,0,0,0,0,0,0,0,0,0,0.00168437,0.00168437,0.00160703,0.00160703,0.00168437,0.00168437,0.00160703,0.00160703,0.000745287,0.000745287,0.000745287,0.000691217,0.000691217,0.000691217,0.000745287,0.000745287,0.000745287,0.000691217,0.000691217,0.000691217,9.32611e-05,8.94657e-05,9.32611e-05,8.94657e-05,0,0,0,0,0,0,0,0,5.70495,5.70495,5.70495,5.70495,1.98172,1.98172,1.98172,1.98172,1.98172,1.98172,0.380319,0.380319,0,0,0,0
43,1,56,36,25,0,51,31,15,0,19,16,16,5,0,0,30,14,18,14,0,2,16,1,15,0,0,0,0,0,0,0,0,0,0.00168205,0.00168205,0.00160415,0.00160415,0.00168205,0.00168205,0.00160415,0.00160415,0.000744025,0.000744025,0.000744025,0.000690155,0.000690155,0.000690155,0.000744025,0.000744025,0.000744025,0.000690155,0.000690155,0.000690155,9.32238e-05,8.95001e-05,9.32238e-05,8.95001e-05,0,0,0,0,0,0,0,0,5.68029,5.68029,5.68029,5.68029,1.97315,1.97315,1.97315,1.97315,1.97315,1.97315,0.378675,0.378675,0,0,0,0
44,1,56,36,25,0,51,31,15,0,19,16,16,5,0,0,30,14,18,14,0,2,16,1,15,0,0,0,0,0,0,0,0,0,0.00167963,0.00167963,0.00160255,0.00160255,0.00167963,0.00167963,0.00160255,0.00160255,0.000742655,0.000742655,0.000742655,0.000689013,0.000689013,0.000689013,0.000742655,0.000742655,0.000742655,0.000689013,0.000689013,0.000689013,9.32318e-05,8.94928e-05,9.32318e-05,8.94928e-05,0,0,0,0,0,0,0,0,5.657,5.657,5.657,5.657,1.96506,1.96506,1.96506,1.96506,1.96506,1.96506,0.377122,0.377122,0,0,0,0
45,1,56,36,25,0,51,31,15,0,19,16,16,5,0,0,30,14,18,14,0,2,16,1,15,0,0,0,0,0,0,0,0,0,0.00167756,0.00167756,0.0016023,0.0016023,0.00167756,0.00167756,0.0016023,0.0016023,0.000741978,0.000741978,0.000741978,0.000687826,0.000687826,0.000687826,0.000741978,0.000741978,0.000741978,0.000687826,0.000687826,0.000687826,9.31672e-05,8.95523e-05,9.31672e-05,8.95523e-05,0,0,0,0,0,0,0,0,5.6433,5.6433,5.6433,5.6433,1.96031,1.96031,1.96031,1.96031,1.96031,1.96031,0.376209,0.376209,0,0,0,0
46,1,56,36,25,0,51,31,15,0,19,16,16,5,0,0,30,14,18,14,0,2,16,1,15,0,0,0,0,0,0,0,0,0,0.00167589,0.00167589,0.00159952,0.00159952,0.00167589,0.00167589,0.00159952,0.00159952,0.000742027,0.000742027,0.000742027,0.000686655,0.000686655,0.000686655,0.000742027,0.000742027,0.000742027,0.000686655,0.000686655,0.000686655,9.32692e-05,8.94582e-05,9.32692e-05,8.94582e-05,0,0,0,0,0,0,0,0,5.6159,5.6159,5.6159,5.6159,1.95079,1.95079,1.95079,1.95079,1.95079,1.95079,0.374383,0.374383,0,0,0,0
47,1,56,36,25,0,51,31,15,0,19,16,16,5,0,0,30,14,18,14,0,2,16,1,15,0,0,0,0,0,0,0,0,0,0.00167505,0.00167505,0.00159711,0.00159711,0.00167505,0.00167505,0.00159711,0.00159711,0.00074176,0.00074176,0.00074176,0.000684541,0.000684541,0.000684541,0.00074176,0.00074176,0.00074176,0.000684541,0.000684541,0.000684541,9.33118e-05,8.94191e-05,9.33118e-05,8.94191e-05,0,0,0,0,0,0,0,0,5.59467,5.59467,5.59467,5.59467,1.94341,1.94341,1.94341,1.94341,1.94341,1.94341,0.372967,0.372967,0,0,0,0
48,1,68,40,37,0,52,31,12,0,20,9,11,7,0,0,30,13,14,19,0,5,16,1,15,0,0,0,0,0,0,0,0,0,0.00167455,0.00167455,0.00159554,0.00159554,0.00167455,0.00167455,0.00159554,0.00159554,0.000741177,0.000741177,0.000741177,0.000684143,0.000684143,0.000684143,0.000741177,0.000741177,0.000741177,0.000684143,0.000684143,0.000684143,9.33876e-05,8.93497e-05,9.33876e-05,8.93497e-05,0,0,0,0,0,0,0,0,5.5796,5.5796,5.5796,5.5796,1.93818,1.93818,1.93818,1.93818,1.93818,1.93818,0.371963,0.371963,0,0,0,0
49,1,68,40,37,0,52,31,12,0,20,9,11,7,0,0,30,13,14,19,0,5,16,1,15,0,0,0,0,0,0,0,0,0,0.0016724,0.0016724,0.0015924,0.0015924,0.0016724,0.0016724,0.0015924,0.0015924,0.000740146,0.000740146,0.000740146,0.000682829,0.000682829,0.000682829,0.000740146,0.000740146,0.000740146,0.000682829,0.000682829,0.000682829,9.34425e-05,8.92995e-05,9.34425e-05,8.92995e-05,0,0,0,0,0,0,0,0,5.55905,5.55905,5.55905,5.55905,1.93104,1.93104,1.93104,1.93104,1.93104,1.93104,0.370593,0.370593,0,0,0,0
50,1,68,40,37,0,52,31,12,0,20,9,11,7,0,0,30,13,14,19,0,5,16,1,15,0,0,0,0,0,0,0,0,0,0.00166802,0.00166802,0.00158768,0.00158768,0.00166802,0.00166802,0.00158768,0.00158768,0.000738451,0.000738451,0.000738451,0.000680702,0.000680702,0.000680702,0.000738451,0.000738451,0.000738451,0.000680702,0.000680702,0.000680702,9.33917e-05,8.93459e-05,9.33917e-05,8.93459e-05,0,0,0,0,0,0,0,0,5.53782,5.53782,5.53782,5.53782,1.92366,1.92366,1.92366,1.92366,1.92366,1.92366,0.369177,0.369177,0,0,0,0
51,1,68,40,37,0,52,31,12,0,20,9,11,7,0,0,30,13,14,19,0,5,16,1,15,0,0,0,0,0,0,0,0,0,0.0016646,0.0016646,0.00158561,0.00158561,0.0016646,0.0016646,0.00158561,0.00158561,0.000736576,0.000736576,0.000736576,0.000679836,0.000679836,0.000679836,0.000736576,0.000736576,0.000736576,0.000679836,0.000679836,0.000679836,9.33537e-05,8.93807e-05,9.33537e-05,8.93807e-05,0,0,0,0,0,0,0,0,5.51316,5.51316,5.51316,5.51316,1.9151,1.9151,1.9151,1.9151,1.9151,1.9151,0.367533,0.367533,0,0,0,0
52,1,68,40,37,0,52,31,12,0,20,9,11,7,0,0,30,13,14,19,0,5,16,1,15,0,0,0,0,0,0,0,0,0,0.00166218,0.00166218,0.00158261,0.00158261,0.00166218,0.00166218,0.00158261,0.00158261,0.000735829,0.000735829,0.000735829,0.00067824,0.00067824,0.00067824,0.000735829,0.000735829,0.000735829,0.00067824,0.00067824,0.00067824,9.33392e-05,8.9394e-05,9.33392e-05,8.9394e-05,0,0,0,0,0,0,0,0,5.4885,5.4885,5.4885,5.4885,1.90653,1.90653,1.90653,1.90653,1.90653,1.90653,0.36589,0.36589,0,0,0,0
53,1,68,40,37,0,52,31,12,0,20,9,11,7,0,0,30,13,14,19,0,5,16,1,15,0,0,0,0,0,0,0,0,0,0.00166182,0.00166182,0.00157976,0.00157976,0.00166182,0.00166182,0.00157976,0.00157976,0.000735428,0.000735428,0.000735428,0.000677244,0.000677244,0.000677244,0.000735428,0.000735428,0.000735428,0.000677244,0.000677244,0.000677244,9.34416e-05,8.93003e-05,9.34416e-05,8.93003e-05,0,0,0,0,0,0,0,0,5.4707,5.4707,5.4707,5.4707,1.90035,1.90035,1.90035,1.90035,1.90035,1.90035,0.364702,0.364702,0,0,0,0
54,1,68,40,37,0,52,31,12,0,20,9,11,7,0,0,30,13,14,19,0,5,16,1,15,0,0,0,0,0,0,0,0,0,0.0016572,0.0016572,0.0015776,0.0015776,0.0016572,0.0016572,0.0015776,0.0015776,0.000733226,0.000733226,0.000733226,0.00067616,0.00067616,0.00067616,0.000733226,0.000733226,0.000733226,0.00067616,0.00067616,0.00067616,9.3485e-05,8.92607e-05,9.3485e-05,8.92607e-05,0,0,0,0,0,0,0,0,5.4522,5.4522,5.4522,5.4522,1.89392,1.89392,1.89392,1.89392,1.89392,1.89392,0.36347,0.36347,0,0,0,0
55,1,74,36,21,0,49,53,13,0,26,15,17,16,1,0,28,10,14,11,0,0,16,1,15,0,0,0,0,0,0,0,0,0,0.00165403,0.00165403,0.00157392,0.00157392,0.00165403,0.00165403,0.00157392,0.00157392,0.000732085,0.000732085,0.000732085,0.000674461,0.000674461,0.000674461,0.000732085,0.000732085,0.000732085,0.000674461,0.000674461,0.000674461,9.34349e-05,8.93063e-05,9.34349e-05,8.93063e-05,0,0,0,0,0,0,0,0,5.42686,5.42686,5.42686,5.42686,1.88512,1.88512,1.88512,1.88512,1.88512,1.88512,0.36178,0.36178,0,0,0,0
56,1,74,36,21,0,49,53,13,0,26,15,17,16,1,0,28,10,14,11,0,0,16,1,15,0,0,0,0,0,0,0,0,0,0.00165378,0.00165378,0.00156924,0.00156924,0.00165378,0.00165378,0.00156924,0.00156924,0.000731978,0.000731978,0.000731978,0.000672444,0.000672444,0.000672444,0.000731978,0.000731978,0.000731978,0.000672444,0.000672444,0.000672444,9.35537e-05,8.91981e-05,9.35537e-05,8.91981e-05,0,0,0,0,0,0,0,0,5.40289,5.40289,5.40289,5.40289,1.87679,1.87679,1.87679,1.87679,1.87679,1.87679,0.360182,0.360182,0,0,0,0
57,1,74,36,21,0,49,53,13,0,26,15,17,16,1,0,28,10,14,11,0,0,16,1,15,0,0,0,0,0,0,0,0,0,0.0016519,0.0016519,0.00156734,0.00156734,0.0016519,0.0016519,0.00156734,0.00156734,0.000731456,0.000731456,0.000731456,0.000671135,0.000671135,0.000671135,0.000731456,0.000731456,0.000731456,0.000671135,0.000671135,0.000671135,9.35476e-05,8.92036e-05,9.35476e-05,8.92036e-05,0,0,0,0,0,0,0,0,5.3885,5.3885,5.3885,5.3885,1.8718,1.8718,1.8718,1.8718,1.8718,1.8718,0.359223,0.359223,0,0,0,0
58,1,74,36,21,0,49,53,13,0,26,15,17,16,1,0,28,10,14,11,0,0,16,1,15,0,0,0,0,0,0,0,0,0,0.00164898,0.00164898,0.00156614,0.00156614,0.00164898,0.00164898,0.00156614,0.00156614,0.000730205,0.000730205,0.000730205,0.000669814,0.000669814,0.000669814,0.000730205,0.000730205,0.000730205,0.000669814,0.000669814,0.000669814,9.35587e-05,8.91936e-05,9.35587e-05,8.91936e-05,0,0,0,0,0,0,0,0,5.36247,5.36247,5.36247,5.36247,1.86275,1.86275,1.86275,1.86275,1.86275,1.86275,0.357488,0.357488,0,0,0,0
59,1,74,36,21,0,49,53,13,0,26,15,17,16,1,0,28,10,14,11,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0.00164726,0.00164726,0.00156434,0.00156434,0.00164726,0.00164726,0.00156434,0.00156434,0.000729877,0.000729877,0.000729877,0.000668878,0.000668878,0.000668878,0.000729877,0.000729877,0.000729877,0.000668878,0.000668878,0.000668878,9.34801e-05,8.92651e-05,9.34801e-05,8.92651e-05,0,0,0,0,0,0,0,0,5.34535,5.34535,5.34535,5.34535,1.85681,1.85681,1.85681,1.85681,1.85681,1.85681,0.356346,0.356346,0,0,0,0
60,1,74,36,21,0,49,53,13,0,26,15,17,16,1,0,28,10,14,11,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0.00164659,0.00164659,0.0015617,0.0015617,0.00164659,0.00164659,0.0015617,0.0015617,0.00072944,0.00072944,0.00072944,0.000667886,0.000667886,0.000667886,0.00072944,0.00072944,0.00072944,0.000667886,0.000667886,0.000667886,9.36582e-05,8.91033e-05,9.36582e-05,8.91033e-05,0,0,0,0,0,0,0,0,5.33165,5.33165,5.33165,5.33165,1.85205,1.85205,1.85205,1.85205,1.85205,1.85205,0.355433,0.355433,0,0,0,0
61,1,74,36,21,0,49,53,13,0,26,15,17,16,1,0,28,10,14,11,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0.00164515,0.00164515,0.00155968,0.00155968,0.00164515,0.00164515,0.00155968,0.00155968,0.000728438,0.000728438,0.000728438,0.000667098,0.000667098,0.000667098,0.000728438,0.000728438,0.000728438,0.000667098,0.000667098,0.000667098,9.36167e-05,8.91409e-05,9.36167e-05,8.91409e-05,0,0,0,0,0,0,0,0,5.31384,5.31384,5.31384,5.31384,1.84586,1.84586,1.84586,1.84586,1.84586,1.84586,0.354246,0.354246,0,0,0,0
62,1,59,30,24,0,47,35,17,0,32,13,12,18,6,0,26,14,7,14,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0.00164678,0.00164678,0.00155812,0.00155812,0.00164678,0.00164678,0.00155812,0.00155812,0.000729162,0.000729162,0.000729162,0.000666066,0.000666066,0.000666066,0.000729162,0.000729162,0.000729162,0.000666066,0.000666066,0.000666066,9.36495e-05,8.91112e-05,9.36495e-05,8.91112e-05,0,0,0,0,0,0,0,0,5.29603,5.29603,5.29603,5.29603,1.83967,1.83967,1.83967,1.83967,1.83967,1.83967,0.353059,0.353059,0,0,0,0
63,1,59,30,24,0,47,35,17,0,32,13,12,18,6,0,26,14,7,14,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0.00164495,0.00164495,0.00155485,0.00155485,0.00164495,0.00164495,0.00155485,0.00155485,0.000728726,0.000728726,0.000728726,0.000665531,0.000665531,0.000665531,0.000728726,0.000728726,0.000728726,0.000665531,0.000665531,0.000665531,9.36691e-05,8.90935e-05,9.36691e-05,8.90935e-05,0,0,0,0,0,0,0,0,5.28028,5.28028,5.28028,5.28028,1.8342,1.8342,1.8342,1.8342,1.8342,1.8342,0.352008,0.352008,0,0,0,0
64,1,59,30,24,0,47,35,17,0,32,13,12,18,6,0,26,14,7,14,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0.00164354,0.00164354,0.00155199,0.00155199,0.00164354,0.00164354,0.00155199,0.00155199,0.000728767,0.000728767,0.000728767,0.000663959,0.000663959,0.000663959,0.000728767,0.000728767,0.000728767,0.000663959,0.000663959,0.000663959,9.37883e-05,8.89859e-05,9.37883e-05,8.89859e-05,0,0,0,0,0,0,0,0,5.2659,5.2659,5.2659,5.2659,1.82921,1.82921,1.82921,1.82921,1.82921,1.82921,0.351049,0.351049,0,0,0,0
65,1,59,30,24,0,47,35,17,0,32,13,12,18,6,0,26,14,7,14,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0.00164242,0.00164242,0.00154923,0.00154923,0.00164242,0.00164242,0.00154923,0.00154923,0.000727573,0.000727573,0.000727573,0.000662224,0.000662224,0.000662224,0.000727573,0.000727573,0.000727573,0.000662224,0.000662224,0.000662224,9.37995e-05,8.89758e-05,9.37995e-05,8.89758e-05,0,0,0,0,0,0,0,0,5.24261,5.24261,5.24261,5.24261,1.82112,1.82112,1.82112,1.82112,1.82112,1.82112,0.349497,0.349497,0,0,0,0
66,1,59,30,24,0,47,35,17,0,32,13,12,18,6,0,26,14,7,14,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0.00164069,0.00164069,0.00154687,0.00154687,0.00164069,0.00164069,0.00154687,0.00154687,0.000726855,0.000726855,0.000726855,0.000660897,0.000660897,0.000660897,0.000726855,0.000726855,0.000726855,0.000660897,0.000660897,0.000660897,9.39114e-05,8.88753e-05,9.39114e-05,8.88753e-05,0,0,0,0,0,0,0,0,5.22069,5.22069,5.22069,5.22069,1.8135,1.8135,1.8135,1.8135,1.8135,1.8135,0.348036,0.348036,0,0,0,0
67,1,59,30,24,0,47,35,17,0,32,13,12,18,6,0,26,14,7,14,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0.00163676,0.00163676,0.0015448,0.0015448,0.00163676,0.00163676,0.0015448,0.0015448,0.000724388,0.000724388,0.000724388,0.000660269,0.000660269,0.000660269,0.000724388,0.000724388,0.000724388,0.000660269,0.000660269,0.000660269,9.38093e-05,8.8967e-05,9.38093e-05,8.8967e-05,0,0,0,0,0,0,0,0,5.19672,5.19672,5.19672,5.19672,1.80518,1.80518,1.80518,1.80518,1.80518,1.80518,0.346438,0.346438,0,0,0,0
68,1,59,30,24,0,47,35,17,0,32,13,12,18,6,0,26,14,7,14,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0.00163484,0.00163484,0.00154093,0.00154093,0.00163484,0.00163484,0.00154093,0.00154093,0.000723166,0.000723166,0.000723166,0.000658555,0.000658555,0.000658555,0.000723166,0.000723166,0.000723166,0.000658555,0.000658555,0.000658555,9.38697e-05,8.89127e-05,9.38697e-05,8.89127e-05,0,0,0,0,0,0,0,0,5.17754,5.17754,5.17754,5.17754,1.79851,1.79851,1.79851,1.79851,1.79851,1.79851,0.345159,0.345159,0,0,0,0
69,1,68,39,34,0,69,34,30,0,29,16,18,15,1,0,25,14,15,7,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0.00163019,0.00163019,0.00154288,0.00154288,0.00163019,0.00163019,0.00154288,0.00154288,0.00072107,0.00072107,0.00072107,0.000659719,0.000659719,0.000659719,0.00072107,0.00072107,0.00072107,0.000659719,0.000659719,0.000659719,9.37142e-05,8.90527e-05,9.37142e-05,8.90527e-05,0,0,0,0,0,0,0,0,5.1563,5.1563,5.1563,5.1563,1.79114,1.79114,1.79114,1.79114,1.79114,1.79114,0.343744,0.343744,0,0,0,0
70,1,68,39,34,0,69,34,30,0,29,16,18,15,1,0,25,14,15,7,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0.00162592,0.00162592,0.00154098,0.00154098,0.00162592,0.00162592,0.00154098,0.00154098,0.000718971,0.000718971,0.000718971,0.000658194,0.000658194,0.000658194,0.000718971,0.000718971,0.000718971,0.000658194,0.000658194,0.000658194,9.3674e-05,8.90891e-05,9.3674e-05,8.90891e-05,0,0,0,0,0,0,0,0,5.13302,5.13302,5.13302,5.13302,1.78305,1.78305,1.78305,1.78305,1.78305,1.78305,0.342191,0.342191,0,0,0,0
