Year, NodeId, Gender, HasHIV, On_Art_Dim, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative, HasIntervention(Persistant_ART),Stopped_Using_ART
1964,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1,0,1,0,0,90,90,4,0,3,2,0,0,0,0,0,0,15
1964,1,0,1,0,15,177,177,8,0,2,1,0,0,0,0,0,0,38
1964,1,0,1,0,30,120,120,3,0,3,3,0,0,0,0,0,1,22
1964,1,0,1,0,45,55,55,0,0,3,3,0,0,0,0,0,1,9
1964,1,0,1,0,60,33,33,0,0,2,2,0,0,0,0,0,0,4
1964,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1,0,1,1,0,75,75,0,75,1,1,75,0,0,0,0,75,0
1964,1,0,1,1,15,93,93,0,93,2,1,93,0,0,0,0,93,0
1964,1,0,1,1,30,76,76,0,76,0,0,76,0,0,0,0,76,0
1964,1,0,1,1,45,40,40,0,40,0,0,40,0,0,0,0,40,0
1964,1,0,1,1,60,32,32,0,32,0,0,32,0,0,0,0,32,0
1964,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1,1,0,0,0,2092,0,0,0,10,0,0,0,0,0,0,0,0
1964,1,1,0,0,15,928,0,0,0,1,0,0,0,0,0,0,0,0
1964,1,1,0,0,30,782,0,0,0,1,0,0,0,0,0,0,0,0
1964,1,1,0,0,45,521,0,0,0,2,0,0,0,0,0,0,0,0
1964,1,1,0,0,60,278,0,0,0,8,0,0,0,0,0,0,0,0
1964,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1,1,1,0,0,6,6,3,0,2,2,0,0,0,0,0,0,0
1964,1,1,1,0,15,125,125,11,0,0,0,0,0,0,0,0,0,10
1964,1,1,1,0,30,29,29,0,0,0,0,0,0,0,0,0,0,2
1964,1,1,1,0,45,6,6,0,0,0,0,0,0,0,0,0,0,1
1964,1,1,1,0,60,2,2,0,0,0,0,0,0,0,0,0,0,1
1964,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1,1,1,1,0,4,4,0,4,1,1,4,0,0,0,0,4,0
1964,1,1,1,1,15,85,85,0,85,2,0,85,0,0,0,0,85,0
1964,1,1,1,1,30,22,22,0,22,0,0,22,0,0,0,0,22,0
1964,1,1,1,1,45,2,2,0,2,0,0,2,0,0,0,0,2,0
1964,1,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,0,0,0,0,1723,0,0,0,9,0,0,0,0,0,0,0,0
1964.5,1,0,0,0,15,926,0,0,0,5,0,0,0,0,0,0,0,0
1964.5,1,0,0,0,30,576,0,0,0,3,0,0,0,0,0,0,0,0
1964.5,1,0,0,0,45,373,0,0,0,4,0,0,0,0,0,0,0,0
1964.5,1,0,0,0,60,188,0,0,0,9,0,0,0,0,0,0,0,0
1964.5,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,0,1,0,0,72,72,5,0,4,4,0,0,0,0,0,0,0
1964.5,1,0,1,0,15,154,154,8,0,2,2,0,0,0,0,0,0,0
1964.5,1,0,1,0,30,99,99,2,0,1,1,0,0,0,0,0,0,0
1964.5,1,0,1,0,45,37,37,1,0,3,3,0,0,0,0,0,0,0
1964.5,1,0,1,0,60,26,26,1,0,3,0,0,0,0,0,0,0,1
1964.5,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,0,1,1,0,84,84,0,84,1,1,84,0,0,0,0,84,0
1964.5,1,0,1,1,15,119,119,0,119,1,1,119,0,0,0,0,119,0
1964.5,1,0,1,1,30,99,99,0,99,0,0,99,0,0,0,0,99,0
1964.5,1,0,1,1,45,52,52,0,52,5,4,52,0,0,0,0,52,0
1964.5,1,0,1,1,60,37,37,0,37,2,0,37,0,0,0,0,37,0
1964.5,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,1,0,0,0,2138,0,0,0,14,0,0,0,0,0,0,0,0
1964.5,1,1,0,0,15,922,0,0,0,2,0,0,0,0,0,0,0,0
1964.5,1,1,0,0,30,782,0,0,0,3,0,0,0,0,0,0,0,0
1964.5,1,1,0,0,45,524,0,0,0,5,0,0,0,0,0,0,0,0
1964.5,1,1,0,0,60,280,0,0,0,10,0,0,0,0,0,0,0,0
1964.5,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,1,1,0,0,7,7,3,0,1,1,0,0,0,0,0,0,0
1964.5,1,1,1,0,15,112,112,16,0,2,1,0,0,0,0,0,0,0
1964.5,1,1,1,0,30,24,24,0,0,2,2,0,0,0,0,0,0,0
1964.5,1,1,1,0,45,6,6,1,0,1,1,0,0,0,0,0,0,0
1964.5,1,1,1,0,60,1,1,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.5,1,1,1,1,0,3,3,0,3,0,0,3,0,0,0,0,3,0
1964.5,1,1,1,1,15,107,107,0,107,1,1,107,0,0,0,0,107,0
1964.5,1,1,1,1,30,28,28,0,28,0,0,28,0,0,0,0,28,0
1964.5,1,1,1,1,45,3,3,0,3,0,0,3,0,0,0,0,3,0
1964.5,1,1,1,1,60,1,1,0,1,0,0,1,0,0,0,0,1,0
1964.5,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,0,0,0,0,1760,0,0,0,13,0,0,0,0,0,0,0,0
1965,1,0,0,0,15,943,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,0,0,0,30,584,0,0,0,4,0,0,0,0,0,0,0,0
1965,1,0,0,0,45,370,0,0,0,3,0,0,0,0,0,0,0,0
1965,1,0,0,0,60,194,0,0,0,11,0,0,0,0,0,0,0,0
1965,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,0,1,0,0,77,77,2,0,4,4,0,0,0,0,0,0,36
1965,1,0,1,0,15,130,130,3,0,5,5,0,0,0,0,0,0,43
1965,1,0,1,0,30,87,87,0,0,0,0,0,0,0,0,0,0,34
1965,1,0,1,0,45,53,53,0,0,3,1,0,0,0,0,0,0,22
1965,1,0,1,0,60,30,30,0,0,1,1,0,0,0,0,0,0,14
1965,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,0,1,1,0,74,74,0,74,0,0,74,0,0,0,0,74,0
1965,1,0,1,1,15,141,141,0,141,1,1,141,0,0,0,0,141,0
1965,1,0,1,1,30,106,106,0,106,0,0,106,0,0,0,0,106,0
1965,1,0,1,1,45,44,44,0,44,0,0,44,0,0,0,0,44,0
1965,1,0,1,1,60,29,29,0,29,3,0,29,0,0,0,0,29,0
1965,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,1,0,0,0,2170,0,0,0,9,0,0,0,0,0,0,0,0
1965,1,1,0,0,15,927,0,0,0,1,0,0,0,0,0,0,0,0
1965,1,1,0,0,30,791,0,0,0,2,0,0,0,0,0,0,0,0
1965,1,1,0,0,45,528,0,0,0,5,0,0,0,0,0,0,0,0
1965,1,1,0,0,60,286,0,0,0,5,0,0,0,0,0,0,0,0
1965,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,1,1,0,0,4,4,1,0,2,2,0,0,0,0,0,0,0
1965,1,1,1,0,15,101,101,6,0,2,2,0,0,0,0,0,0,34
1965,1,1,1,0,30,29,29,3,0,2,1,0,0,0,0,0,0,12
1965,1,1,1,0,45,5,5,0,0,0,0,0,0,0,0,0,0,1
1965,1,1,1,0,60,1,1,0,0,0,0,0,0,0,0,0,0,0
1965,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,1,1,1,0,5,5,0,5,0,0,5,0,0,0,0,5,0
1965,1,1,1,1,15,118,118,0,118,2,2,118,0,0,0,0,118,0
1965,1,1,1,1,30,26,26,0,26,0,0,26,0,0,0,0,26,0
1965,1,1,1,1,45,6,6,0,6,0,0,6,0,0,0,0,6,0
1965,1,1,1,1,60,1,1,0,1,0,0,1,0,0,0,0,1,0
1965,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,0,0,0,0,1799,0,0,0,15,0,0,0,0,0,0,0,0
1965.5,1,0,0,0,15,963,0,0,0,4,0,0,0,0,0,0,0,0
1965.5,1,0,0,0,30,590,0,0,0,3,0,0,0,0,0,0,0,0
1965.5,1,0,0,0,45,362,0,0,0,4,0,0,0,0,0,0,0,0
1965.5,1,0,0,0,60,199,0,0,0,10,0,0,0,0,0,0,0,0
1965.5,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,0,1,0,0,40,40,1,0,10,10,0,0,0,0,0,0,2
1965.5,1,0,1,0,15,79,79,2,0,1,1,0,0,0,0,0,0,0
1965.5,1,0,1,0,30,55,55,4,0,1,1,0,0,0,0,0,0,1
1965.5,1,0,1,0,45,37,37,0,0,0,0,0,0,0,0,0,0,2
1965.5,1,0,1,0,60,20,20,0,0,1,0,0,0,0,0,0,0,0
1965.5,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,0,1,1,0,102,102,0,102,0,0,102,0,0,0,0,102,0
1965.5,1,0,1,1,15,182,182,0,182,3,2,182,0,0,0,0,182,0
1965.5,1,0,1,1,30,138,138,0,138,2,1,138,0,0,0,0,138,0
1965.5,1,0,1,1,45,66,66,0,66,3,1,66,0,0,0,0,66,0
1965.5,1,0,1,1,60,36,36,0,36,3,1,36,0,0,0,0,36,0
1965.5,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,1,0,0,0,2214,0,0,0,9,0,0,0,0,0,0,0,0
1965.5,1,1,0,0,15,946,0,0,0,2,0,0,0,0,0,0,0,0
1965.5,1,1,0,0,30,794,0,0,0,2,0,0,0,0,0,0,0,0
1965.5,1,1,0,0,45,519,0,0,0,7,0,0,0,0,0,0,0,0
1965.5,1,1,0,0,60,301,0,0,0,6,0,0,0,0,0,0,0,0
1965.5,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,1,1,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0
1965.5,1,1,1,0,15,63,63,9,0,0,0,0,0,0,0,0,0,1
1965.5,1,1,1,0,30,19,19,1,0,0,0,0,0,0,0,0,0,0
1965.5,1,1,1,0,45,4,4,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,1,1,0,60,1,1,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.5,1,1,1,1,0,7,7,0,7,0,0,7,0,0,0,0,7,0
1965.5,1,1,1,1,15,160,160,0,160,0,0,160,0,0,0,0,160,0
1965.5,1,1,1,1,30,41,41,0,41,1,0,41,0,0,0,0,41,0
1965.5,1,1,1,1,45,7,7,0,7,0,0,7,0,0,0,0,7,0
1965.5,1,1,1,1,60,1,1,0,1,0,0,1,0,0,0,0,1,0
1965.5,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,0,0,0,0,1832,0,0,0,12,0,0,0,0,0,0,0,0
1966,1,0,0,0,15,971,0,0,0,6,0,0,0,0,0,0,0,0
1966,1,0,0,0,30,598,0,0,0,3,0,0,0,0,0,0,0,0
1966,1,0,0,0,45,363,0,0,0,7,0,0,0,0,0,0,0,0
1966,1,0,0,0,60,194,0,0,0,9,0,0,0,0,0,0,0,0
1966,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,0,1,0,0,59,59,0,0,4,4,0,0,0,0,0,0,31
1966,1,0,1,0,15,128,128,5,0,1,1,0,0,0,0,0,0,49
1966,1,0,1,0,30,93,93,1,0,0,0,0,0,0,0,0,0,36
1966,1,0,1,0,45,54,54,0,0,0,0,0,0,0,0,0,0,17
1966,1,0,1,0,60,33,33,0,0,0,0,0,0,0,0,0,0,12
1966,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,0,1,1,0,71,71,0,71,1,0,71,0,0,0,0,71,0
1966,1,0,1,1,15,129,129,0,129,2,1,129,0,0,0,0,129,0
1966,1,0,1,1,30,107,107,0,107,0,0,107,0,0,0,0,107,0
1966,1,0,1,1,45,49,49,0,49,3,1,49,0,0,0,0,49,0
1966,1,0,1,1,60,22,22,0,22,3,1,22,0,0,0,0,22,0
1966,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,1,0,0,0,2237,0,0,0,12,0,0,0,0,0,0,0,0
1966,1,1,0,0,15,978,0,0,0,2,0,0,0,0,0,0,0,0
1966,1,1,0,0,30,793,0,0,0,5,0,0,0,0,0,0,0,0
1966,1,1,0,0,45,525,0,0,0,7,0,0,0,0,0,0,0,0
1966,1,1,0,0,60,299,0,0,0,12,0,0,0,0,0,0,0,0
1966,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,1,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,3
1966,1,1,1,0,15,106,106,5,0,0,0,0,0,0,0,0,0,44
1966,1,1,1,0,30,34,34,2,0,0,0,0,0,0,0,0,0,13
1966,1,1,1,0,45,6,6,0,0,1,1,0,0,0,0,0,0,2
1966,1,1,1,0,60,1,1,0,0,0,0,0,0,0,0,0,0,0
1966,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,1,1,1,0,4,4,0,4,0,0,4,0,0,0,0,4,0
1966,1,1,1,1,15,119,119,0,119,0,0,119,0,0,0,0,119,0
1966,1,1,1,1,30,30,30,0,30,0,0,30,0,0,0,0,30,0
1966,1,1,1,1,45,5,5,0,5,0,0,5,0,0,0,0,5,0
1966,1,1,1,1,60,1,1,0,1,0,0,1,0,0,0,0,1,0
1966,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,0,0,0,0,1868,0,0,0,18,0,0,0,0,0,0,0,0
1966.5,1,0,0,0,15,987,0,0,0,2,0,0,0,0,0,0,0,0
1966.5,1,0,0,0,30,603,0,0,0,2,0,0,0,0,0,0,0,0
1966.5,1,0,0,0,45,362,0,0,0,6,0,0,0,0,0,0,0,0
1966.5,1,0,0,0,60,191,0,0,0,9,0,0,0,0,0,0,0,0
1966.5,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,0,1,0,0,57,57,3,0,11,10,0,0,0,0,0,0,9
1966.5,1,0,1,0,15,155,155,5,0,1,1,0,0,0,0,0,0,28
1966.5,1,0,1,0,30,116,116,1,0,3,2,0,0,0,0,0,0,21
1966.5,1,0,1,0,45,70,70,1,0,1,1,0,0,0,0,0,0,16
1966.5,1,0,1,0,60,42,42,0,0,3,2,0,0,0,0,0,0,7
1966.5,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,0,1,1,0,60,60,0,60,2,1,60,0,0,0,0,60,0
1966.5,1,0,1,1,15,97,97,0,97,2,1,97,0,0,0,0,97,0
1966.5,1,0,1,1,30,85,85,0,85,0,0,85,0,0,0,0,85,0
1966.5,1,0,1,1,45,35,35,0,35,0,0,35,0,0,0,0,35,0
1966.5,1,0,1,1,60,14,14,0,14,2,0,14,0,0,0,0,14,0
1966.5,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,1,0,0,0,2256,0,0,0,14,0,0,0,0,0,0,0,0
1966.5,1,1,0,0,15,992,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,1,0,0,30,792,0,0,0,7,0,0,0,0,0,0,0,0
1966.5,1,1,0,0,45,522,0,0,0,7,0,0,0,0,0,0,0,0
1966.5,1,1,0,0,60,299,0,0,0,10,0,0,0,0,0,0,0,0
1966.5,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,1,1,0,0,8,8,4,0,1,1,0,0,0,0,0,0,0
1966.5,1,1,1,0,15,139,139,14,0,1,1,0,0,0,0,0,0,22
1966.5,1,1,1,0,30,43,43,2,0,1,1,0,0,0,0,0,0,6
1966.5,1,1,1,0,45,7,7,0,0,0,0,0,0,0,0,0,0,1
1966.5,1,1,1,0,60,2,2,0,0,0,0,0,0,0,0,0,0,1
1966.5,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,1,1,1,0,4,4,0,4,0,0,4,0,0,0,0,4,0
1966.5,1,1,1,1,15,92,92,0,92,2,1,92,0,0,0,0,92,0
1966.5,1,1,1,1,30,27,27,0,27,0,0,27,0,0,0,0,27,0
1966.5,1,1,1,1,45,4,4,0,4,0,0,4,0,0,0,0,4,0
1966.5,1,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.5,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,0,0,0,0,1906,0,0,0,12,0,0,0,0,0,0,0,0
1967,1,0,0,0,15,999,0,0,0,3,0,0,0,0,0,0,0,0
1967,1,0,0,0,30,609,0,0,0,6,0,0,0,0,0,0,0,0
1967,1,0,0,0,45,364,0,0,0,3,0,0,0,0,0,0,0,0
1967,1,0,0,0,60,190,0,0,0,13,0,0,0,0,0,0,0,0
1967,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,0,1,0,0,78,78,5,0,8,8,0,0,0,0,0,0,24
1967,1,0,1,0,15,207,207,3,0,2,2,0,0,0,0,0,0,56
1967,1,0,1,0,30,165,165,2,0,3,1,0,0,0,0,0,0,46
1967,1,0,1,0,45,78,78,1,0,6,6,0,0,0,0,0,0,13
1967,1,0,1,0,60,46,46,0,0,3,1,0,0,0,0,0,0,6
1967,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,0,1,1,0,32,32,0,32,1,0,32,0,0,0,0,32,0
1967,1,0,1,1,15,42,42,0,42,0,0,42,0,0,0,0,42,0
1967,1,0,1,1,30,39,39,0,39,1,0,39,0,0,0,0,39,0
1967,1,0,1,1,45,22,22,0,22,0,0,22,0,0,0,0,22,0
1967,1,0,1,1,60,7,7,0,7,0,0,7,0,0,0,0,7,0
1967,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,1,0,0,0,2274,0,0,0,7,0,0,0,0,0,0,0,0
1967,1,1,0,0,15,1006,0,0,0,2,0,0,0,0,0,0,0,0
1967,1,1,0,0,30,803,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,1,0,0,45,534,0,0,0,2,0,0,0,0,0,0,0,0
1967,1,1,0,0,60,295,0,0,0,10,0,0,0,0,0,0,0,0
1967,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,1,1,0,0,15,15,5,0,0,0,0,0,0,0,0,0,2
1967,1,1,1,0,15,190,190,13,0,0,0,0,0,0,0,0,0,41
1967,1,1,1,0,30,64,64,2,0,0,0,0,0,0,0,0,0,16
1967,1,1,1,0,45,9,9,0,0,1,1,0,0,0,0,0,0,3
1967,1,1,1,0,60,2,2,0,0,0,0,0,0,0,0,0,0,0
1967,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
1967,1,1,1,1,15,49,49,0,49,0,0,49,0,0,0,0,49,0
1967,1,1,1,1,30,14,14,0,14,0,0,14,0,0,0,0,14,0
1967,1,1,1,1,45,1,1,0,1,0,0,1,0,0,0,0,1,0
1967,1,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,0,0,0,0,1946,0,0,0,13,0,0,0,0,0,0,0,0
1967.5,1,0,0,0,15,1001,0,0,0,4,0,0,0,0,0,0,0,0
1967.5,1,0,0,0,30,620,0,0,0,1,0,0,0,0,0,0,0,0
1967.5,1,0,0,0,45,363,0,0,0,1,0,0,0,0,0,0,0,0
1967.5,1,0,0,0,60,191,0,0,0,6,0,0,0,0,0,0,0,0
1967.5,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,0,1,0,0,88,88,5,0,20,20,0,0,0,0,0,0,26
1967.5,1,0,1,0,15,255,255,9,0,2,2,0,0,0,0,0,0,45
1967.5,1,0,1,0,30,205,205,1,0,0,0,0,0,0,0,0,0,36
