Time,NodeID,Species,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor, VECTOR_WOLBACHIA_FREE, VECTOR_WOLBACHIA_A, VECTOR_WOLBACHIA_B, VECTOR_WOLBACHIA_AB,MigrationFromCountLocal,MigrationFromCountRegional,AvailableHabitat,EggCrowdingCorrection
387,340461476,arabiensis,1000,46158,2295,10304,33559,59106,92038,976001,1399720,699860,7258,174,7211,236,8913,0,4101,758,737,46158,0,0,0,0,0,128002,0.0970991
387,340461476,funestus,1000,9922,611,2596,6715,13175,15767,177849,397400,198700,3308,109,0,0,1526,0,1007,317,0,9922,0,0,0,0,0,24707.8,0.0607946
387,340461476,gambiae,1000,93507,0,0,93507,65405,102323,1084277,4427600,2213800,30158,0,0,0,9856,0,2193,2932,0,0,93507,0,0,0,0,142393,0.0323025
388,340461476,arabiensis,1000,49200,2286,11306,35608,62459,93079,982920,1938760,969380,8635,193,8769,199,9155,0,4343,884,886,49200,0,0,0,0,0,131125,0.0914481
388,340461476,funestus,1000,10281,645,2672,6964,13436,15849,181000,418760,209380,3417,125,0,0,1619,0,920,340,0,10281,0,0,0,0,0,24618.4,0.0621737
388,340461476,gambiae,1000,97670,0,0,97670,69341,103845,1091939,5165600,2582800,33656,0,0,0,9906,0,2352,3391,0,0,97670,0,0,0,0,145888,0.0321603
389,340461476,arabiensis,1000,50637,2200,12224,36213,64391,95173,993298,1907000,953500,8668,197,8756,214,7946,0,4681,915,913,50637,0,0,0,0,0,130078,0.0676332
389,340461476,funestus,1000,10183,629,2760,6794,13367,16816,183246,431480,215740,3538,109,0,0,1244,0,973,369,0,10183,0,0,0,0,0,25403.4,0.0587888
389,340461476,gambiae,1000,100899,0,0,100899,71638,105817,1104429,5391800,2695900,34763,0,0,0,9038,0,2331,3478,0,0,100899,0,0,0,0,143766,0.0282423
390,340461476,arabiensis,1000,53511,2243,12833,38435,67724,94776,1000859,1934800,967400,8262,198,8253,189,9475,0,4857,879,865,53511,0,0,0,0,0,129394,0.0682106
390,340461476,funestus,1000,10616,645,2813,7158,13722,16768,186221,446560,223280,3343,110,0,0,1677,0,939,305,0,10616,0,0,0,0,0,25429,0.0588749
390,340461476,gambiae,1000,105313,0,0,105313,75360,105538,1111683,5357800,2678900,33780,0,0,0,10348,0,2520,3414,0,0,105313,0,0,0,0,144153,0.0266638
391,340461476,arabiensis,1000,55519,2558,13410,39551,69952,95769,1007439,2308840,1154420,9877,188,9860,192,9081,0,5035,1011,1027,55519,0,0,0,0,0,130092,0.0668771
391,340461476,funestus,1000,10834,750,2771,7313,14065,16988,188636,456760,228380,3728,103,0,0,1608,0,1029,361,0,10834,0,0,0,0,0,25984.7,0.0569442
391,340461476,gambiae,1000,108948,0,0,108948,78455,105936,1118970,5939800,2969900,37829,0,0,0,10078,0,2540,3903,0,0,108948,0,0,0,0,144953,0.0269053
392,340461476,arabiensis,1000,57869,2200,14754,40915,72603,95538,1014588,2321720,1160860,9946,188,9556,190,9449,0,5111,1026,962,57869,0,0,0,0,0,133490,0.0563451
392,340461476,funestus,1000,10954,657,2979,7318,14272,17317,191715,474600,237300,3763,114,0,0,1553,0,1030,403,0,10954,0,0,0,0,0,25846.6,0.0568891
392,340461476,gambiae,1000,112920,0,0,112920,81264,105492,1126676,6160600,3080300,38551,0,0,0,10498,0,2706,3820,0,0,112920,0,0,0,0,148966,0.0244037
393,340461476,arabiensis,1000,59676,2191,15707,41778,74812,96134,1023775,2212520,1106260,9747,194,9530,188,8976,0,5284,1004,881,59676,0,0,0,0,0,130260,0.0574962
393,340461476,funestus,1000,11192,653,3014,7525,14545,17451,194239,442160,221080,3565,125,0,0,1680,0,1066,376,0,11192,0,0,0,0,0,26234.1,0.0544598
393,340461476,gambiae,1000,116337,0,0,116337,83506,106334,1138501,5986600,2993300,38168,0,0,0,9972,0,2705,3850,0,0,116337,0,0,0,0,143760,0.0241805
394,340461476,arabiensis,1000,61300,2217,16515,42568,77004,96577,1028181,2632880,1316440,10406,197,10609,218,9380,0,5609,1105,1042,61300,0,0,0,0,0,132502,0.0588739
394,340461476,funestus,1000,11262,675,3094,7493,14764,18105,196217,493920,246960,3914,112,0,0,1613,0,1134,409,0,11262,0,0,0,0,0,27138.6,0.0593318
394,340461476,gambiae,1000,119686,0,0,119686,85721,107095,1143255,6658000,3329000,40778,0,0,0,10393,0,2902,4142,0,0,119686,0,0,0,0,146393,0.0240136
395,340461476,arabiensis,1000,62547,2235,17018,43294,79063,100326,1031207,2610560,1305280,10612,193,10573,198,9302,0,5922,1072,1061,62547,0,0,0,0,0,135068,0.0503259
395,340461476,funestus,1000,11413,675,3093,7645,15086,18590,198988,488520,244260,3846,122,0,0,1702,0,1141,410,0,11413,0,0,0,0,0,27221.2,0.0549453
395,340461476,gambiae,1000,122882,0,0,122882,87834,112220,1145300,6846600,3423300,42076,0,0,0,10245,0,2915,4134,0,0,122882,0,0,0,0,150561,0.0219875
396,340461476,arabiensis,1000,63627,2415,17384,43828,80666,104370,1036386,2577360,1288680,10690,191,10357,201,9231,0,6010,1139,1002,63627,0,0,0,0,0,91239.5,0.0517391
396,340461476,funestus,1000,11608,671,3220,7717,15341,18883,201724,470120,235060,3831,109,0,0,1677,0,1099,383,0,11608,0,0,0,0,0,25114.8,0.0557217
396,340461476,gambiae,1000,125976,0,0,125976,89828,116740,1151217,6750600,3375300,41566,0,0,0,10213,0,2963,4156,0,0,125976,0,0,0,0,101700,0.0219907
397,340461476,arabiensis,1000,64810,2519,17963,44328,82245,106532,998843,2758000,1379000,11074,255,10840,225,9372,0,6011,1096,1082,64810,0,0,0,0,0,93550.8,0.0354004
397,340461476,funestus,1000,11898,663,3265,7970,15514,19391,201979,518160,259080,4075,107,0,0,1806,0,1089,427,0,11898,0,0,0,0,0,25483.1,0.053422
397,340461476,gambiae,1000,128621,0,0,128621,91703,119427,1109458,7208600,3604300,43757,0,0,0,10126,0,3044,4437,0,0,128621,0,0,0,0,104313,0.0150654
398,340461476,arabiensis,1000,65817,3369,17703,44745,84024,109250,965777,2807400,1403700,11108,213,11094,230,9470,0,6184,1147,1132,65817,0,0,0,0,0,93916.3,0.0339198
398,340461476,funestus,1000,12188,799,3142,8247,15845,19587,202220,498840,249420,4084,125,0,0,1861,0,1134,437,0,12188,0,0,0,0,0,25859.2,0.0491799
398,340461476,gambiae,1000,131453,0,0,131453,93584,122108,1072982,7444400,3722200,44720,0,0,0,10551,0,3312,4407,0,0,131453,0,0,0,0,104455,0.0144706
399,340461476,arabiensis,1000,67834,3591,17974,46269,86706,109370,936144,2782520,1391260,11096,228,11137,230,10592,0,6358,1095,1122,67834,0,0,0,0,0,95601.8,0.0334531
399,340461476,funestus,1000,12402,801,3191,8410,16317,19835,202867,499680,249840,4134,132,0,0,1859,0,1224,421,0,12402,0,0,0,0,0,25823.1,0.0518386
399,340461476,gambiae,1000,135803,0,0,135803,96564,121675,1039264,7344400,3672200,44603,0,0,0,12093,0,3342,4401,0,0,135803,0,0,0,0,107120,0.0140314
400,340461476,arabiensis,1000,69756,3761,18419,47576,88957,108839,911699,2882800,1441400,11975,277,11788,296,10797,0,6431,1225,1219,69756,0,0,0,0,0,93593.9,0.034358
400,340461476,funestus,1000,12571,805,3290,8476,16617,19891,203653,531440,265720,4292,114,0,0,1817,0,1185,463,0,12571,0,0,0,0,0,25641.9,0.0516792
400,340461476,gambiae,1000,139500,0,0,139500,99099,121210,1013281,7700000,3850000,47710,0,0,0,11891,0,3416,4778,0,0,139500,0,0,0,0,103711,0.0145853
401,340461476,arabiensis,1000,70932,3986,18849,48097,90789,110526,885334,2932640,1466320,12151,276,11893,280,10404,0,6793,1262,1173,70932,0,0,0,0,0,96702.9,0.0324663
401,340461476,funestus,1000,12841,816,3341,8684,16942,20239,203918,534080,267040,4258,123,0,0,1904,0,1191,443,0,12841,0,0,0,0,0,25975.6,0.0482498
401,340461476,gambiae,1000,142745,0,0,142745,101316,122466,984632,7910000,3955000,48533,0,0,0,11475,0,3436,4794,0,0,142745,0,0,0,0,106520,0.013469
402,340461476,arabiensis,1000,72480,4222,19061,49197,92790,109794,866793,2940880,1470440,11815,228,12050,263,10668,0,6727,1180,1213,72480,0,0,0,0,0,90310.4,0.0329747
402,340461476,funestus,1000,13031,861,3393,8777,17284,20562,204290,543920,271960,4387,110,0,0,1885,0,1258,437,0,13031,0,0,0,0,0,26196.4,0.0486362
402,340461476,gambiae,1000,146049,0,0,146049,103447,122242,961004,7901600,3950800,48231,0,0,0,11650,0,3576,4770,0,0,146049,0,0,0,0,102444,0.0134665
403,340461476,arabiensis,1000,73676,4408,19364,49904,94357,110415,842555,3131280,1565640,12525,343,12358,351,10646,0,6858,1298,1294,73676,0,0,0,0,0,90920,0.0307086
403,340461476,funestus,1000,13352,885,3481,8986,17594,20668,205191,566240,283120,4478,118,0,0,1967,0,1191,455,0,13352,0,0,0,0,0,25882.2,0.0481622
403,340461476,gambiae,1000,149103,0,0,149103,105219,123257,935922,8442000,4221000,50881,0,0,0,11928,0,3758,5116,0,0,149103,0,0,0,0,101273,0.012965
404,340461476,arabiensis,1000,74439,4607,19656,50176,96029,110631,821595,3195560,1597780,12522,333,12705,341,10460,0,7152,1274,1271,74439,0,0,0,0,0,90860.6,0.029036
404,340461476,funestus,1000,13507,901,3586,9020,17773,21171,204982,575360,287680,4613,151,0,0,1875,0,1231,489,0,13507,0,0,0,0,0,26672.2,0.0457089
404,340461476,gambiae,1000,151952,0,0,151952,106782,123325,912981,8586400,4293200,51837,0,0,0,11779,0,3642,5288,0,0,151952,0,0,0,0,100859,0.0119963
405,340461476,arabiensis,1000,75663,4741,19951,50971,97807,110599,802055,3167800,1583900,12547,333,12458,312,10877,0,7097,1269,1287,75663,0,0,0,0,0,93112.1,0.0284334
405,340461476,funestus,1000,13751,917,3633,9201,18156,21510,205893,581680,290840,4541,116,0,0,1992,0,1303,445,0,13751,0,0,0,0,0,26336.3,0.0463574
405,340461476,gambiae,1000,155101,0,0,155101,108919,122858,891964,8502000,4251000,51263,0,0,0,12027,0,3760,5118,0,0,155101,0,0,0,0,102666,0.0117463
406,340461476,arabiensis,1000,76057,4870,20286,50901,99080,111503,786786,3280800,1640400,13004,387,12983,350,10307,0,7285,1296,1332,76057,0,0,0,0,0,88176.1,0.0293933
406,340461476,funestus,1000,13976,954,3693,9329,18571,21758,206346,594320,297160,4738,134,0,0,1996,0,1278,493,0,13976,0,0,0,0,0,26452.8,0.0452763
406,340461476,gambiae,1000,157593,0,0,157593,110304,123436,873916,9009800,4504900,53958,0,0,0,11610,0,3738,5380,0,0,157593,0,0,0,0,98264.1,0.0120755
407,340461476,arabiensis,1000,77078,5013,20466,51599,100552,111830,767743,3353720,1676860,12885,361,12876,340,10924,0,7211,1369,1323,77078,0,0,0,0,0,92153.2,0.0268764
407,340461476,funestus,1000,14068,937,3734,9397,18799,22065,206848,603320,301660,4722,150,0,0,1978,0,1391,495,0,14068,0,0,0,0,0,26514.5,0.0445093
407,340461476,gambiae,1000,160368,0,0,160368,112096,124670,851577,9154200,4577100,54141,0,0,0,12098,0,3903,5420,0,0,160368,0,0,0,0,103863,0.0109064
408,340461476,arabiensis,1000,77729,5149,20634,51946,101686,112363,755278,3307880,1653940,13006,365,13085,371,10713,0,7403,1296,1363,77729,0,0,0,0,0,90104.9,0.0274779
408,340461476,funestus,1000,14358,944,3834,9580,19090,22305,207055,596360,298180,4699,130,0,0,2133,0,1379,464,0,14358,0,0,0,0,0,26865.5,0.0439476
408,340461476,gambiae,1000,162812,0,0,162812,113075,124447,840547,9063000,4531500,54248,0,0,0,11791,0,3894,5453,0,0,162812,0,0,0,0,98767.4,0.011346
409,340461476,arabiensis,1000,78461,5239,20919,52303,102836,113246,740838,3428520,1714260,13343,411,13087,406,10792,0,7348,1356,1356,78461,0,0,0,0,0,91140.4,0.0272395
409,340461476,funestus,1000,14594,946,3885,9763,19304,22653,207722,625320,312660,5032,144,0,0,2144,0,1384,524,0,14594,0,0,0,0,0,26751,0.0450492
409,340461476,gambiae,1000,164998,0,0,164998,114438,124605,823269,9547600,4773800,56257,0,0,0,11790,0,3941,5663,0,0,164998,0,0,0,0,101152,0.0108979
410,340461476,arabiensis,1000,79127,5448,21115,52564,103720,114205,727788,3421840,1710920,13345,382,13181,407,10813,0,7504,1328,1315,79127,0,0,0,0,0,92260.9,0.026583
410,340461476,funestus,1000,14809,974,3880,9955,19712,22870,207959,618360,309180,4948,147,0,0,2204,0,1460,529,0,14809,0,0,0,0,0,27061,0.0427798
410,340461476,gambiae,1000,166817,0,0,166817,115520,126164,809246,9594000,4797000,56592,0,0,0,11753,0,4185,5749,0,0,166817,0,0,0,0,101920,0.0105944
411,340461476,arabiensis,1000,79921,5616,21278,53027,104835,104139,728400,3453880,1726940,13311,387,13352,386,11037,0,7533,1338,1372,79921,0,0,0,0,0,82717.4,0.0269624
411,340461476,funestus,1000,15065,983,3977,10105,19998,22371,209020,621680,310840,5024,156,0,0,2141,0,1382,503,0,15065,0,0,0,0,0,26541.5,0.0437626
411,340461476,gambiae,1000,169586,0,0,169586,117006,114185,810082,9573800,4786900,56358,0,0,0,12588,0,4154,5665,0,0,169586,0,0,0,0,91159.6,0.0106233
412,340461476,arabiensis,1000,80523,5768,21523,53232,105671,95512,718878,3499400,1749700,13436,396,13664,421,10997,0,7579,1411,1405,80523,0,0,0,0,0,82892.7,0.0239491
412,340461476,funestus,1000,15286,1012,4011,10263,20178,22033,209324,652240,326120,5150,142,0,0,2184,0,1451,512,0,15286,0,0,0,0,0,26773.6,0.0426932
412,340461476,gambiae,1000,171427,0,0,171427,117716,105416,798826,9945600,4972800,58905,0,0,0,11939,0,4202,5896,0,0,171427,0,0,0,0,92030.3,0.00952177
413,340461476,arabiensis,1000,80778,5889,21492,53397,106671,87512,709878,3530000,1765000,13771,460,13531,404,10879,0,7780,1412,1432,80778,0,0,0,0,0,83516.9,0.0236877
413,340461476,funestus,1000,15502,1032,4111,10359,20478,21839,209882,659560,329780,5238,142,0,0,2235,0,1448,571,0,15502,0,0,0,0,0,26746.3,0.0410487
413,340461476,gambiae,1000,173502,0,0,173502,118688,96828,789251,9962200,4981100,58356,0,0,0,12068,0,4159,5834,0,0,173502,0,0,0,0,92298.9,0.00925337
414,340461476,arabiensis,1000,81381,6025,21631,53725,107732,80449,702506,3541320,1770660,13440,437,13745,448,11220,0,7799,1399,1419,81381,0,0,0,0,0,83261.3,0.0236592
414,340461476,funestus,1000,15744,1050,4218,10476,20670,21667,210069,668120,334060,5314,171,0,0,2207,0,1425,540,0,15744,0,0,0,0,0,27084.7,0.0405518
414,340461476,gambiae,1000,175614,0,0,175614,119902,89198,780291,9951600,4975800,58454,0,0,0,12238,0,4265,5861,0,0,175614,0,0,0,0,92783.6,0.00926491
415,340461476,arabiensis,1000,78114,6064,21675,50375,105170,80444,696074,3548240,1774120,13866,463,13733,471,7447,0,7787,1468,1459,78114,0,0,0,0,0,84135.2,0.0235114
415,340461476,funestus,1000,15811,1082,4270,10459,20829,21864,211229,696800,348400,5431,156,0,0,2002,0,1415,520,0,15811,0,0,0,0,0,26444.9,0.0405387
415,340461476,gambiae,1000,173495,0,0,173495,116901,89704,772329,10435800,5217900,60869,0,0,0,8339,0,4352,6106,0,0,173495,0,0,0,0,94570,0.00932349
416,340461476,arabiensis,1000,76102,6187,21279,48636,102787,81198,690196,3607000,1803500,12295,457,12286,474,7754,0,7260,1248,1258,76102,0,0,0,0,0,85149.1,0.0237118
416,340461476,funestus,1000,15711,1086,4204,10421,20905,22051,211103,686160,343080,5201,151,0,0,2014,0,1564,550,0,15711,0,0,0,0,0,27085.9,0.0379519
416,340461476,gambiae,1000,172062,0,0,172062,114641,90059,767027,10310400,5155200,56663,0,0,0,8663,0,4366,5730,0,0,172062,0,0,0,0,94467.4,0.00906208
417,340461476,arabiensis,1000,73906,5309,21921,46676,100676,79985,687629,3604360,1802180,12378,417,12457,455,7693,0,7336,1284,1269,73906,0,0,0,0,0,84726.3,0.0236066
417,340461476,funestus,1000,15832,928,4334,10570,21006,22045,211926,691920,345960,5184,165,0,0,2144,0,1516,507,0,15832,0,0,0,0,0,26772.7,0.0394746
417,340461476,gambiae,1000,170569,0,0,170569,112344,89426,763300,10311400,5155700,57082,0,0,0,8478,0,4291,5680,0,0,170569,0,0,0,0,94872.4,0.00916234
418,340461476,arabiensis,1000,72148,5349,21615,45184,99105,78816,684453,3656360,1828180,12491,470,12581,482,7906,0,7000,1284,1380,72148,0,0,0,0,0,82552.9,0.0235066
418,340461476,funestus,1000,15967,942,4412,10613,21058,22067,212189,730800,365400,5525,144,0,0,2137,0,1439,563,0,15967,0,0,0,0,0,27014.4,0.0386933
418,340461476,gambiae,1000,169369,0,0,169369,110304,88041,760357,10755000,5377500,58921,0,0,0,8876,0,4211,5865,0,0,169369,0,0,0,0,91871.6,0.00920073
419,340461476,arabiensis,1000,70469,5421,21152,43896,97298,78346,679547,3270880,1635440,11647,495,11635,494,7550,0,6887,1163,1179,70469,0,0,0,0,0,83594.6,0.0225779
419,340461476,funestus,1000,16139,959,4456,10724,21127,22352,212719,692600,346300,5317,139,0,0,2164,0,1474,518,0,16139,0,0,0,0,0,26984.1,0.0369655
419,340461476,gambiae,1000,168315,0,0,168315,108435,87469,754069,10013200,5006600,55830,0,0,0,8666,0,4179,5541,0,0,168315,0,0,0,0,93866,0.00854222
420,340461476,arabiensis,1000,69230,5422,20714,43094,96136,77827,675238,3278120,1639060,11550,483,11457,461,8039,0,6889,1180,1209,69230,0,0,0,0,0,86243.8,0.0255572
420,340461476,funestus,1000,16165,994,4434,10737,21267,22372,212957,706480,353240,5451,186,0,0,2178,0,1543,609,0,16165,0,0,0,0,0,27240.7,0.0389605
420,340461476,gambiae,1000,167162,0,0,167162,106878,87186,750269,10070400,5035200,55823,0,0,0,8604,0,4116,5641,0,0,167162,0,0,0,0,95821.8,0.00937423
421,340461476,arabiensis,1000,67450,5544,20268,41638,94378,77640,675283,3277440,1638720,11751,497,11716,492,7310,0,6638,1212,1240,67450,0,0,0,0,0,80741.9,0.0263089
421,340461476,funestus,1000,16103,1005,4479,10619,21379,22694,213403,729760,364880,5526,188,0,0,2110,0,1574,598,0,16103,0,0,0,0,0,27284.5,0.0385584
421,340461476,gambiae,1000,165641,0,0,165641,105342,86368,750534,10425000,5212500,57497,0,0,0,8492,0,4150,5863,0,0,165641,0,0,0,0,89493.7,0.00951519
422,340461476,arabiensis,1000,66449,5606,19759,41084,93105,77963,668566,3072800,1536400,10794,482,10934,495,7599,0,6409,1127,1064,66449,0,0,0,0,0,86362.6,0.0246357
422,340461476,funestus,1000,16064,1003,4463,10598,21503,22753,214231,695600,347800,5313,178,0,0,2133,0,1605,567,0,16064,0,0,0,0,0,26941.3,0.0373883
422,340461476,gambiae,1000,164348,0,0,164348,103825,87101,743219,9875600,4937800,54688,0,0,0,8217,0,4108,5402,0,0,164348,0,0,0,0,95590.6,0.00858453
423,340461476,arabiensis,1000,65462,5724,19301,40437,91725,77529,669075,3045680,1522840,11034,502,10885,512,7497,0,6252,1123,1109,65462,0,0,0,0,0,85301.3,0.0281055
423,340461476,funestus,1000,16170,1007,4507,10656,21650,22806,213984,716800,358400,5450,172,0,0,2171,0,1504,561,0,16170,0,0,0,0,0,27668.3,0.038731
423,340461476,gambiae,1000,163314,0,0,163314,102422,86231,743708,9853600,4926800,54328,0,0,0,8486,0,4095,5425,0,0,163314,0,0,0,0,94487.8,0.00967947
424,340461476,arabiensis,1000,64639,5763,18875,40001,90796,77282,668515,3116760,1558380,11215,515,11020,493,7653,0,6161,1154,1161,64639,0,0,0,0,0,156784,0.0280073
424,340461476,funestus,1000,16245,1027,4460,10758,21814,22901,214791,729360,364680,5543,188,0,0,2169,0,1552,542,0,16245,0,0,0,0,0,31375.6,0.0385997
424,340461476,gambiae,1000,162175,0,0,162175,101224,85907,742828,10135200,5067600,55971,0,0,0,8461,0,4020,5580,0,0,162175,0,0,0,0,174171,0.00958917
425,340461476,arabiensis,1000,63780,5839,18456,39485,89598,77834,739361,2926680,1463340,10695,521,10678,526,7391,0,5983,1107,1160,63780,0,0,0,0,0,153202,0.0503037
425,340461476,funestus,1000,16263,1037,4535,10691,22031,22887,219344,702200,351100,5391,178,0,0,2156,0,1573,565,0,16263,0,0,0,0,0,31291.7,0.0430179
425,340461476,gambiae,1000,160943,0,0,160943,99862,87012,821272,9692600,4846300,53797,0,0,0,8143,0,3994,5381,0,0,160943,0,0,0,0,170465,0.0171848
426,340461476,arabiensis,1000,63208,5827,18115,39266,88686,55154,822585,2905920,1452960,10366,508,10704,527,7672,0,5988,1095,1161,63208,0,0,0,0,0,131873,0.0523467
426,340461476,funestus,1000,16380,1021,4563,10796,22134,16282,229399,708480,354240,5437,158,0,0,2264,0,1576,571,0,16380,0,0,0,0,0,25661.2,0.0445624
426,340461476,gambiae,1000,160185,0,0,160185,98947,61515,913856,9643200,4821600,53320,0,0,0,8633,0,4012,5379,0,0,160185,0,0,0,0,146653,0.0175871
427,340461476,arabiensis,1000,62235,5722,17917,38596,87616,53773,857417,2942120,1471060,10805,507,10614,506,7272,0,6004,1104,1137,62235,0,0,0,0,0,152365,0.0453809
427,340461476,funestus,1000,16551,1022,4624,10905,22248,16121,227466,741880,370940,5681,185,0,0,2311,0,1509,631,0,16551,0,0,0,0,0,31974.4,0.03622
427,340461476,gambiae,1000,158998,0,0,158998,97761,59524,952952,9900000,4950000,55007,0,0,0,8212,0,3911,5488,0,0,158998,0,0,0,0,169028,0.0152079
428,340461476,arabiensis,1000,61754,5692,17566,38496,86735,51909,910287,2825000,1412500,10163,506,10275,469,7514,0,5852,1065,1078,61754,0,0,0,0,0,152979,0.0517875
428,340461476,funestus,1000,16567,1047,4657,10863,22392,16252,231873,709800,354900,5586,182,0,0,2174,0,1612,546,0,16567,0,0,0,0,0,31903.8,0.0430991
428,340461476,gambiae,1000,158039,0,0,158039,96777,57654,1010087,9518000,4759000,52851,0,0,0,8442,0,4038,5363,0,0,158039,0,0,0,0,171320,0.0170735
429,340461476,arabiensis,1000,61444,5680,17261,38503,86100,50475,957741,2772480,1386240,10205,482,10320,484,7699,0,5933,1042,1034,61444,0,0,0,0,0,151770,0.0541519
429,340461476,funestus,1000,16608,1055,4645,10908,22364,16120,236201,721400,360700,5515,181,0,0,2243,0,1575,627,0,16608,0,0,0,0,0,31868.8,0.0449476
429,340461476,gambiae,1000,157295,0,0,157295,95980,55553,1064877,9406400,4703200,52399,0,0,0,8514,0,3961,5297,0,0,157295,0,0,0,0,167913,0.0179996
430,340461476,arabiensis,1000,53462,5618,17152,30692,77792,64101,1000033,2841400,1420700,10502,524,10453,465,0,0,5823,1082,1077,53462,0,0,0,0,0,156937,0.0547417
430,340461476,funestus,1000,14477,1058,4713,8706,20238,20610,239637,745240,372620,5697,179,0,0,0,0,1533,598,0,14477,0,0,0,0,0,32682.9,0.0441763
430,340461476,gambiae,1000,147963,0,0,147963,86963,71027,1111046,9729000,4864500,54123,0,0,0,0,0,3945,5387,0,0,147963,0,0,0,0,174476,0.017851
431,340461476,arabiensis,1000,53156,5545,15867,31744,76403,64448,1042687,2720640,1360320,6839,464,6908,470,6160,0,4984,749,733,53156,0,0,0,0,0,157154,0.0552322
431,340461476,funestus,1000,14622,1082,4379,9161,20317,20585,243653,740720,370360,3748,205,0,0,1983,0,1432,406,0,14622,0,0,0,0,0,32874.6,0.0438556
431,340461476,gambiae,1000,146527,0,0,146527,85444,71659,1159280,9300400,4650200,44122,0,0,0,6826,0,3737,4525,0,0,146527,0,0,0,0,173877,0.0179336
432,340461476,arabiensis,1000,52153,5488,15561,31104,75384,64789,1081596,2722240,1361120,9648,479,9412,457,6159,0,5158,1020,984,52153,0,0,0,0,0,158714,0.0577637
432,340461476,funestus,1000,14674,1093,4351,9230,20433,20752,247132,714320,357160,5337,184,0,0,2024,0,1419,553,0,14674,0,0,0,0,0,33561.1,0.0443819
432,340461476,gambiae,1000,144657,0,0,144657,84183,72290,1201865,9266400,4633200,50319,0,0,0,6774,0,3522,5122,0,0,144657,0,0,0,0,176257,0.0186956
433,340461476,arabiensis,1000,51320,5372,15265,30683,74456,65178,1118787,2772280,1386140,9677,473,9606,474,6265,0,4989,1077,1032,51320,0,0,0,0,0,156252,0.0583028
433,340461476,funestus,1000,14703,1090,4429,9184,20494,20831,251314,753920,376960,5548,204,0,0,1989,0,1409,551,0,14703,0,0,0,0,0,33503,0.0469833
433,340461476,gambiae,1000,142806,0,0,142806,82996,72863,1243044,9554200,4777100,51651,0,0,0,6879,0,3673,5057,0,0,142806,0,0,0,0,173666,0.0190211
434,340461476,arabiensis,1000,51078,5295,14589,31194,73529,65143,1150119,1779720,889860,7165,449,7317,482,6157,0,4971,717,711,51078,0,0,0,0,0,160937,0.0563622
434,340461476,funestus,1000,14878,1121,4230,9527,20586,21018,254899,480080,240040,4166,183,0,0,2039,0,1416,448,0,14878,0,0,0,0,0,34000.6,0.0444384
434,340461476,gambiae,1000,141844,0,0,141844,82132,72848,1277942,7788000,3894000,43342,0,0,0,6942,0,3471,4433,0,0,141844,0,0,0,0,178787,0.0181769
435,340461476,arabiensis,1000,50656,5246,14445,30965,72699,65038,1181703,2507000,1253500,8970,411,8995,474,6313,0,4871,933,931,50656,0,0,0,0,0,164040,0.0904284
435,340461476,funestus,1000,14936,1144,4274,9518,20533,21012,258850,703320,351660,5293,192,0,0,1983,0,1379,546,0,14936,0,0,0,0,0,34091.4,0.0708228
435,340461476,gambiae,1000,140587,0,0,140587,81370,72952,1314026,8886400,4443200,48619,0,0,0,7009,0,3456,4810,0,0,140587,0,0,0,0,181244,0.0229567
436,340461476,arabiensis,1000,50274,5171,14184,30919,72049,65307,1214340,2524280,1262140,9173,471,9027,448,6396,0,4796,992,990,50274,0,0,0,0,0,159446,0.0654328
436,340461476,funestus,1000,15003,1192,4213,9598,20663,20969,262316,737080,368540,5419,224,0,0,2046,0,1408,571,0,15003,0,0,0,0,0,34626.8,0.0484722
436,340461476,gambiae,1000,139220,0,0,139220,80934,73463,1349559,9151800,4575900,49880,0,0,0,7047,0,3538,4876,0,0,139220,0,0,0,0,176869,0.0203956
437,340461476,arabiensis,1000,50279,5082,13894,31303,71391,64270,1240858,1943200,971600,7593,445,7702,454,6414,0,4854,762,793,50279,0,0,0,0,0,159717,0.0631648
437,340461476,funestus,1000,15147,1209,4135,9803,20751,20975,265738,551000,275500,4577,216,0,0,2026,0,1417,465,0,15147,0,0,0,0,0,35166.2,0.0469784
437,340461476,gambiae,1000,138640,0,0,138640,80301,72491,1377672,7649000,3824500,42874,0,0,0,7082,0,3380,4282,0,0,138640,0,0,0,0,178522,0.0193262
438,340461476,arabiensis,1000,49889,4976,13782,31131,70851,65210,1262650,2349440,1174720,8631,442,8745,457,6233,0,4772,936,915,49889,0,0,0,0,0,162219,0.0821926
438,340461476,funestus,1000,15177,1224,4148,9805,20790,20961,269551,697520,348760,5267,212,0,0,2097,0,1505,562,0,15177,0,0,0,0,0,35275,0.0638225
438,340461476,gambiae,1000,137416,0,0,137416,79665,72891,1404355,8611800,4305900,47477,0,0,0,6866,0,3467,4623,0,0,137416,0,0,0,0,178833,0.0233392
439,340461476,arabiensis,1000,49474,4838,13729,30907,70463,65774,1286125,2398560,1199280,8776,453,8674,409,6158,0,4698,936,939,49474,0,0,0,0,0,156947,0.0690459
