Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG
0,340461476,X-a0:X-a0,0,0,0,0,0,0,0,0
0,340461476,X-a0:Y-a0,0,0,0,0,0,0,0,0
0,340461476,X-a0:X-a1,0,0,0,0,0,0,0,0
0,340461476,X-a0:Y-a1,0,0,0,0,0,0,0,0
0,340461476,X-a1:X-a1,0,0,0,0,0,0,0,0
0,340461476,X-a1:Y-a1,0,0,0,0,0,0,0,0
1,340461476,X-a0:X-a0,0,0,0,0,0,0,0,0
1,340461476,X-a0:Y-a0,0,0,0,0,0,0,0,0
1,340461476,X-a0:X-a1,0,0,0,0,0,0,0,0
1,340461476,X-a0:Y-a1,0,0,0,0,0,0,0,0
1,340461476,X-a1:X-a1,0,0,0,0,0,0,0,0
1,340461476,X-a1:Y-a1,0,0,0,0,0,0,0,0
2,340461476,X-a0:X-a0,0,0,0,0,0,0,0,0
2,340461476,X-a0:Y-a0,0,0,0,0,0,0,0,0
2,340461476,X-a0:X-a1,0,0,0,0,0,0,0,0
2,340461476,X-a0:Y-a1,0,0,0,0,0,0,0,0
2,340461476,X-a1:X-a1,0,0,0,0,0,0,0,0
2,340461476,X-a1:Y-a1,0,0,0,0,0,0,0,0
3,340461476,X-a0:X-a0,0,0,0,0,0,0,0,0
3,340461476,X-a0:Y-a0,0,0,0,0,0,0,0,0
3,340461476,X-a0:X-a1,0,0,0,0,0,0,0,0
3,340461476,X-a0:Y-a1,0,0,0,0,0,0,0,0
3,340461476,X-a1:X-a1,0,0,0,0,0,0,0,0
3,340461476,X-a1:Y-a1,0,0,0,0,0,0,0,0
4,340461476,X-a0:X-a0,0,0,0,0,0,0,0,0
4,340461476,X-a0:Y-a0,0,0,0,0,9094,0,0,0
4,340461476,X-a0:X-a1,0,0,0,0,0,0,0,0
4,340461476,X-a0:Y-a1,0,0,0,0,0,0,0,0
4,340461476,X-a1:X-a1,0,0,0,0,0,0,0,0
4,340461476,X-a1:Y-a1,0,0,0,0,0,0,0,0
5,340461476,X-a0:X-a0,3971,1927,0,2044,0,0,0,0
5,340461476,X-a0:Y-a0,0,0,0,0,8256,0,0,0
5,340461476,X-a0:X-a1,0,0,0,0,0,0,0,452600
5,340461476,X-a0:Y-a1,0,0,0,0,0,0,0,452600
5,340461476,X-a1:X-a1,0,0,0,0,0,0,0,0
5,340461476,X-a1:Y-a1,0,0,0,0,0,0,0,0
6,340461476,X-a0:X-a0,3568,1725,0,1843,0,0,0,0
6,340461476,X-a0:Y-a0,0,0,0,0,7459,0,0,0
6,340461476,X-a0:X-a1,0,0,0,0,0,0,27431,0
6,340461476,X-a0:Y-a1,0,0,0,0,0,0,27499,0
6,340461476,X-a1:X-a1,0,0,0,0,0,0,0,0
6,340461476,X-a1:Y-a1,0,0,0,0,0,0,0,0
7,340461476,X-a0:X-a0,3244,1562,0,1682,0,0,0,0
7,340461476,X-a0:Y-a0,0,0,0,0,6743,0,0,0
7,340461476,X-a0:X-a1,0,0,0,0,0,0,24856,0
7,340461476,X-a0:Y-a1,0,0,0,0,0,0,24823,0
7,340461476,X-a1:X-a1,0,0,0,0,0,0,0,0
7,340461476,X-a1:Y-a1,0,0,0,0,0,0,0,0
8,340461476,X-a0:X-a0,2552,1190,0,1362,0,0,0,0
8,340461476,X-a0:Y-a0,0,0,0,0,6113,0,0,0
8,340461476,X-a0:X-a1,0,0,0,0,0,0,22474,291300
8,340461476,X-a0:Y-a1,0,0,0,0,0,0,22451,291300
8,340461476,X-a1:X-a1,0,0,0,0,0,0,0,0
8,340461476,X-a1:Y-a1,0,0,0,0,0,0,0,0
9,340461476,X-a0:X-a0,2311,1071,0,1240,0,0,0,0
9,340461476,X-a0:Y-a0,0,0,0,0,5556,0,0,0
9,340461476,X-a0:X-a1,0,0,0,0,0,0,31278,0
9,340461476,X-a0:Y-a1,0,0,0,0,0,0,31387,0
9,340461476,X-a1:X-a1,0,0,0,0,0,0,0,0
9,340461476,X-a1:Y-a1,0,0,0,0,0,0,0,0
10,340461476,X-a0:X-a0,2114,983,0,1131,0,0,0,0
10,340461476,X-a0:Y-a0,0,0,0,0,5050,0,0,0
10,340461476,X-a0:X-a1,0,0,0,0,0,0,28402,0
10,340461476,X-a0:Y-a1,0,0,0,0,0,0,28369,0
10,340461476,X-a1:X-a1,0,0,0,0,0,0,0,0
10,340461476,X-a1:Y-a1,0,0,0,0,0,0,0,0
11,340461476,X-a0:X-a0,1688,761,0,927,0,0,0,0
11,340461476,X-a0:Y-a0,0,0,0,0,4557,0,0,0
11,340461476,X-a0:X-a1,0,0,0,0,0,0,25650,195300
11,340461476,X-a0:Y-a1,0,0,0,0,0,0,25645,195300
11,340461476,X-a1:X-a1,0,0,0,0,0,0,0,0
11,340461476,X-a1:Y-a1,0,0,0,0,0,0,0,0
12,340461476,X-a0:X-a0,1536,683,0,853,0,0,0,0
12,340461476,X-a0:Y-a0,0,0,0,0,4118,0,0,0
12,340461476,X-a0:X-a1,0,0,0,0,0,0,35224,0
12,340461476,X-a0:Y-a1,0,0,0,0,0,0,35354,0
12,340461476,X-a1:X-a1,0,0,0,0,0,0,0,0
12,340461476,X-a1:Y-a1,0,0,0,0,0,0,0,0
13,340461476,X-a0:X-a0,1375,612,0,763,0,0,0,0
13,340461476,X-a0:Y-a0,0,0,0,0,3756,0,0,0
13,340461476,X-a0:X-a1,0,0,0,0,0,0,31904,0
13,340461476,X-a0:Y-a1,0,0,0,0,0,0,32017,0
13,340461476,X-a1:X-a1,0,0,0,0,0,0,0,0
13,340461476,X-a1:Y-a1,0,0,0,0,0,0,0,0
14,340461476,X-a0:X-a0,1081,463,0,618,0,0,0,0
14,340461476,X-a0:Y-a0,0,0,0,0,3382,0,0,0
14,340461476,X-a0:X-a1,0,0,0,0,0,0,28922,123800
14,340461476,X-a0:Y-a1,0,0,0,0,0,0,28996,123800
14,340461476,X-a1:X-a1,0,0,0,0,0,0,0,0
14,340461476,X-a1:Y-a1,0,0,0,0,0,0,0,0
15,340461476,X-a0:X-a0,963,415,0,548,0,0,0,0
15,340461476,X-a0:Y-a0,0,0,0,0,3034,0,0,0
15,340461476,X-a0:X-a1,0,0,0,0,0,0,37538,0
15,340461476,X-a0:Y-a1,0,0,0,0,0,0,37932,0
15,340461476,X-a1:X-a1,0,0,0,0,0,0,0,0
